"step","run-rank0-clicks - _step","run-rank0-clicks - _step__MIN","run-rank0-clicks - _step__MAX","run-rank0-clicks - Click loss","run-rank0-clicks - Click loss__MIN","run-rank0-clicks - Click loss__MAX"
"11552","57756","57756","57756","0.2267972230911255","0.2267972230911255","0.2267972230911255"
"11565","57821","57821","57821","0.22372972965240479","0.22372972965240479","0.22372972965240479"
"11570","57846","57846","57846","0.21965660154819489","0.21965660154819489","0.21965660154819489"
"11616","58076","58076","58076","0.23118841648101807","0.23118841648101807","0.23118841648101807"
"11622","58106","58106","58106","0.2455080896615982","0.2455080896615982","0.2455080896615982"
"11642","58206","58206","58206","0.41546306014060974","0.41546306014060974","0.41546306014060974"
"11673","58361","58361","58361","0.19667573273181915","0.19667573273181915","0.19667573273181915"
"11675","58371","58371","58371","0.27497977018356323","0.27497977018356323","0.27497977018356323"
"11695","58471","58471","58471","0.22735488414764404","0.22735488414764404","0.22735488414764404"
"11697","58481","58481","58481","0.24222689867019653","0.24222689867019653","0.24222689867019653"
"11729","58641","58641","58641","0.26605814695358276","0.26605814695358276","0.26605814695358276"
"11732","58656","58656","58656","0.19497373700141907","0.19497373700141907","0.19497373700141907"
"11752","58756","58756","58756","0.15743637084960938","0.15743637084960938","0.15743637084960938"
"11771","58851","58851","58851","0.1815965473651886","0.1815965473651886","0.1815965473651886"
"11778","58886","58886","58886","0.315929114818573","0.315929114818573","0.315929114818573"
"11782","58906","58906","58906","0.29565590620040894","0.29565590620040894","0.29565590620040894"
"11787","58931","58931","58931","0.18332035839557648","0.18332035839557648","0.18332035839557648"
"11788","58936","58936","58936","0.2535180449485779","0.2535180449485779","0.2535180449485779"
"11800","58996","58996","58996","0.16644185781478882","0.16644185781478882","0.16644185781478882"
"11801","59001","59001","59001","0.5468066930770874","0.5468066930770874","0.5468066930770874"
"11828","59136","59136","59136","0.07981725037097931","0.07981725037097931","0.07981725037097931"
"11834","59166","59166","59166","0.20201706886291504","0.20201706886291504","0.20201706886291504"
"11839","59191","59191","59191","0.2248477041721344","0.2248477041721344","0.2248477041721344"
"11849","59241","59241","59241","0.24754947423934937","0.24754947423934937","0.24754947423934937"
"11856","59276","59276","59276","0.18455491960048676","0.18455491960048676","0.18455491960048676"
"11857","59281","59281","59281","0.19041821360588074","0.19041821360588074","0.19041821360588074"
"11860","59296","59296","59296","0.15502554178237915","0.15502554178237915","0.15502554178237915"
"11897","59481","59481","59481","0.21262946724891663","0.21262946724891663","0.21262946724891663"
"11923","59611","59611","59611","0.4702407121658325","0.4702407121658325","0.4702407121658325"
"11929","59641","59641","59641","0.16625970602035522","0.16625970602035522","0.16625970602035522"
"11935","59671","59671","59671","0.2321932017803192","0.2321932017803192","0.2321932017803192"
"11943","59711","59711","59711","0.4696323275566101","0.4696323275566101","0.4696323275566101"
"11964","59816","59816","59816","0.1695096641778946","0.1695096641778946","0.1695096641778946"
"11989","59941","59941","59941","0.29113641381263733","0.29113641381263733","0.29113641381263733"
"11998","59986","59986","59986","0.15559841692447662","0.15559841692447662","0.15559841692447662"
"12003","60011","60011","60011","0.26138055324554443","0.26138055324554443","0.26138055324554443"
"12004","60016","60016","60016","0.3236798644065857","0.3236798644065857","0.3236798644065857"
"12020","60096","60096","60096","0.4353730082511902","0.4353730082511902","0.4353730082511902"
"12021","60101","60101","60101","0.26761919260025024","0.26761919260025024","0.26761919260025024"
"12029","60141","60141","60141","0.3543485999107361","0.3543485999107361","0.3543485999107361"
"12071","60351","60351","60351","0.22009289264678955","0.22009289264678955","0.22009289264678955"
"12102","60506","60506","60506","0.5154350996017456","0.5154350996017456","0.5154350996017456"
"12103","60511","60511","60511","0.2891765236854553","0.2891765236854553","0.2891765236854553"
"12116","60576","60576","60576","0.18550865352153778","0.18550865352153778","0.18550865352153778"
"12131","60651","60651","60651","0.09278050065040588","0.09278050065040588","0.09278050065040588"
"12166","60826","60826","60826","0.24906152486801147","0.24906152486801147","0.24906152486801147"
"12226","61126","61126","61126","0.4025251567363739","0.4025251567363739","0.4025251567363739"
"12238","61186","61186","61186","0.23446384072303772","0.23446384072303772","0.23446384072303772"
"12259","61291","61291","61291","0.3190707564353943","0.3190707564353943","0.3190707564353943"
"12262","61306","61306","61306","0.24940243363380432","0.24940243363380432","0.24940243363380432"
"12269","61341","61341","61341","0.2529537081718445","0.2529537081718445","0.2529537081718445"
"12274","61366","61366","61366","0.4666954576969147","0.4666954576969147","0.4666954576969147"
"12289","61441","61441","61441","0.2814285159111023","0.2814285159111023","0.2814285159111023"
"12304","61516","61516","61516","0.1304343342781067","0.1304343342781067","0.1304343342781067"
"12310","61546","61546","61546","0.3163006901741028","0.3163006901741028","0.3163006901741028"
"12337","61681","61681","61681","0.20017927885055542","0.20017927885055542","0.20017927885055542"
"12339","61691","61691","61691","0.28797680139541626","0.28797680139541626","0.28797680139541626"
"12340","61696","61696","61696","0.3364127278327942","0.3364127278327942","0.3364127278327942"
"12346","61726","61726","61726","0.2554645538330078","0.2554645538330078","0.2554645538330078"
"12350","61746","61746","61746","0.17144697904586792","0.17144697904586792","0.17144697904586792"
"12363","61811","61811","61811","0.2205071747303009","0.2205071747303009","0.2205071747303009"
"12395","61971","61971","61971","0.2121487408876419","0.2121487408876419","0.2121487408876419"
"12409","62041","62041","62041","0.2165377140045166","0.2165377140045166","0.2165377140045166"
"12417","62081","62081","62081","0.4841901659965515","0.4841901659965515","0.4841901659965515"
"12427","62131","62131","62131","0.28645163774490356","0.28645163774490356","0.28645163774490356"
"12433","62161","62161","62161","0.23757797479629517","0.23757797479629517","0.23757797479629517"
"12455","62271","62271","62271","0.130538672208786","0.130538672208786","0.130538672208786"
"12458","62286","62286","62286","0.18986192345619202","0.18986192345619202","0.18986192345619202"
"12459","62291","62291","62291","0.25639066100120544","0.25639066100120544","0.25639066100120544"
"12468","62336","62336","62336","0.21352413296699524","0.21352413296699524","0.21352413296699524"
"12480","62396","62396","62396","0.13986022770404816","0.13986022770404816","0.13986022770404816"
"12486","62426","62426","62426","0.18815776705741882","0.18815776705741882","0.18815776705741882"
"12492","62456","62456","62456","0.16240045428276062","0.16240045428276062","0.16240045428276062"
"12501","62501","62501","62501","0.183473140001297","0.183473140001297","0.183473140001297"
"12502","62506","62506","62506","0.13797712326049805","0.13797712326049805","0.13797712326049805"
"12530","62646","62646","62646","0.2784637212753296","0.2784637212753296","0.2784637212753296"
"12547","62731","62731","62731","0.15668708086013794","0.15668708086013794","0.15668708086013794"
"12552","62756","62756","62756","0.19192978739738464","0.19192978739738464","0.19192978739738464"
"12556","62776","62776","62776","0.205429345369339","0.205429345369339","0.205429345369339"
"12562","62806","62806","62806","0.30600863695144653","0.30600863695144653","0.30600863695144653"
"12565","62821","62821","62821","0.3560795783996582","0.3560795783996582","0.3560795783996582"
"12583","62911","62911","62911","0.452511727809906","0.452511727809906","0.452511727809906"
"12592","62956","62956","62956","0.30847930908203125","0.30847930908203125","0.30847930908203125"
"12595","62971","62971","62971","0.3098739981651306","0.3098739981651306","0.3098739981651306"
"12598","62986","62986","62986","0.4768535792827606","0.4768535792827606","0.4768535792827606"
"12601","63001","63001","63001","0.28629979491233826","0.28629979491233826","0.28629979491233826"
"12607","63031","63031","63031","0.1355183720588684","0.1355183720588684","0.1355183720588684"
"12608","63036","63036","63036","0.2258628010749817","0.2258628010749817","0.2258628010749817"
"12613","63061","63061","63061","0.27660611271858215","0.27660611271858215","0.27660611271858215"
"12634","63166","63166","63166","0.23134437203407288","0.23134437203407288","0.23134437203407288"
"12650","63246","63246","63246","0.17871934175491333","0.17871934175491333","0.17871934175491333"
"12666","63326","63326","63326","0.431832879781723","0.431832879781723","0.431832879781723"
"12680","63396","63396","63396","0.35422807931900024","0.35422807931900024","0.35422807931900024"
"12686","63426","63426","63426","0.3323398232460022","0.3323398232460022","0.3323398232460022"
"12688","63436","63436","63436","0.31132379174232483","0.31132379174232483","0.31132379174232483"
"12691","63451","63451","63451","0.40366822481155396","0.40366822481155396","0.40366822481155396"
"12719","63591","63591","63591","0.3316859006881714","0.3316859006881714","0.3316859006881714"
"12724","63616","63616","63616","0.20889049768447876","0.20889049768447876","0.20889049768447876"
"12726","63626","63626","63626","0.2647320032119751","0.2647320032119751","0.2647320032119751"
"12738","63686","63686","63686","0.23550432920455933","0.23550432920455933","0.23550432920455933"
"12759","63791","63791","63791","0.2730891704559326","0.2730891704559326","0.2730891704559326"
"12773","63861","63861","63861","0.279741108417511","0.279741108417511","0.279741108417511"
"12779","63891","63891","63891","0.1469888538122177","0.1469888538122177","0.1469888538122177"
"12788","63936","63936","63936","0.2876209616661072","0.2876209616661072","0.2876209616661072"
"12793","63961","63961","63961","0.27823734283447266","0.27823734283447266","0.27823734283447266"
"12814","64066","64066","64066","0.15223944187164307","0.15223944187164307","0.15223944187164307"
"12820","64096","64096","64096","0.3469986021518707","0.3469986021518707","0.3469986021518707"
"12830","64146","64146","64146","0.10510941594839096","0.10510941594839096","0.10510941594839096"
"12852","64256","64256","64256","0.30232542753219604","0.30232542753219604","0.30232542753219604"
"12861","64301","64301","64301","0.4115499258041382","0.4115499258041382","0.4115499258041382"
"12875","64371","64371","64371","0.2611772418022156","0.2611772418022156","0.2611772418022156"
"12889","64441","64441","64441","0.1959274560213089","0.1959274560213089","0.1959274560213089"
"12893","64461","64461","64461","0.2979142367839813","0.2979142367839813","0.2979142367839813"
"12895","64471","64471","64471","0.10573576390743256","0.10573576390743256","0.10573576390743256"
"12930","64646","64646","64646","0.16692927479743958","0.16692927479743958","0.16692927479743958"
"12948","64736","64736","64736","0.30454784631729126","0.30454784631729126","0.30454784631729126"
"12953","64761","64761","64761","0.25807762145996094","0.25807762145996094","0.25807762145996094"
"12977","64881","64881","64881","0.18866422772407532","0.18866422772407532","0.18866422772407532"
"12979","64891","64891","64891","0.23696830868721008","0.23696830868721008","0.23696830868721008"
"12994","64966","64966","64966","0.3205510079860687","0.3205510079860687","0.3205510079860687"
"12997","64981","64981","64981","0.2731708586215973","0.2731708586215973","0.2731708586215973"
"12998","64986","64986","64986","0.19111268222332","0.19111268222332","0.19111268222332"
"13008","65036","65036","65036","0.17103251814842224","0.17103251814842224","0.17103251814842224"
"13013","65061","65061","65061","0.3103201985359192","0.3103201985359192","0.3103201985359192"
"13019","65091","65091","65091","0.1728847473859787","0.1728847473859787","0.1728847473859787"
"13020","65096","65096","65096","0.1835075318813324","0.1835075318813324","0.1835075318813324"
"13025","65121","65121","65121","0.4308108985424042","0.4308108985424042","0.4308108985424042"
"13035","65171","65171","65171","0.2915722131729126","0.2915722131729126","0.2915722131729126"
"13042","65206","65206","65206","0.5187007188796997","0.5187007188796997","0.5187007188796997"
"13043","65211","65211","65211","0.19886833429336548","0.19886833429336548","0.19886833429336548"
"13048","65236","65236","65236","0.10379760712385178","0.10379760712385178","0.10379760712385178"
"13050","65246","65246","65246","0.22979573905467987","0.22979573905467987","0.22979573905467987"
"13062","65306","65306","65306","0.32148855924606323","0.32148855924606323","0.32148855924606323"
"13074","65366","65366","65366","0.25524869561195374","0.25524869561195374","0.25524869561195374"
"13095","65471","65471","65471","0.23241674900054932","0.23241674900054932","0.23241674900054932"
"13098","65486","65486","65486","0.19608370959758759","0.19608370959758759","0.19608370959758759"
"13106","65526","65526","65526","0.23085568845272064","0.23085568845272064","0.23085568845272064"
"13107","65531","65531","65531","0.2620251178741455","0.2620251178741455","0.2620251178741455"
"13120","65596","65596","65596","0.149754136800766","0.149754136800766","0.149754136800766"
"13121","65601","65601","65601","0.18844614923000336","0.18844614923000336","0.18844614923000336"
"13125","65621","65621","65621","0.19253218173980713","0.19253218173980713","0.19253218173980713"
"13128","65636","65636","65636","0.28379663825035095","0.28379663825035095","0.28379663825035095"
"13134","65666","65666","65666","0.2060903012752533","0.2060903012752533","0.2060903012752533"
"13146","65726","65726","65726","0.2030373513698578","0.2030373513698578","0.2030373513698578"
"13164","65816","65816","65816","0.16148212552070618","0.16148212552070618","0.16148212552070618"
"13172","65856","65856","65856","0.28819456696510315","0.28819456696510315","0.28819456696510315"
"13175","65871","65871","65871","0.23777545988559723","0.23777545988559723","0.23777545988559723"
"13178","65886","65886","65886","0.20046466588974","0.20046466588974","0.20046466588974"
"13180","65896","65896","65896","0.23345226049423218","0.23345226049423218","0.23345226049423218"
"13191","65951","65951","65951","0.2138952910900116","0.2138952910900116","0.2138952910900116"
"13218","66086","66086","66086","0.26018792390823364","0.26018792390823364","0.26018792390823364"
"13235","66171","66171","66171","0.22234590351581573","0.22234590351581573","0.22234590351581573"
"13263","66311","66311","66311","0.1968819797039032","0.1968819797039032","0.1968819797039032"
"13269","66341","66341","66341","0.2218399941921234","0.2218399941921234","0.2218399941921234"
"13289","66441","66441","66441","0.22619618475437164","0.22619618475437164","0.22619618475437164"
"13292","66456","66456","66456","0.31251829862594604","0.31251829862594604","0.31251829862594604"
"13301","66501","66501","66501","0.0892275869846344","0.0892275869846344","0.0892275869846344"
"13306","66526","66526","66526","0.42063936591148376","0.42063936591148376","0.42063936591148376"
"13314","66566","66566","66566","0.13296814262866974","0.13296814262866974","0.13296814262866974"
"13349","66741","66741","66741","0.15836012363433838","0.15836012363433838","0.15836012363433838"
"13367","66831","66831","66831","0.3584168553352356","0.3584168553352356","0.3584168553352356"
"13373","66861","66861","66861","0.0850801169872284","0.0850801169872284","0.0850801169872284"
"13383","66911","66911","66911","0.21832364797592163","0.21832364797592163","0.21832364797592163"
"13389","66941","66941","66941","0.2770191729068756","0.2770191729068756","0.2770191729068756"
"13394","66966","66966","66966","0.29508572816848755","0.29508572816848755","0.29508572816848755"
"13404","67016","67016","67016","0.3451552987098694","0.3451552987098694","0.3451552987098694"
"13410","67046","67046","67046","0.20983225107192993","0.20983225107192993","0.20983225107192993"
"13420","67096","67096","67096","0.37780332565307617","0.37780332565307617","0.37780332565307617"
"13441","67201","67201","67201","0.3451913595199585","0.3451913595199585","0.3451913595199585"
"13442","67206","67206","67206","0.3349906802177429","0.3349906802177429","0.3349906802177429"
"13464","67316","67316","67316","0.2556969225406647","0.2556969225406647","0.2556969225406647"
"13485","67421","67421","67421","0.26502349972724915","0.26502349972724915","0.26502349972724915"
"13499","67491","67491","67491","0.18706181645393372","0.18706181645393372","0.18706181645393372"
"13508","67536","67536","67536","0.14282262325286865","0.14282262325286865","0.14282262325286865"
"13512","67556","67556","67556","0.1754872351884842","0.1754872351884842","0.1754872351884842"
"13521","67601","67601","67601","0.2916182577610016","0.2916182577610016","0.2916182577610016"
"13526","67626","67626","67626","0.35158130526542664","0.35158130526542664","0.35158130526542664"
"13549","67741","67741","67741","0.2021593153476715","0.2021593153476715","0.2021593153476715"
"13559","67791","67791","67791","0.2473960816860199","0.2473960816860199","0.2473960816860199"
"13560","67796","67796","67796","0.26122742891311646","0.26122742891311646","0.26122742891311646"
"13563","67811","67811","67811","0.20131877064704895","0.20131877064704895","0.20131877064704895"
"13587","67931","67931","67931","0.2259836494922638","0.2259836494922638","0.2259836494922638"
"13598","67986","67986","67986","0.15688355267047882","0.15688355267047882","0.15688355267047882"
"13610","68046","68046","68046","0.2750629782676697","0.2750629782676697","0.2750629782676697"
"13614","68066","68066","68066","0.24989238381385803","0.24989238381385803","0.24989238381385803"
"13626","68126","68126","68126","0.26139551401138306","0.26139551401138306","0.26139551401138306"
"13655","68271","68271","68271","0.2615962326526642","0.2615962326526642","0.2615962326526642"
"13670","68346","68346","68346","0.15036310255527496","0.15036310255527496","0.15036310255527496"
"13672","68356","68356","68356","0.2014365792274475","0.2014365792274475","0.2014365792274475"
"13676","68376","68376","68376","0.23642420768737793","0.23642420768737793","0.23642420768737793"
"13689","68441","68441","68441","0.13668513298034668","0.13668513298034668","0.13668513298034668"
"13694","68466","68466","68466","0.07597821205854416","0.07597821205854416","0.07597821205854416"
"13699","68491","68491","68491","0.4273942708969116","0.4273942708969116","0.4273942708969116"
"13701","68501","68501","68501","0.14736056327819824","0.14736056327819824","0.14736056327819824"
"13706","68526","68526","68526","0.2468080222606659","0.2468080222606659","0.2468080222606659"
"13724","68616","68616","68616","0.13982446491718292","0.13982446491718292","0.13982446491718292"
"13731","68651","68651","68651","0.18707723915576935","0.18707723915576935","0.18707723915576935"
"13733","68661","68661","68661","0.2095867544412613","0.2095867544412613","0.2095867544412613"
"13741","68701","68701","68701","0.23383644223213196","0.23383644223213196","0.23383644223213196"
"13744","68716","68716","68716","0.2642621397972107","0.2642621397972107","0.2642621397972107"
"13752","68756","68756","68756","0.23809495568275452","0.23809495568275452","0.23809495568275452"
"13760","68796","68796","68796","0.4719492793083191","0.4719492793083191","0.4719492793083191"
"13774","68866","68866","68866","0.17900049686431885","0.17900049686431885","0.17900049686431885"
"13779","68891","68891","68891","0.3206040859222412","0.3206040859222412","0.3206040859222412"
"13790","68946","68946","68946","0.3571167588233948","0.3571167588233948","0.3571167588233948"
"13800","68996","68996","68996","0.10120528936386108","0.10120528936386108","0.10120528936386108"
"13802","69006","69006","69006","0.2301672101020813","0.2301672101020813","0.2301672101020813"
"13805","69021","69021","69021","0.1849682629108429","0.1849682629108429","0.1849682629108429"
"13818","69086","69086","69086","0.1808481514453888","0.1808481514453888","0.1808481514453888"
"13825","69121","69121","69121","0.14971420168876648","0.14971420168876648","0.14971420168876648"
"13827","69131","69131","69131","0.26605021953582764","0.26605021953582764","0.26605021953582764"
"13841","69201","69201","69201","0.2835268974304199","0.2835268974304199","0.2835268974304199"
"13897","69481","69481","69481","0.31327807903289795","0.31327807903289795","0.31327807903289795"
"13904","69516","69516","69516","0.3446941375732422","0.3446941375732422","0.3446941375732422"
"13916","69576","69576","69576","0.37321072816848755","0.37321072816848755","0.37321072816848755"
"13933","69661","69661","69661","0.2231176197528839","0.2231176197528839","0.2231176197528839"
"13936","69676","69676","69676","0.17882755398750305","0.17882755398750305","0.17882755398750305"
"13940","69696","69696","69696","0.18343259394168854","0.18343259394168854","0.18343259394168854"
"13943","69711","69711","69711","0.22736181318759918","0.22736181318759918","0.22736181318759918"
"13947","69731","69731","69731","0.2707557678222656","0.2707557678222656","0.2707557678222656"
"13948","69736","69736","69736","0.23003718256950378","0.23003718256950378","0.23003718256950378"
"13958","69786","69786","69786","0.29162126779556274","0.29162126779556274","0.29162126779556274"
"13979","69891","69891","69891","0.39657437801361084","0.39657437801361084","0.39657437801361084"
"13996","69976","69976","69976","0.18852996826171875","0.18852996826171875","0.18852996826171875"
"14017","70081","70081","70081","0.20470476150512695","0.20470476150512695","0.20470476150512695"
"14034","70166","70166","70166","0.2209174782037735","0.2209174782037735","0.2209174782037735"
"14043","70211","70211","70211","0.23108795285224915","0.23108795285224915","0.23108795285224915"
"14044","70216","70216","70216","0.2690317928791046","0.2690317928791046","0.2690317928791046"
"14049","70241","70241","70241","0.24385949969291687","0.24385949969291687","0.24385949969291687"
"14050","70246","70246","70246","0.34490734338760376","0.34490734338760376","0.34490734338760376"
"14060","70296","70296","70296","0.10699598491191864","0.10699598491191864","0.10699598491191864"
"14063","70311","70311","70311","0.16010543704032898","0.16010543704032898","0.16010543704032898"
"14074","70366","70366","70366","0.14256203174591064","0.14256203174591064","0.14256203174591064"
"14114","70566","70566","70566","0.13810443878173828","0.13810443878173828","0.13810443878173828"
"14116","70576","70576","70576","0.11361813545227051","0.11361813545227051","0.11361813545227051"
"14137","70681","70681","70681","0.16812384128570557","0.16812384128570557","0.16812384128570557"
"14138","70686","70686","70686","0.19130338728427887","0.19130338728427887","0.19130338728427887"
"14143","70711","70711","70711","0.16604575514793396","0.16604575514793396","0.16604575514793396"
"14151","70751","70751","70751","0.2587425112724304","0.2587425112724304","0.2587425112724304"
"14158","70786","70786","70786","0.1562994420528412","0.1562994420528412","0.1562994420528412"
"14161","70801","70801","70801","0.21750207245349884","0.21750207245349884","0.21750207245349884"
"14171","70851","70851","70851","0.13250988721847534","0.13250988721847534","0.13250988721847534"
"14189","70941","70941","70941","0.508608341217041","0.508608341217041","0.508608341217041"
"14192","70956","70956","70956","0.13100199401378632","0.13100199401378632","0.13100199401378632"
"14231","71151","71151","71151","0.39030247926712036","0.39030247926712036","0.39030247926712036"
"14235","71171","71171","71171","0.337451696395874","0.337451696395874","0.337451696395874"
"14239","71191","71191","71191","0.2429279386997223","0.2429279386997223","0.2429279386997223"
"14295","71471","71471","71471","0.1664409041404724","0.1664409041404724","0.1664409041404724"
"14296","71476","71476","71476","0.22946816682815552","0.22946816682815552","0.22946816682815552"
"14307","71531","71531","71531","0.16119186580181122","0.16119186580181122","0.16119186580181122"
"14319","71591","71591","71591","0.18967777490615845","0.18967777490615845","0.18967777490615845"
"14322","71606","71606","71606","0.26470890641212463","0.26470890641212463","0.26470890641212463"
"14328","71636","71636","71636","0.20209074020385742","0.20209074020385742","0.20209074020385742"
"14337","71681","71681","71681","0.2259509414434433","0.2259509414434433","0.2259509414434433"
"14347","71731","71731","71731","0.31983625888824463","0.31983625888824463","0.31983625888824463"
"14355","71771","71771","71771","0.22680717706680298","0.22680717706680298","0.22680717706680298"
"14386","71926","71926","71926","0.18583035469055176","0.18583035469055176","0.18583035469055176"
"14429","72141","72141","72141","0.17302222549915314","0.17302222549915314","0.17302222549915314"
"14438","72186","72186","72186","0.17611674964427948","0.17611674964427948","0.17611674964427948"
"14455","72271","72271","72271","0.2688642740249634","0.2688642740249634","0.2688642740249634"
"14468","72336","72336","72336","0.23144817352294922","0.23144817352294922","0.23144817352294922"
"14470","72346","72346","72346","0.16132453083992004","0.16132453083992004","0.16132453083992004"
"14476","72376","72376","72376","0.1671939194202423","0.1671939194202423","0.1671939194202423"
"14491","72451","72451","72451","0.173549622297287","0.173549622297287","0.173549622297287"
"14496","72476","72476","72476","0.08753126114606857","0.08753126114606857","0.08753126114606857"
"14510","72546","72546","72546","0.26318293809890747","0.26318293809890747","0.26318293809890747"
"14523","72611","72611","72611","0.3111037015914917","0.3111037015914917","0.3111037015914917"
"14528","72636","72636","72636","0.32514965534210205","0.32514965534210205","0.32514965534210205"
"14532","72656","72656","72656","0.13703769445419312","0.13703769445419312","0.13703769445419312"
"14539","72691","72691","72691","0.28988564014434814","0.28988564014434814","0.28988564014434814"
"14547","72731","72731","72731","0.3247302770614624","0.3247302770614624","0.3247302770614624"
"14557","72781","72781","72781","0.4067659080028534","0.4067659080028534","0.4067659080028534"
"14580","72896","72896","72896","0.31290990114212036","0.31290990114212036","0.31290990114212036"
"14596","72976","72976","72976","0.15466415882110596","0.15466415882110596","0.15466415882110596"
"14604","73016","73016","73016","0.40491682291030884","0.40491682291030884","0.40491682291030884"
"14633","73161","73161","73161","0.44929367303848267","0.44929367303848267","0.44929367303848267"
"14634","73166","73166","73166","0.17152568697929382","0.17152568697929382","0.17152568697929382"
"14641","73201","73201","73201","0.4148085117340088","0.4148085117340088","0.4148085117340088"
"14706","73526","73526","73526","0.27514350414276123","0.27514350414276123","0.27514350414276123"
"14723","73611","73611","73611","0.22405077517032623","0.22405077517032623","0.22405077517032623"
"14729","73641","73641","73641","0.19306033849716187","0.19306033849716187","0.19306033849716187"
"14742","73706","73706","73706","0.23250944912433624","0.23250944912433624","0.23250944912433624"
"14753","73761","73761","73761","0.1795068085193634","0.1795068085193634","0.1795068085193634"
"14766","73826","73826","73826","0.18686769902706146","0.18686769902706146","0.18686769902706146"
"14791","73951","73951","73951","0.2180173695087433","0.2180173695087433","0.2180173695087433"
"14795","73971","73971","73971","0.16887682676315308","0.16887682676315308","0.16887682676315308"
"14796","73976","73976","73976","0.3364759385585785","0.3364759385585785","0.3364759385585785"
"14801","74001","74001","74001","0.202488973736763","0.202488973736763","0.202488973736763"
"14809","74041","74041","74041","0.17897874116897583","0.17897874116897583","0.17897874116897583"
"14813","74061","74061","74061","0.3098986744880676","0.3098986744880676","0.3098986744880676"
"14823","74111","74111","74111","0.20688262581825256","0.20688262581825256","0.20688262581825256"
"14839","74191","74191","74191","0.3394041657447815","0.3394041657447815","0.3394041657447815"
"14846","74226","74226","74226","0.15257136523723602","0.15257136523723602","0.15257136523723602"
"14848","74236","74236","74236","0.2987552881240845","0.2987552881240845","0.2987552881240845"
"14851","74251","74251","74251","0.21982423961162567","0.21982423961162567","0.21982423961162567"
"14853","74261","74261","74261","0.2801469564437866","0.2801469564437866","0.2801469564437866"
"14855","74271","74271","74271","0.17308279871940613","0.17308279871940613","0.17308279871940613"
"14888","74436","74436","74436","0.1344129592180252","0.1344129592180252","0.1344129592180252"
"14902","74506","74506","74506","0.2650855779647827","0.2650855779647827","0.2650855779647827"
"14906","74526","74526","74526","0.2875024974346161","0.2875024974346161","0.2875024974346161"
"14909","74541","74541","74541","0.16019080579280853","0.16019080579280853","0.16019080579280853"
"14932","74656","74656","74656","0.3525822162628174","0.3525822162628174","0.3525822162628174"
"14955","74771","74771","74771","0.22238114476203918","0.22238114476203918","0.22238114476203918"
"14960","74796","74796","74796","0.28252989053726196","0.28252989053726196","0.28252989053726196"
"14975","74871","74871","74871","0.32129645347595215","0.32129645347595215","0.32129645347595215"
"14977","74881","74881","74881","0.2420549988746643","0.2420549988746643","0.2420549988746643"
"14980","74896","74896","74896","0.10492904484272003","0.10492904484272003","0.10492904484272003"
"14991","74951","74951","74951","0.16905124485492706","0.16905124485492706","0.16905124485492706"
"15003","75011","75011","75011","0.5570003986358643","0.5570003986358643","0.5570003986358643"
"15006","75026","75026","75026","0.14157065749168396","0.14157065749168396","0.14157065749168396"
"15012","75056","75056","75056","0.2342013716697693","0.2342013716697693","0.2342013716697693"
"15013","75061","75061","75061","0.40514564514160156","0.40514564514160156","0.40514564514160156"
"15018","75086","75086","75086","0.19475658237934113","0.19475658237934113","0.19475658237934113"
"15057","75281","75281","75281","0.15957599878311157","0.15957599878311157","0.15957599878311157"
"15059","75291","75291","75291","0.20295174419879913","0.20295174419879913","0.20295174419879913"
"15060","75296","75296","75296","0.15655392408370972","0.15655392408370972","0.15655392408370972"
"15061","75301","75301","75301","0.16702185571193695","0.16702185571193695","0.16702185571193695"
"15089","75441","75441","75441","0.22979959845542908","0.22979959845542908","0.22979959845542908"
"15096","75476","75476","75476","0.2446463257074356","0.2446463257074356","0.2446463257074356"
"15103","75511","75511","75511","0.3598543405532837","0.3598543405532837","0.3598543405532837"
"15104","75516","75516","75516","0.29899388551712036","0.29899388551712036","0.29899388551712036"
"15106","75526","75526","75526","0.3319278061389923","0.3319278061389923","0.3319278061389923"
"15132","75656","75656","75656","0.2890886962413788","0.2890886962413788","0.2890886962413788"
"15153","75761","75761","75761","0.286445677280426","0.286445677280426","0.286445677280426"
"15176","75876","75876","75876","0.27070456743240356","0.27070456743240356","0.27070456743240356"
"15182","75906","75906","75906","0.1726641207933426","0.1726641207933426","0.1726641207933426"
"15193","75961","75961","75961","0.22976110875606537","0.22976110875606537","0.22976110875606537"
"15212","76056","76056","76056","0.46304333209991455","0.46304333209991455","0.46304333209991455"
"15216","76076","76076","76076","0.22799578309059143","0.22799578309059143","0.22799578309059143"
"15217","76081","76081","76081","0.33484455943107605","0.33484455943107605","0.33484455943107605"
"15230","76146","76146","76146","0.17252013087272644","0.17252013087272644","0.17252013087272644"
"15236","76176","76176","76176","0.3521778881549835","0.3521778881549835","0.3521778881549835"
"15241","76201","76201","76201","0.32700198888778687","0.32700198888778687","0.32700198888778687"
"15242","76206","76206","76206","0.13013309240341187","0.13013309240341187","0.13013309240341187"
"15249","76241","76241","76241","0.4461851119995117","0.4461851119995117","0.4461851119995117"
"15252","76256","76256","76256","0.20335036516189575","0.20335036516189575","0.20335036516189575"
"15262","76306","76306","76306","0.25622570514678955","0.25622570514678955","0.25622570514678955"
"15269","76341","76341","76341","0.08869584649801254","0.08869584649801254","0.08869584649801254"
"15283","76411","76411","76411","0.3540252447128296","0.3540252447128296","0.3540252447128296"
"15300","76496","76496","76496","0.368988573551178","0.368988573551178","0.368988573551178"
