"step","run-rank0-clicks - _step","run-rank0-clicks - _step__MIN","run-rank0-clicks - _step__MAX","run-rank0-clicks - Total loss","run-rank0-clicks - Total loss__MIN","run-rank0-clicks - Total loss__MAX"
"956","4775","4775","4775","5.870258331298828","5.870258331298828","5.870258331298828"
"981","4900","4900","4900","6.11510705947876","6.11510705947876","6.11510705947876"
"982","4905","4905","4905","5.9957709312438965","5.9957709312438965","5.9957709312438965"
"986","4925","4925","4925","5.900407791137695","5.900407791137695","5.900407791137695"
"1004","5015","5015","5015","5.857917308807373","5.857917308807373","5.857917308807373"
"1027","5130","5130","5130","5.917949676513672","5.917949676513672","5.917949676513672"
"1028","5135","5135","5135","6.427184104919434","6.427184104919434","6.427184104919434"
"1033","5160","5160","5160","6.0391526222229","6.0391526222229","6.0391526222229"
"1034","5165","5165","5165","5.626394748687744","5.626394748687744","5.626394748687744"
"1039","5190","5190","5190","6.042013645172119","6.042013645172119","6.042013645172119"
"1053","5260","5260","5260","6.521670818328857","6.521670818328857","6.521670818328857"
"1056","5275","5275","5275","5.36529016494751","5.36529016494751","5.36529016494751"
"1066","5325","5325","5325","6.120508670806885","6.120508670806885","6.120508670806885"
"1067","5330","5330","5330","6.07914924621582","6.07914924621582","6.07914924621582"
"1074","5365","5365","5365","6.069509029388428","6.069509029388428","6.069509029388428"
"1085","5420","5420","5420","5.618370532989502","5.618370532989502","5.618370532989502"
"1096","5475","5475","5475","5.784821510314941","5.784821510314941","5.784821510314941"
"1114","5565","5565","5565","5.7808146476745605","5.7808146476745605","5.7808146476745605"
"1115","5570","5570","5570","6.025865077972412","6.025865077972412","6.025865077972412"
"1123","5610","5610","5610","5.530472755432129","5.530472755432129","5.530472755432129"
"1142","5705","5705","5705","5.7380547523498535","5.7380547523498535","5.7380547523498535"
"1148","5735","5735","5735","5.970277786254883","5.970277786254883","5.970277786254883"
"1173","5860","5860","5860","6.086597442626953","6.086597442626953","6.086597442626953"
"1186","5925","5925","5925","5.311565399169922","5.311565399169922","5.311565399169922"
"1203","6010","6010","6010","5.665971279144287","5.665971279144287","5.665971279144287"
"1216","6075","6075","6075","5.947969913482666","5.947969913482666","5.947969913482666"
"1228","6135","6135","6135","5.311264514923096","5.311264514923096","5.311264514923096"
"1229","6140","6140","6140","5.8190765380859375","5.8190765380859375","5.8190765380859375"
"1237","6180","6180","6180","5.486591815948486","5.486591815948486","5.486591815948486"
"1260","6295","6295","6295","5.879292011260986","5.879292011260986","5.879292011260986"
"1263","6310","6310","6310","6.087590217590332","6.087590217590332","6.087590217590332"
"1265","6320","6320","6320","5.725617408752441","5.725617408752441","5.725617408752441"
"1299","6490","6490","6490","5.69162130355835","5.69162130355835","5.69162130355835"
"1300","6495","6495","6495","5.335768222808838","5.335768222808838","5.335768222808838"
"1328","6635","6635","6635","6.055857181549072","6.055857181549072","6.055857181549072"
"1331","6650","6650","6650","5.759280681610107","5.759280681610107","5.759280681610107"
"1333","6660","6660","6660","5.533188343048096","5.533188343048096","5.533188343048096"
"1352","6755","6755","6755","5.772554874420166","5.772554874420166","5.772554874420166"
"1365","6820","6820","6820","5.843425750732422","5.843425750732422","5.843425750732422"
"1366","6825","6825","6825","5.419790267944336","5.419790267944336","5.419790267944336"
"1372","6855","6855","6855","5.610424518585205","5.610424518585205","5.610424518585205"
"1377","6880","6880","6880","5.313719272613525","5.313719272613525","5.313719272613525"
"1382","6905","6905","6905","5.979742527008057","5.979742527008057","5.979742527008057"
"1409","7040","7040","7040","5.460503101348877","5.460503101348877","5.460503101348877"
"1415","7070","7070","7070","5.551304340362549","5.551304340362549","5.551304340362549"
"1445","7220","7220","7220","5.7730793952941895","5.7730793952941895","5.7730793952941895"
"1457","7280","7280","7280","5.853537082672119","5.853537082672119","5.853537082672119"
"1460","7295","7295","7295","5.688719749450684","5.688719749450684","5.688719749450684"
"1471","7350","7350","7350","5.428971290588379","5.428971290588379","5.428971290588379"
"1502","7505","7505","7505","5.724551677703857","5.724551677703857","5.724551677703857"
"1512","7555","7555","7555","5.683825492858887","5.683825492858887","5.683825492858887"
"1517","7580","7580","7580","5.590686798095703","5.590686798095703","5.590686798095703"
"1519","7590","7590","7590","5.712632656097412","5.712632656097412","5.712632656097412"
"1534","7665","7665","7665","5.690855979919434","5.690855979919434","5.690855979919434"
"1538","7685","7685","7685","5.3332719802856445","5.3332719802856445","5.3332719802856445"
"1552","7755","7755","7755","5.604453086853027","5.604453086853027","5.604453086853027"
"1556","7775","7775","7775","5.384364604949951","5.384364604949951","5.384364604949951"
"1580","7895","7895","7895","5.429746150970459","5.429746150970459","5.429746150970459"
"1581","7900","7900","7900","5.5161051750183105","5.5161051750183105","5.5161051750183105"
"1594","7965","7965","7965","5.5817742347717285","5.5817742347717285","5.5817742347717285"
"1595","7970","7970","7970","5.759498596191406","5.759498596191406","5.759498596191406"
"1613","8060","8060","8060","6.037163257598877","6.037163257598877","6.037163257598877"
"1623","8110","8110","8110","5.542896270751953","5.542896270751953","5.542896270751953"
"1624","8115","8115","8115","5.577881813049316","5.577881813049316","5.577881813049316"
"1631","8150","8150","8150","5.2874555587768555","5.2874555587768555","5.2874555587768555"
"1655","8270","8270","8270","5.634889602661133","5.634889602661133","5.634889602661133"
"1664","8315","8315","8315","5.734474182128906","5.734474182128906","5.734474182128906"
"1666","8325","8325","8325","5.6534223556518555","5.6534223556518555","5.6534223556518555"
"1668","8335","8335","8335","5.521416664123535","5.521416664123535","5.521416664123535"
"1673","8360","8360","8360","5.732372760772705","5.732372760772705","5.732372760772705"
"1716","8575","8575","8575","5.690289497375488","5.690289497375488","5.690289497375488"
"1717","8580","8580","8580","5.4406561851501465","5.4406561851501465","5.4406561851501465"
"1726","8625","8625","8625","5.474435329437256","5.474435329437256","5.474435329437256"
"1752","8755","8755","8755","5.094128131866455","5.094128131866455","5.094128131866455"
"1754","8765","8765","8765","5.274296283721924","5.274296283721924","5.274296283721924"
"1762","8805","8805","8805","5.26891565322876","5.26891565322876","5.26891565322876"
"1766","8825","8825","8825","5.163134574890137","5.163134574890137","5.163134574890137"
"1767","8830","8830","8830","5.755623817443848","5.755623817443848","5.755623817443848"
"1773","8860","8860","8860","5.731642723083496","5.731642723083496","5.731642723083496"
"1775","8870","8870","8870","5.3645830154418945","5.3645830154418945","5.3645830154418945"
"1778","8885","8885","8885","5.657449722290039","5.657449722290039","5.657449722290039"
"1782","8905","8905","8905","5.885882377624512","5.885882377624512","5.885882377624512"
"1796","8975","8975","8975","5.692603588104248","5.692603588104248","5.692603588104248"
"1808","9035","9035","9035","5.542014122009277","5.542014122009277","5.542014122009277"
"1823","9110","9110","9110","5.493653774261475","5.493653774261475","5.493653774261475"
"1839","9190","9190","9190","5.428435325622559","5.428435325622559","5.428435325622559"
"1845","9220","9220","9220","5.941592216491699","5.941592216491699","5.941592216491699"
"1849","9240","9240","9240","5.32786750793457","5.32786750793457","5.32786750793457"
"1855","9270","9270","9270","5.1930084228515625","5.1930084228515625","5.1930084228515625"
"1856","9275","9275","9275","5.437133312225342","5.437133312225342","5.437133312225342"
"1879","9390","9390","9390","5.363731861114502","5.363731861114502","5.363731861114502"
"1883","9410","9410","9410","5.215704441070557","5.215704441070557","5.215704441070557"
"1889","9440","9440","9440","5.325196743011475","5.325196743011475","5.325196743011475"
"1902","9505","9505","9505","5.0995635986328125","5.0995635986328125","5.0995635986328125"
"1911","9550","9550","9550","5.150819778442383","5.150819778442383","5.150819778442383"
"1917","9580","9580","9580","5.522834777832031","5.522834777832031","5.522834777832031"
"1949","9740","9740","9740","5.525694847106934","5.525694847106934","5.525694847106934"
"1951","9750","9750","9750","5.4595112800598145","5.4595112800598145","5.4595112800598145"
"1957","9780","9780","9780","5.275184631347656","5.275184631347656","5.275184631347656"
"1959","9790","9790","9790","5.776678085327148","5.776678085327148","5.776678085327148"
"1971","9850","9850","9850","5.699585437774658","5.699585437774658","5.699585437774658"
"1995","9970","9970","9970","4.879609107971191","4.879609107971191","4.879609107971191"
"1996","9975","9975","9975","5.226504802703857","5.226504802703857","5.226504802703857"
"2025","10120","10120","10120","5.184799671173096","5.184799671173096","5.184799671173096"
"2044","10215","10215","10215","5.516574382781982","5.516574382781982","5.516574382781982"
"2053","10260","10260","10260","5.565786838531494","5.565786838531494","5.565786838531494"
"2054","10265","10265","10265","5.648177623748779","5.648177623748779","5.648177623748779"
"2057","10280","10280","10280","5.426260948181152","5.426260948181152","5.426260948181152"
"2064","10315","10315","10315","5.514863967895508","5.514863967895508","5.514863967895508"
"2065","10320","10320","10320","5.195437431335449","5.195437431335449","5.195437431335449"
"2074","10365","10365","10365","4.905411243438721","4.905411243438721","4.905411243438721"
"2075","10370","10370","10370","5.092889308929443","5.092889308929443","5.092889308929443"
"2076","10375","10375","10375","4.5700297355651855","4.5700297355651855","4.5700297355651855"
"2083","10410","10410","10410","5.250642776489258","5.250642776489258","5.250642776489258"
"2086","10425","10425","10425","5.527216911315918","5.527216911315918","5.527216911315918"
"2091","10450","10450","10450","4.648519515991211","4.648519515991211","4.648519515991211"
"2094","10465","10465","10465","5.1681084632873535","5.1681084632873535","5.1681084632873535"
"2100","10495","10495","10495","5.211819648742676","5.211819648742676","5.211819648742676"
"2111","10550","10550","10550","5.216533184051514","5.216533184051514","5.216533184051514"
"2112","10555","10555","10555","5.230299949645996","5.230299949645996","5.230299949645996"
"2120","10595","10595","10595","4.868775367736816","4.868775367736816","4.868775367736816"
"2148","10735","10735","10735","5.162052154541016","5.162052154541016","5.162052154541016"
"2162","10805","10805","10805","6.061162948608398","6.061162948608398","6.061162948608398"
"2172","10855","10855","10855","4.792648792266846","4.792648792266846","4.792648792266846"
"2213","11060","11060","11060","4.821915626525879","4.821915626525879","4.821915626525879"
"2215","11070","11070","11070","5.080685615539551","5.080685615539551","5.080685615539551"
"2236","11175","11175","11175","4.7620978355407715","4.7620978355407715","4.7620978355407715"
"2240","11195","11195","11195","5.437832832336426","5.437832832336426","5.437832832336426"
"2243","11210","11210","11210","5.269954204559326","5.269954204559326","5.269954204559326"
"2268","11335","11335","11335","5.030836582183838","5.030836582183838","5.030836582183838"
"2276","11375","11375","11375","5.441684722900391","5.441684722900391","5.441684722900391"
"2284","11415","11415","11415","4.802922248840332","4.802922248840332","4.802922248840332"
"2286","11425","11425","11425","5.046369552612305","5.046369552612305","5.046369552612305"
"2294","11465","11465","11465","5.354301452636719","5.354301452636719","5.354301452636719"
"2295","11470","11470","11470","5.438448429107666","5.438448429107666","5.438448429107666"
"2307","11530","11530","11530","5.500828742980957","5.500828742980957","5.500828742980957"
"2329","11640","11640","11640","5.465363025665283","5.465363025665283","5.465363025665283"
"2341","11700","11700","11700","5.525635242462158","5.525635242462158","5.525635242462158"
"2346","11725","11725","11725","4.960793972015381","4.960793972015381","4.960793972015381"
"2349","11740","11740","11740","4.964644908905029","4.964644908905029","4.964644908905029"
"2354","11765","11765","11765","5.203017711639404","5.203017711639404","5.203017711639404"
"2358","11785","11785","11785","4.745306015014648","4.745306015014648","4.745306015014648"
"2372","11855","11855","11855","4.931969165802002","4.931969165802002","4.931969165802002"
"2373","11860","11860","11860","4.548980236053467","4.548980236053467","4.548980236053467"
"2385","11920","11920","11920","5.455636978149414","5.455636978149414","5.455636978149414"
"2397","11980","11980","11980","5.173950672149658","5.173950672149658","5.173950672149658"
"2402","12005","12005","12005","4.776864051818848","4.776864051818848","4.776864051818848"
"2407","12030","12030","12030","5.275208473205566","5.275208473205566","5.275208473205566"
"2409","12040","12040","12040","5.1461029052734375","5.1461029052734375","5.1461029052734375"
"2419","12090","12090","12090","5.7621307373046875","5.7621307373046875","5.7621307373046875"
"2460","12295","12295","12295","5.264148712158203","5.264148712158203","5.264148712158203"
"2468","12335","12335","12335","4.864105701446533","4.864105701446533","4.864105701446533"
"2481","12400","12400","12400","5.428969383239746","5.428969383239746","5.428969383239746"
"2493","12460","12460","12460","4.749819278717041","4.749819278717041","4.749819278717041"
"2507","12530","12530","12530","5.132658958435059","5.132658958435059","5.132658958435059"
"2511","12550","12550","12550","4.818333148956299","4.818333148956299","4.818333148956299"
"2528","12635","12635","12635","5.31776762008667","5.31776762008667","5.31776762008667"
"2566","12825","12825","12825","4.610905647277832","4.610905647277832","4.610905647277832"
"2567","12830","12830","12830","5.280892372131348","5.280892372131348","5.280892372131348"
"2582","12905","12905","12905","5.003324508666992","5.003324508666992","5.003324508666992"
"2597","12980","12980","12980","5.185495376586914","5.185495376586914","5.185495376586914"
"2607","13030","13030","13030","5.906802177429199","5.906802177429199","5.906802177429199"
"2632","13155","13155","13155","5.294870853424072","5.294870853424072","5.294870853424072"
"2637","13180","13180","13180","5.210443496704102","5.210443496704102","5.210443496704102"
"2647","13230","13230","13230","4.759029865264893","4.759029865264893","4.759029865264893"
"2656","13275","13275","13275","4.766307353973389","4.766307353973389","4.766307353973389"
"2686","13425","13425","13425","5.309231281280518","5.309231281280518","5.309231281280518"
"2696","13475","13475","13475","5.091535568237305","5.091535568237305","5.091535568237305"
"2702","13505","13505","13505","5.315835952758789","5.315835952758789","5.315835952758789"
"2732","13655","13655","13655","5.209549427032471","5.209549427032471","5.209549427032471"
"2748","13735","13735","13735","4.586662769317627","4.586662769317627","4.586662769317627"
"2797","13980","13980","13980","5.178429126739502","5.178429126739502","5.178429126739502"
"2805","14020","14020","14020","4.317005634307861","4.317005634307861","4.317005634307861"
"2817","14080","14080","14080","4.791316986083984","4.791316986083984","4.791316986083984"
"2818","14085","14085","14085","4.522885322570801","4.522885322570801","4.522885322570801"
"2820","14095","14095","14095","5.141947269439697","5.141947269439697","5.141947269439697"
"2854","14265","14265","14265","4.942995071411133","4.942995071411133","4.942995071411133"
"2867","14330","14330","14330","4.970966815948486","4.970966815948486","4.970966815948486"
"2872","14355","14355","14355","5.246946334838867","5.246946334838867","5.246946334838867"
"2877","14380","14380","14380","4.781637668609619","4.781637668609619","4.781637668609619"
"2909","14540","14540","14540","4.868093013763428","4.868093013763428","4.868093013763428"
"2912","14555","14555","14555","4.551974773406982","4.551974773406982","4.551974773406982"
"2915","14570","14570","14570","4.282069206237793","4.282069206237793","4.282069206237793"
"2930","14645","14645","14645","4.648385524749756","4.648385524749756","4.648385524749756"
"2938","14685","14685","14685","5.0642409324646","5.0642409324646","5.0642409324646"
"2945","14720","14720","14720","5.245794296264648","5.245794296264648","5.245794296264648"
"2962","14805","14805","14805","4.5270915031433105","4.5270915031433105","4.5270915031433105"
"2966","14825","14825","14825","4.209547519683838","4.209547519683838","4.209547519683838"
"2974","14865","14865","14865","4.546561241149902","4.546561241149902","4.546561241149902"
"2984","14915","14915","14915","5.167366981506348","5.167366981506348","5.167366981506348"
"3003","15010","15010","15010","5.146823883056641","5.146823883056641","5.146823883056641"
"3005","15020","15020","15020","4.697017669677734","4.697017669677734","4.697017669677734"
"3017","15080","15080","15080","4.639583587646484","4.639583587646484","4.639583587646484"
"3025","15120","15120","15120","4.90302038192749","4.90302038192749","4.90302038192749"
"3043","15210","15210","15210","4.2811598777771","4.2811598777771","4.2811598777771"
"3053","15260","15260","15260","4.456229209899902","4.456229209899902","4.456229209899902"
"3057","15280","15280","15280","4.690247058868408","4.690247058868408","4.690247058868408"
"3078","15385","15385","15385","4.573951244354248","4.573951244354248","4.573951244354248"
"3084","15415","15415","15415","4.894956588745117","4.894956588745117","4.894956588745117"
"3089","15440","15440","15440","4.587782859802246","4.587782859802246","4.587782859802246"
"3113","15560","15560","15560","5.254856586456299","5.254856586456299","5.254856586456299"
"3114","15565","15565","15565","4.748419761657715","4.748419761657715","4.748419761657715"
"3129","15640","15640","15640","4.547749042510986","4.547749042510986","4.547749042510986"
"3150","15745","15745","15745","4.71223783493042","4.71223783493042","4.71223783493042"
"3177","15880","15880","15880","4.358564376831055","4.358564376831055","4.358564376831055"
"3179","15890","15890","15890","4.711269378662109","4.711269378662109","4.711269378662109"
"3216","16075","16075","16075","4.715857982635498","4.715857982635498","4.715857982635498"
"3221","16100","16100","16100","4.126241207122803","4.126241207122803","4.126241207122803"
"3243","16210","16210","16210","5.201949596405029","5.201949596405029","5.201949596405029"
"3270","16345","16345","16345","4.475032806396484","4.475032806396484","4.475032806396484"
"3291","16450","16450","16450","4.86466646194458","4.86466646194458","4.86466646194458"
"3294","16465","16465","16465","4.871786117553711","4.871786117553711","4.871786117553711"
"3333","16660","16660","16660","4.478165626525879","4.478165626525879","4.478165626525879"
"3344","16715","16715","16715","4.420505046844482","4.420505046844482","4.420505046844482"
"3349","16740","16740","16740","4.0438551902771","4.0438551902771","4.0438551902771"
"3372","16855","16855","16855","4.380425930023193","4.380425930023193","4.380425930023193"
"3383","16910","16910","16910","4.6946492195129395","4.6946492195129395","4.6946492195129395"
"3386","16925","16925","16925","4.3897013664245605","4.3897013664245605","4.3897013664245605"
"3395","16970","16970","16970","4.515049934387207","4.515049934387207","4.515049934387207"
"3397","16980","16980","16980","4.333711624145508","4.333711624145508","4.333711624145508"
"3401","17000","17000","17000","4.796213150024414","4.796213150024414","4.796213150024414"
"3402","17005","17005","17005","4.847630023956299","4.847630023956299","4.847630023956299"
"3441","17200","17200","17200","4.647445201873779","4.647445201873779","4.647445201873779"
"3449","17240","17240","17240","4.74070405960083","4.74070405960083","4.74070405960083"
"3464","17315","17315","17315","5.045852184295654","5.045852184295654","5.045852184295654"
"3470","17345","17345","17345","4.159555912017822","4.159555912017822","4.159555912017822"
"3478","17385","17385","17385","4.405583381652832","4.405583381652832","4.405583381652832"
"3483","17410","17410","17410","3.9657044410705566","3.9657044410705566","3.9657044410705566"
"3485","17420","17420","17420","4.658957004547119","4.658957004547119","4.658957004547119"
"3492","17455","17455","17455","4.664340496063232","4.664340496063232","4.664340496063232"
"3494","17465","17465","17465","4.568936824798584","4.568936824798584","4.568936824798584"
"3501","17500","17500","17500","4.903315544128418","4.903315544128418","4.903315544128418"
"3503","17510","17510","17510","4.112386226654053","4.112386226654053","4.112386226654053"
"3515","17570","17570","17570","5.017082214355469","5.017082214355469","5.017082214355469"
"3526","17625","17625","17625","4.637451171875","4.637451171875","4.637451171875"
"3528","17635","17635","17635","4.880949020385742","4.880949020385742","4.880949020385742"
"3547","17730","17730","17730","4.771104335784912","4.771104335784912","4.771104335784912"
"3612","18055","18055","18055","4.556251525878906","4.556251525878906","4.556251525878906"
"3618","18085","18085","18085","5.103866100311279","5.103866100311279","5.103866100311279"
"3619","18090","18090","18090","4.930549621582031","4.930549621582031","4.930549621582031"
"3624","18115","18115","18115","4.44826078414917","4.44826078414917","4.44826078414917"
"3629","18140","18140","18140","5.345975875854492","5.345975875854492","5.345975875854492"
"3638","18185","18185","18185","4.604122161865234","4.604122161865234","4.604122161865234"
"3649","18240","18240","18240","3.9567699432373047","3.9567699432373047","3.9567699432373047"
"3658","18285","18285","18285","4.711232662200928","4.711232662200928","4.711232662200928"
"3659","18290","18290","18290","5.130101203918457","5.130101203918457","5.130101203918457"
"3663","18310","18310","18310","4.870555877685547","4.870555877685547","4.870555877685547"
"3666","18325","18325","18325","3.934101104736328","3.934101104736328","3.934101104736328"
"3689","18440","18440","18440","4.626893043518066","4.626893043518066","4.626893043518066"
"3696","18475","18475","18475","4.394448280334473","4.394448280334473","4.394448280334473"
"3715","18570","18570","18570","4.670375823974609","4.670375823974609","4.670375823974609"
"3729","18640","18640","18640","4.744847297668457","4.744847297668457","4.744847297668457"
"3744","18715","18715","18715","4.608805179595947","4.608805179595947","4.608805179595947"
"3745","18720","18720","18720","4.651272296905518","4.651272296905518","4.651272296905518"
"3762","18805","18805","18805","4.149779319763184","4.149779319763184","4.149779319763184"
"3775","18870","18870","18870","4.4453535079956055","4.4453535079956055","4.4453535079956055"
"3776","18875","18875","18875","4.097784996032715","4.097784996032715","4.097784996032715"
"3795","18970","18970","18970","4.507590293884277","4.507590293884277","4.507590293884277"
"3806","19025","19025","19025","4.950976848602295","4.950976848602295","4.950976848602295"
"3824","19115","19115","19115","4.527283668518066","4.527283668518066","4.527283668518066"
"3833","19160","19160","19160","4.0068745613098145","4.0068745613098145","4.0068745613098145"
"3853","19260","19260","19260","4.384068489074707","4.384068489074707","4.384068489074707"
"3872","19355","19355","19355","4.637432098388672","4.637432098388672","4.637432098388672"
"3903","19510","19510","19510","4.751398086547852","4.751398086547852","4.751398086547852"
"3922","19605","19605","19605","4.659304618835449","4.659304618835449","4.659304618835449"
"3928","19635","19635","19635","3.979997396469116","3.979997396469116","3.979997396469116"
"3937","19680","19680","19680","4.201189994812012","4.201189994812012","4.201189994812012"
"3938","19685","19685","19685","4.108325004577637","4.108325004577637","4.108325004577637"
"3965","19820","19820","19820","4.686734199523926","4.686734199523926","4.686734199523926"
"3979","19890","19890","19890","4.546360969543457","4.546360969543457","4.546360969543457"
"3980","19895","19895","19895","4.0297441482543945","4.0297441482543945","4.0297441482543945"
"3982","19905","19905","19905","4.833426475524902","4.833426475524902","4.833426475524902"
"3983","19910","19910","19910","4.141766548156738","4.141766548156738","4.141766548156738"
"3990","19945","19945","19945","4.081618309020996","4.081618309020996","4.081618309020996"
"4008","20035","20035","20035","3.940854549407959","3.940854549407959","3.940854549407959"
"4016","20075","20075","20075","3.698319673538208","3.698319673538208","3.698319673538208"
