"step","run-rank0-clicks - _step","run-rank0-clicks - _step__MIN","run-rank0-clicks - _step__MAX","run-rank0-clicks - MLM loss","run-rank0-clicks - MLM loss__MIN","run-rank0-clicks - MLM loss__MAX"
"53089","265444","265444","265444","1.7272018194198608","1.7272018194198608","1.7272018194198608"
"53123","265614","265614","265614","1.6539512872695923","1.6539512872695923","1.6539512872695923"
"53127","265634","265634","265634","2.222107410430908","2.222107410430908","2.222107410430908"
"53133","265664","265664","265664","1.390629768371582","1.390629768371582","1.390629768371582"
"53145","265724","265724","265724","2.3582661151885986","2.3582661151885986","2.3582661151885986"
"53157","265784","265784","265784","2.2681593894958496","2.2681593894958496","2.2681593894958496"
"53179","265894","265894","265894","2.161026954650879","2.161026954650879","2.161026954650879"
"53200","265999","265999","265999","1.6608250141143799","1.6608250141143799","1.6608250141143799"
"53217","266084","266084","266084","2.210888147354126","2.210888147354126","2.210888147354126"
"53227","266134","266134","266134","1.8241078853607178","1.8241078853607178","1.8241078853607178"
"53263","266314","266314","266314","1.6749539375305176","1.6749539375305176","1.6749539375305176"
"53268","266339","266339","266339","1.359730839729309","1.359730839729309","1.359730839729309"
"53270","266349","266349","266349","1.8080317974090576","1.8080317974090576","1.8080317974090576"
"53281","266404","266404","266404","1.670730710029602","1.670730710029602","1.670730710029602"
"53286","266429","266429","266429","1.848841905593872","1.848841905593872","1.848841905593872"
"53333","266664","266664","266664","2.317004680633545","2.317004680633545","2.317004680633545"
"53335","266674","266674","266674","1.5963375568389893","1.5963375568389893","1.5963375568389893"
"53343","266714","266714","266714","1.6977224349975586","1.6977224349975586","1.6977224349975586"
"53345","266724","266724","266724","2.170701503753662","2.170701503753662","2.170701503753662"
"53348","266739","266739","266739","1.9853228330612183","1.9853228330612183","1.9853228330612183"
"53376","266879","266879","266879","2.4842803478240967","2.4842803478240967","2.4842803478240967"
"53383","266914","266914","266914","1.6956125497817993","1.6956125497817993","1.6956125497817993"
"53387","266934","266934","266934","2.0965209007263184","2.0965209007263184","2.0965209007263184"
"53394","266969","266969","266969","1.480458378791809","1.480458378791809","1.480458378791809"
"53415","267074","267074","267074","1.748923659324646","1.748923659324646","1.748923659324646"
"53430","267149","267149","267149","1.6582355499267578","1.6582355499267578","1.6582355499267578"
"53432","267159","267159","267159","1.5911238193511963","1.5911238193511963","1.5911238193511963"
"53441","267204","267204","267204","1.8388381004333496","1.8388381004333496","1.8388381004333496"
"53449","267244","267244","267244","1.9337966442108154","1.9337966442108154","1.9337966442108154"
"53450","267249","267249","267249","1.922577142715454","1.922577142715454","1.922577142715454"
"53452","267259","267259","267259","1.73805832862854","1.73805832862854","1.73805832862854"
"53459","267294","267294","267294","1.4088609218597412","1.4088609218597412","1.4088609218597412"
"53468","267339","267339","267339","1.9220517873764038","1.9220517873764038","1.9220517873764038"
"53470","267349","267349","267349","2.5581142902374268","2.5581142902374268","2.5581142902374268"
"53473","267364","267364","267364","1.2814432382583618","1.2814432382583618","1.2814432382583618"
"53498","267489","267489","267489","1.7645275592803955","1.7645275592803955","1.7645275592803955"
"53520","267599","267599","267599","1.9334299564361572","1.9334299564361572","1.9334299564361572"
"53527","267634","267634","267634","1.1297073364257812","1.1297073364257812","1.1297073364257812"
"53532","267659","267659","267659","2.044032096862793","2.044032096862793","2.044032096862793"
"53536","267679","267679","267679","1.790161371231079","1.790161371231079","1.790161371231079"
"53551","267754","267754","267754","1.5350042581558228","1.5350042581558228","1.5350042581558228"
"53555","267774","267774","267774","1.7334247827529907","1.7334247827529907","1.7334247827529907"
"53558","267789","267789","267789","1.6348801851272583","1.6348801851272583","1.6348801851272583"
"53564","267819","267819","267819","2.084264039993286","2.084264039993286","2.084264039993286"
"53582","267909","267909","267909","1.6405571699142456","1.6405571699142456","1.6405571699142456"
"53595","267974","267974","267974","1.524800181388855","1.524800181388855","1.524800181388855"
"53598","267989","267989","267989","2.033097743988037","2.033097743988037","2.033097743988037"
"53602","268009","268009","268009","2.6706223487854004","2.6706223487854004","2.6706223487854004"
"53614","268069","268069","268069","1.9288208484649658","1.9288208484649658","1.9288208484649658"
"53662","268309","268309","268309","2.4536325931549072","2.4536325931549072","2.4536325931549072"
"53681","268404","268404","268404","1.8504810333251953","1.8504810333251953","1.8504810333251953"
"53696","268479","268479","268479","1.7572722434997559","1.7572722434997559","1.7572722434997559"
"53703","268514","268514","268514","2.3002867698669434","2.3002867698669434","2.3002867698669434"
"53746","268729","268729","268729","1.6375783681869507","1.6375783681869507","1.6375783681869507"
"53791","268954","268954","268954","1.4059182405471802","1.4059182405471802","1.4059182405471802"
"53802","269009","269009","269009","2.0623583793640137","2.0623583793640137","2.0623583793640137"
"53830","269149","269149","269149","2.3050179481506348","2.3050179481506348","2.3050179481506348"
"53837","269184","269184","269184","1.4377728700637817","1.4377728700637817","1.4377728700637817"
"53840","269199","269199","269199","1.853667140007019","1.853667140007019","1.853667140007019"
"53845","269224","269224","269224","1.7697337865829468","1.7697337865829468","1.7697337865829468"
"53867","269334","269334","269334","1.3039149045944214","1.3039149045944214","1.3039149045944214"
"53868","269339","269339","269339","2.060260057449341","2.060260057449341","2.060260057449341"
"53874","269369","269369","269369","2.006239175796509","2.006239175796509","2.006239175796509"
"53887","269434","269434","269434","2.1449809074401855","2.1449809074401855","2.1449809074401855"
"53894","269469","269469","269469","2.1582469940185547","2.1582469940185547","2.1582469940185547"
"53906","269529","269529","269529","1.8931279182434082","1.8931279182434082","1.8931279182434082"
"53914","269569","269569","269569","1.2015527486801147","1.2015527486801147","1.2015527486801147"
"53920","269599","269599","269599","1.9611848592758179","1.9611848592758179","1.9611848592758179"
"53924","269619","269619","269619","2.3461496829986572","2.3461496829986572","2.3461496829986572"
"53928","269639","269639","269639","2.0071048736572266","2.0071048736572266","2.0071048736572266"
"53947","269734","269734","269734","2.2627604007720947","2.2627604007720947","2.2627604007720947"
"53963","269814","269814","269814","2.017393112182617","2.017393112182617","2.017393112182617"
"53996","269979","269979","269979","1.6694386005401611","1.6694386005401611","1.6694386005401611"
"54002","270009","270009","270009","2.3008975982666016","2.3008975982666016","2.3008975982666016"
"54014","270069","270069","270069","1.9740006923675537","1.9740006923675537","1.9740006923675537"
"54021","270104","270104","270104","1.43608558177948","1.43608558177948","1.43608558177948"
"54097","270484","270484","270484","2.228283166885376","2.228283166885376","2.228283166885376"
"54118","270589","270589","270589","2.376755952835083","2.376755952835083","2.376755952835083"
"54126","270629","270629","270629","2.0738272666931152","2.0738272666931152","2.0738272666931152"
"54133","270664","270664","270664","1.6380879878997803","1.6380879878997803","1.6380879878997803"
"54172","270859","270859","270859","2.075032949447632","2.075032949447632","2.075032949447632"
"54225","271124","271124","271124","2.119666337966919","2.119666337966919","2.119666337966919"
"54281","271404","271404","271404","1.8109104633331299","1.8109104633331299","1.8109104633331299"
"54283","271414","271414","271414","1.4598257541656494","1.4598257541656494","1.4598257541656494"
"54284","271419","271419","271419","2.7065749168395996","2.7065749168395996","2.7065749168395996"
"54328","271639","271639","271639","2.3251893520355225","2.3251893520355225","2.3251893520355225"
"54344","271719","271719","271719","2.128547430038452","2.128547430038452","2.128547430038452"
"54355","271774","271774","271774","1.9859349727630615","1.9859349727630615","1.9859349727630615"
"54372","271859","271859","271859","1.4195064306259155","1.4195064306259155","1.4195064306259155"
"54373","271864","271864","271864","1.823498010635376","1.823498010635376","1.823498010635376"
"54448","272239","272239","272239","1.676844835281372","1.676844835281372","1.676844835281372"
"54453","272264","272264","272264","1.274763584136963","1.274763584136963","1.274763584136963"
"54472","272359","272359","272359","1.383248209953308","1.383248209953308","1.383248209953308"
"54473","272364","272364","272364","1.899220585823059","1.899220585823059","1.899220585823059"
"54474","272369","272369","272369","1.931571364402771","1.931571364402771","1.931571364402771"
"54486","272429","272429","272429","2.1135904788970947","2.1135904788970947","2.1135904788970947"
"54487","272434","272434","272434","1.696364164352417","1.696364164352417","1.696364164352417"
"54508","272539","272539","272539","1.5598386526107788","1.5598386526107788","1.5598386526107788"
"54513","272564","272564","272564","1.5806506872177124","1.5806506872177124","1.5806506872177124"
"54549","272744","272744","272744","1.585627794265747","1.585627794265747","1.585627794265747"
"54554","272769","272769","272769","2.1524295806884766","2.1524295806884766","2.1524295806884766"
"54573","272864","272864","272864","1.5470385551452637","1.5470385551452637","1.5470385551452637"
"54589","272944","272944","272944","1.8690873384475708","1.8690873384475708","1.8690873384475708"
"54607","273034","273034","273034","1.7598071098327637","1.7598071098327637","1.7598071098327637"
"54622","273109","273109","273109","1.871294617652893","1.871294617652893","1.871294617652893"
"54644","273219","273219","273219","1.831910252571106","1.831910252571106","1.831910252571106"
"54647","273234","273234","273234","2.1586809158325195","2.1586809158325195","2.1586809158325195"
"54648","273239","273239","273239","1.8894261121749878","1.8894261121749878","1.8894261121749878"
"54658","273289","273289","273289","2.075817346572876","2.075817346572876","2.075817346572876"
"54663","273314","273314","273314","1.6491281986236572","1.6491281986236572","1.6491281986236572"
"54668","273339","273339","273339","1.8930896520614624","1.8930896520614624","1.8930896520614624"
"54691","273454","273454","273454","1.7378301620483398","1.7378301620483398","1.7378301620483398"
"54698","273489","273489","273489","1.4611014127731323","1.4611014127731323","1.4611014127731323"
"54699","273494","273494","273494","1.8800432682037354","1.8800432682037354","1.8800432682037354"
"54709","273544","273544","273544","1.9171981811523438","1.9171981811523438","1.9171981811523438"
"54712","273559","273559","273559","2.0054166316986084","2.0054166316986084","2.0054166316986084"
"54714","273569","273569","273569","1.814690351486206","1.814690351486206","1.814690351486206"
"54726","273629","273629","273629","1.7718554735183716","1.7718554735183716","1.7718554735183716"
"54728","273639","273639","273639","2.023190975189209","2.023190975189209","2.023190975189209"
"54740","273699","273699","273699","2.018512725830078","2.018512725830078","2.018512725830078"
"54748","273739","273739","273739","2.1407060623168945","2.1407060623168945","2.1407060623168945"
"54754","273769","273769","273769","2.212362289428711","2.212362289428711","2.212362289428711"
"54761","273804","273804","273804","2.0417730808258057","2.0417730808258057","2.0417730808258057"
"54769","273844","273844","273844","1.7830851078033447","1.7830851078033447","1.7830851078033447"
"54772","273859","273859","273859","1.259315013885498","1.259315013885498","1.259315013885498"
"54778","273889","273889","273889","2.103250026702881","2.103250026702881","2.103250026702881"
"54797","273984","273984","273984","2.0603926181793213","2.0603926181793213","2.0603926181793213"
"54802","274009","274009","274009","1.9539215564727783","1.9539215564727783","1.9539215564727783"
"54822","274109","274109","274109","2.182705879211426","2.182705879211426","2.182705879211426"
"54829","274144","274144","274144","1.5667166709899902","1.5667166709899902","1.5667166709899902"
"54841","274204","274204","274204","1.8634871244430542","1.8634871244430542","1.8634871244430542"
"54879","274394","274394","274394","1.7345798015594482","1.7345798015594482","1.7345798015594482"
"54922","274609","274609","274609","2.1431782245635986","2.1431782245635986","2.1431782245635986"
"54942","274709","274709","274709","1.6488343477249146","1.6488343477249146","1.6488343477249146"
"54943","274714","274714","274714","1.6057759523391724","1.6057759523391724","1.6057759523391724"
"54967","274834","274834","274834","1.503686547279358","1.503686547279358","1.503686547279358"
"54980","274899","274899","274899","1.2780895233154297","1.2780895233154297","1.2780895233154297"
"54987","274934","274934","274934","2.000650405883789","2.000650405883789","2.000650405883789"
"55039","275194","275194","275194","2.0976288318634033","2.0976288318634033","2.0976288318634033"
"55059","275294","275294","275294","2.0442116260528564","2.0442116260528564","2.0442116260528564"
"55064","275319","275319","275319","1.853296160697937","1.853296160697937","1.853296160697937"
"55077","275384","275384","275384","1.754454493522644","1.754454493522644","1.754454493522644"
"55080","275399","275399","275399","2.1194214820861816","2.1194214820861816","2.1194214820861816"
"55108","275539","275539","275539","1.514699935913086","1.514699935913086","1.514699935913086"
"55126","275629","275629","275629","2.2097907066345215","2.2097907066345215","2.2097907066345215"
"55130","275649","275649","275649","1.4807679653167725","1.4807679653167725","1.4807679653167725"
"55133","275664","275664","275664","1.7874397039413452","1.7874397039413452","1.7874397039413452"
"55150","275749","275749","275749","1.7451480627059937","1.7451480627059937","1.7451480627059937"
"55167","275834","275834","275834","2.435365915298462","2.435365915298462","2.435365915298462"
"55176","275879","275879","275879","1.5860329866409302","1.5860329866409302","1.5860329866409302"
"55182","275909","275909","275909","1.9454073905944824","1.9454073905944824","1.9454073905944824"
"55186","275929","275929","275929","2.2031748294830322","2.2031748294830322","2.2031748294830322"
"55199","275994","275994","275994","1.8471708297729492","1.8471708297729492","1.8471708297729492"
"55207","276034","276034","276034","2.3567373752593994","2.3567373752593994","2.3567373752593994"
"55209","276044","276044","276044","2.324981212615967","2.324981212615967","2.324981212615967"
"55212","276059","276059","276059","2.134962558746338","2.134962558746338","2.134962558746338"
"55215","276074","276074","276074","2.0570504665374756","2.0570504665374756","2.0570504665374756"
"55261","276304","276304","276304","1.8617615699768066","1.8617615699768066","1.8617615699768066"
"55270","276349","276349","276349","1.8334838151931763","1.8334838151931763","1.8334838151931763"
"55275","276374","276374","276374","1.5471980571746826","1.5471980571746826","1.5471980571746826"
"55276","276379","276379","276379","2.439487934112549","2.439487934112549","2.439487934112549"
"55286","276429","276429","276429","1.9042614698410034","1.9042614698410034","1.9042614698410034"
"55299","276494","276494","276494","2.213261127471924","2.213261127471924","2.213261127471924"
"55300","276499","276499","276499","2.253654956817627","2.253654956817627","2.253654956817627"
"55325","276624","276624","276624","2.075835943222046","2.075835943222046","2.075835943222046"
"55355","276774","276774","276774","1.7315140962600708","1.7315140962600708","1.7315140962600708"
"55358","276789","276789","276789","1.4816547632217407","1.4816547632217407","1.4816547632217407"
"55369","276844","276844","276844","1.717198371887207","1.717198371887207","1.717198371887207"
"55380","276899","276899","276899","1.765264868736267","1.765264868736267","1.765264868736267"
"55384","276919","276919","276919","1.6063085794448853","1.6063085794448853","1.6063085794448853"
"55387","276934","276934","276934","1.9382216930389404","1.9382216930389404","1.9382216930389404"
"55410","277049","277049","277049","1.8752821683883667","1.8752821683883667","1.8752821683883667"
"55412","277059","277059","277059","2.1554455757141113","2.1554455757141113","2.1554455757141113"
"55430","277149","277149","277149","2.1176164150238037","2.1176164150238037","2.1176164150238037"
"55449","277244","277244","277244","2.1175224781036377","2.1175224781036377","2.1175224781036377"
"55461","277304","277304","277304","1.728522539138794","1.728522539138794","1.728522539138794"
"55466","277329","277329","277329","1.8383554220199585","1.8383554220199585","1.8383554220199585"
"55475","277374","277374","277374","2.28817081451416","2.28817081451416","2.28817081451416"
"55477","277384","277384","277384","1.5901775360107422","1.5901775360107422","1.5901775360107422"
"55491","277454","277454","277454","1.851898193359375","1.851898193359375","1.851898193359375"
"55494","277469","277469","277469","1.7209819555282593","1.7209819555282593","1.7209819555282593"
"55508","277539","277539","277539","2.220863103866577","2.220863103866577","2.220863103866577"
"55522","277609","277609","277609","1.7482455968856812","1.7482455968856812","1.7482455968856812"
"55546","277729","277729","277729","1.6876306533813477","1.6876306533813477","1.6876306533813477"
"55548","277739","277739","277739","1.9792242050170898","1.9792242050170898","1.9792242050170898"
"55560","277799","277799","277799","1.1708471775054932","1.1708471775054932","1.1708471775054932"
"55564","277819","277819","277819","2.3372297286987305","2.3372297286987305","2.3372297286987305"
"55580","277899","277899","277899","2.235513687133789","2.235513687133789","2.235513687133789"
"55581","277904","277904","277904","2.174794912338257","2.174794912338257","2.174794912338257"
"55585","277924","277924","277924","2.05100679397583","2.05100679397583","2.05100679397583"
"55589","277944","277944","277944","1.8225370645523071","1.8225370645523071","1.8225370645523071"
"55597","277984","277984","277984","1.8002506494522095","1.8002506494522095","1.8002506494522095"
"55615","278074","278074","278074","0.9951921701431274","0.9951921701431274","0.9951921701431274"
"55620","278099","278099","278099","2.2026383876800537","2.2026383876800537","2.2026383876800537"
"55622","278109","278109","278109","1.6222026348114014","1.6222026348114014","1.6222026348114014"
"55636","278179","278179","278179","1.3717166185379028","1.3717166185379028","1.3717166185379028"
"55650","278249","278249","278249","1.397896647453308","1.397896647453308","1.397896647453308"
"55653","278264","278264","278264","1.8022315502166748","1.8022315502166748","1.8022315502166748"
"55689","278444","278444","278444","2.2559871673583984","2.2559871673583984","2.2559871673583984"
"55703","278514","278514","278514","1.9893853664398193","1.9893853664398193","1.9893853664398193"
"55712","278559","278559","278559","1.8491007089614868","1.8491007089614868","1.8491007089614868"
"55715","278574","278574","278574","2.03745698928833","2.03745698928833","2.03745698928833"
"55730","278649","278649","278649","1.553390622138977","1.553390622138977","1.553390622138977"
"55736","278679","278679","278679","1.8929251432418823","1.8929251432418823","1.8929251432418823"
"55741","278704","278704","278704","1.4244801998138428","1.4244801998138428","1.4244801998138428"
"55757","278784","278784","278784","1.0485758781433105","1.0485758781433105","1.0485758781433105"
"55760","278799","278799","278799","2.2305731773376465","2.2305731773376465","2.2305731773376465"
"55767","278834","278834","278834","1.6084659099578857","1.6084659099578857","1.6084659099578857"
"55770","278849","278849","278849","1.474099040031433","1.474099040031433","1.474099040031433"
"55771","278854","278854","278854","1.888507604598999","1.888507604598999","1.888507604598999"
"55777","278884","278884","278884","1.0796167850494385","1.0796167850494385","1.0796167850494385"
"55779","278894","278894","278894","1.9811010360717773","1.9811010360717773","1.9811010360717773"
"55801","279004","279004","279004","2.451401472091675","2.451401472091675","2.451401472091675"
"55815","279074","279074","279074","2.0275557041168213","2.0275557041168213","2.0275557041168213"
"55821","279104","279104","279104","2.0778489112854004","2.0778489112854004","2.0778489112854004"
"55823","279114","279114","279114","1.6064726114273071","1.6064726114273071","1.6064726114273071"
"55831","279154","279154","279154","1.6342072486877441","1.6342072486877441","1.6342072486877441"
"55877","279384","279384","279384","1.9001988172531128","1.9001988172531128","1.9001988172531128"
"55879","279394","279394","279394","2.1019744873046875","2.1019744873046875","2.1019744873046875"
"55880","279399","279399","279399","1.7011314630508423","1.7011314630508423","1.7011314630508423"
"55904","279519","279519","279519","1.3682594299316406","1.3682594299316406","1.3682594299316406"
"55914","279569","279569","279569","1.521353840827942","1.521353840827942","1.521353840827942"
"55925","279624","279624","279624","1.803122639656067","1.803122639656067","1.803122639656067"
"55934","279669","279669","279669","1.393561840057373","1.393561840057373","1.393561840057373"
"55939","279694","279694","279694","2.126251220703125","2.126251220703125","2.126251220703125"
"55945","279724","279724","279724","2.443969964981079","2.443969964981079","2.443969964981079"
"55952","279759","279759","279759","2.2209484577178955","2.2209484577178955","2.2209484577178955"
"55990","279949","279949","279949","1.8016833066940308","1.8016833066940308","1.8016833066940308"
"55997","279984","279984","279984","1.7508972883224487","1.7508972883224487","1.7508972883224487"
"56026","280129","280129","280129","2.803391695022583","2.803391695022583","2.803391695022583"
"56029","280144","280144","280144","1.7172930240631104","1.7172930240631104","1.7172930240631104"
"56048","280239","280239","280239","1.7242696285247803","1.7242696285247803","1.7242696285247803"
"56050","280249","280249","280249","2.0272350311279297","2.0272350311279297","2.0272350311279297"
"56051","280254","280254","280254","1.4248521327972412","1.4248521327972412","1.4248521327972412"
"56067","280334","280334","280334","1.6169822216033936","1.6169822216033936","1.6169822216033936"
"56099","280494","280494","280494","1.6683882474899292","1.6683882474899292","1.6683882474899292"
"56147","280734","280734","280734","2.172816276550293","2.172816276550293","2.172816276550293"
"56169","280844","280844","280844","2.0959393978118896","2.0959393978118896","2.0959393978118896"
"56170","280849","280849","280849","1.9499560594558716","1.9499560594558716","1.9499560594558716"
"56180","280899","280899","280899","1.8663052320480347","1.8663052320480347","1.8663052320480347"
"56188","280939","280939","280939","2.3824563026428223","2.3824563026428223","2.3824563026428223"
"56191","280954","280954","280954","1.576931357383728","1.576931357383728","1.576931357383728"
"56197","280984","280984","280984","2.3505520820617676","2.3505520820617676","2.3505520820617676"
"56224","281119","281119","281119","1.7452856302261353","1.7452856302261353","1.7452856302261353"
"56231","281154","281154","281154","1.6871901750564575","1.6871901750564575","1.6871901750564575"
"56235","281174","281174","281174","1.4983341693878174","1.4983341693878174","1.4983341693878174"
"56237","281184","281184","281184","1.6461422443389893","1.6461422443389893","1.6461422443389893"
"56238","281189","281189","281189","2.0285260677337646","2.0285260677337646","2.0285260677337646"
"56268","281339","281339","281339","1.7086294889450073","1.7086294889450073","1.7086294889450073"
"56291","281454","281454","281454","2.114372730255127","2.114372730255127","2.114372730255127"
"56298","281489","281489","281489","1.6908435821533203","1.6908435821533203","1.6908435821533203"
"56303","281514","281514","281514","1.6579868793487549","1.6579868793487549","1.6579868793487549"
"56304","281519","281519","281519","1.6329622268676758","1.6329622268676758","1.6329622268676758"
"56305","281524","281524","281524","1.9048200845718384","1.9048200845718384","1.9048200845718384"
"56307","281534","281534","281534","2.22983455657959","2.22983455657959","2.22983455657959"
"56312","281559","281559","281559","1.6065936088562012","1.6065936088562012","1.6065936088562012"
"56317","281584","281584","281584","2.2628564834594727","2.2628564834594727","2.2628564834594727"
"56318","281589","281589","281589","1.961539387702942","1.961539387702942","1.961539387702942"
"56325","281624","281624","281624","1.84499990940094","1.84499990940094","1.84499990940094"
"56333","281664","281664","281664","2.062955856323242","2.062955856323242","2.062955856323242"
"56341","281704","281704","281704","1.7583982944488525","1.7583982944488525","1.7583982944488525"
"56349","281744","281744","281744","1.8639386892318726","1.8639386892318726","1.8639386892318726"
"56369","281844","281844","281844","1.7532410621643066","1.7532410621643066","1.7532410621643066"
"56373","281864","281864","281864","1.6172178983688354","1.6172178983688354","1.6172178983688354"
"56385","281924","281924","281924","1.7786757946014404","1.7786757946014404","1.7786757946014404"
"56400","281999","281999","281999","1.614478349685669","1.614478349685669","1.614478349685669"
"56419","282094","282094","282094","2.101083993911743","2.101083993911743","2.101083993911743"
"56426","282129","282129","282129","1.6139957904815674","1.6139957904815674","1.6139957904815674"
"56443","282214","282214","282214","1.903441309928894","1.903441309928894","1.903441309928894"
"56477","282384","282384","282384","1.8564119338989258","1.8564119338989258","1.8564119338989258"
"56479","282394","282394","282394","1.474295973777771","1.474295973777771","1.474295973777771"
"56496","282479","282479","282479","1.4972641468048096","1.4972641468048096","1.4972641468048096"
"56501","282504","282504","282504","1.524234414100647","1.524234414100647","1.524234414100647"
"56517","282584","282584","282584","1.3597211837768555","1.3597211837768555","1.3597211837768555"
"56520","282599","282599","282599","2.0008254051208496","2.0008254051208496","2.0008254051208496"
"56521","282604","282604","282604","2.229614496231079","2.229614496231079","2.229614496231079"
"56550","282749","282749","282749","2.0056238174438477","2.0056238174438477","2.0056238174438477"
"56556","282779","282779","282779","2.16387677192688","2.16387677192688","2.16387677192688"
"56557","282784","282784","282784","1.8813279867172241","1.8813279867172241","1.8813279867172241"
"56559","282794","282794","282794","1.6614422798156738","1.6614422798156738","1.6614422798156738"
"56562","282809","282809","282809","1.8606065511703491","1.8606065511703491","1.8606065511703491"
"56564","282819","282819","282819","1.9936435222625732","1.9936435222625732","1.9936435222625732"
"56565","282824","282824","282824","1.9425805807113647","1.9425805807113647","1.9425805807113647"
"56568","282839","282839","282839","2.2327702045440674","2.2327702045440674","2.2327702045440674"
"56570","282849","282849","282849","1.4695175886154175","1.4695175886154175","1.4695175886154175"
"56589","282944","282944","282944","1.9066792726516724","1.9066792726516724","1.9066792726516724"
"56590","282949","282949","282949","2.1542205810546875","2.1542205810546875","2.1542205810546875"
"56603","283014","283014","283014","1.699510931968689","1.699510931968689","1.699510931968689"
"56618","283089","283089","283089","1.8537033796310425","1.8537033796310425","1.8537033796310425"
"56624","283119","283119","283119","1.6859157085418701","1.6859157085418701","1.6859157085418701"
"56628","283139","283139","283139","1.1978871822357178","1.1978871822357178","1.1978871822357178"
"56629","283144","283144","283144","2.0776591300964355","2.0776591300964355","2.0776591300964355"
"56631","283154","283154","283154","1.538273572921753","1.538273572921753","1.538273572921753"
"56639","283194","283194","283194","1.800213098526001","1.800213098526001","1.800213098526001"
"56641","283204","283204","283204","1.6979597806930542","1.6979597806930542","1.6979597806930542"
"56658","283289","283289","283289","1.834306001663208","1.834306001663208","1.834306001663208"
"56659","283294","283294","283294","2.200523853302002","2.200523853302002","2.200523853302002"
"56665","283324","283324","283324","1.7584365606307983","1.7584365606307983","1.7584365606307983"
"56687","283434","283434","283434","1.5524863004684448","1.5524863004684448","1.5524863004684448"
"56697","283484","283484","283484","1.8783044815063477","1.8783044815063477","1.8783044815063477"
"56698","283489","283489","283489","1.5236225128173828","1.5236225128173828","1.5236225128173828"
"56706","283529","283529","283529","1.9088841676712036","1.9088841676712036","1.9088841676712036"
"56709","283544","283544","283544","2.2970542907714844","2.2970542907714844","2.2970542907714844"
"56721","283604","283604","283604","1.4557313919067383","1.4557313919067383","1.4557313919067383"
"56729","283644","283644","283644","1.8770768642425537","1.8770768642425537","1.8770768642425537"
"56732","283659","283659","283659","2.1654999256134033","2.1654999256134033","2.1654999256134033"
"56737","283684","283684","283684","2.1362931728363037","2.1362931728363037","2.1362931728363037"
"56747","283734","283734","283734","1.8072389364242554","1.8072389364242554","1.8072389364242554"
"56755","283774","283774","283774","0.9775140285491943","0.9775140285491943","0.9775140285491943"
"56764","283819","283819","283819","1.9525538682937622","1.9525538682937622","1.9525538682937622"
"56770","283849","283849","283849","2.3014795780181885","2.3014795780181885","2.3014795780181885"
"56774","283869","283869","283869","1.6904569864273071","1.6904569864273071","1.6904569864273071"
"56784","283919","283919","283919","1.729695200920105","1.729695200920105","1.729695200920105"
"56829","284144","284144","284144","1.493920922279358","1.493920922279358","1.493920922279358"
"56833","284164","284164","284164","1.737779140472412","1.737779140472412","1.737779140472412"
"56850","284249","284249","284249","1.605595588684082","1.605595588684082","1.605595588684082"
"56851","284254","284254","284254","1.850543737411499","1.850543737411499","1.850543737411499"
"56855","284274","284274","284274","1.8110045194625854","1.8110045194625854","1.8110045194625854"
"56864","284319","284319","284319","2.041224956512451","2.041224956512451","2.041224956512451"
"56865","284324","284324","284324","1.2551820278167725","1.2551820278167725","1.2551820278167725"
"56896","284479","284479","284479","1.4088741540908813","1.4088741540908813","1.4088741540908813"
"56898","284489","284489","284489","1.7529346942901611","1.7529346942901611","1.7529346942901611"
"56926","284629","284629","284629","2.221311330795288","2.221311330795288","2.221311330795288"
"56942","284709","284709","284709","1.8821338415145874","1.8821338415145874","1.8821338415145874"
"56954","284769","284769","284769","1.6705745458602905","1.6705745458602905","1.6705745458602905"
"56971","284854","284854","284854","1.6045119762420654","1.6045119762420654","1.6045119762420654"
"56983","284914","284914","284914","1.935212254524231","1.935212254524231","1.935212254524231"
"56999","284994","284994","284994","1.5142425298690796","1.5142425298690796","1.5142425298690796"
"57005","285024","285024","285024","2.2588560581207275","2.2588560581207275","2.2588560581207275"
"57013","285064","285064","285064","1.5357701778411865","1.5357701778411865","1.5357701778411865"
"57015","285074","285074","285074","2.0735909938812256","2.0735909938812256","2.0735909938812256"
"57018","285089","285089","285089","2.0896830558776855","2.0896830558776855","2.0896830558776855"
"57030","285149","285149","285149","1.8672988414764404","1.8672988414764404","1.8672988414764404"
"57039","285194","285194","285194","1.8877134323120117","1.8877134323120117","1.8877134323120117"
"57042","285209","285209","285209","2.216303586959839","2.216303586959839","2.216303586959839"
"57044","285219","285219","285219","1.8684619665145874","1.8684619665145874","1.8684619665145874"
"57049","285244","285244","285244","1.8845908641815186","1.8845908641815186","1.8845908641815186"
"57077","285384","285384","285384","1.5514861345291138","1.5514861345291138","1.5514861345291138"
"57082","285409","285409","285409","1.816809058189392","1.816809058189392","1.816809058189392"
"57083","285414","285414","285414","2.16261625289917","2.16261625289917","2.16261625289917"
"57086","285429","285429","285429","1.7022820711135864","1.7022820711135864","1.7022820711135864"
"57118","285589","285589","285589","1.6553360223770142","1.6553360223770142","1.6553360223770142"
"57123","285614","285614","285614","2.006251335144043","2.006251335144043","2.006251335144043"
"57142","285709","285709","285709","1.8115333318710327","1.8115333318710327","1.8115333318710327"
"57157","285784","285784","285784","1.8130836486816406","1.8130836486816406","1.8130836486816406"
"57164","285819","285819","285819","1.64529550075531","1.64529550075531","1.64529550075531"
