"step","run-rank0-clicks - _step","run-rank0-clicks - _step__MIN","run-rank0-clicks - _step__MAX","run-rank0-clicks - MLM loss","run-rank0-clicks - MLM loss__MIN","run-rank0-clicks - MLM loss__MAX"
"18024","90119","90119","90119","2.353259563446045","2.353259563446045","2.353259563446045"
"18026","90129","90129","90129","1.7891696691513062","1.7891696691513062","1.7891696691513062"
"18027","90134","90134","90134","2.4183406829833984","2.4183406829833984","2.4183406829833984"
"18048","90239","90239","90239","2.7087974548339844","2.7087974548339844","2.7087974548339844"
"18054","90269","90269","90269","2.177220106124878","2.177220106124878","2.177220106124878"
"18077","90384","90384","90384","2.4069554805755615","2.4069554805755615","2.4069554805755615"
"18085","90424","90424","90424","1.6212894916534424","1.6212894916534424","1.6212894916534424"
"18088","90439","90439","90439","2.3487656116485596","2.3487656116485596","2.3487656116485596"
"18091","90454","90454","90454","2.0485787391662598","2.0485787391662598","2.0485787391662598"
"18095","90474","90474","90474","2.6127169132232666","2.6127169132232666","2.6127169132232666"
"18111","90554","90554","90554","2.1298961639404297","2.1298961639404297","2.1298961639404297"
"18115","90574","90574","90574","2.28127121925354","2.28127121925354","2.28127121925354"
"18118","90589","90589","90589","1.5528998374938965","1.5528998374938965","1.5528998374938965"
"18161","90804","90804","90804","2.1464169025421143","2.1464169025421143","2.1464169025421143"
"18165","90824","90824","90824","2.160109281539917","2.160109281539917","2.160109281539917"
"18184","90919","90919","90919","2.2484757900238037","2.2484757900238037","2.2484757900238037"
"18191","90954","90954","90954","2.0698306560516357","2.0698306560516357","2.0698306560516357"
"18192","90959","90959","90959","1.996077060699463","1.996077060699463","1.996077060699463"
"18193","90964","90964","90964","2.4825873374938965","2.4825873374938965","2.4825873374938965"
"18197","90984","90984","90984","2.181854486465454","2.181854486465454","2.181854486465454"
"18209","91044","91044","91044","2.1687822341918945","2.1687822341918945","2.1687822341918945"
"18245","91224","91224","91224","2.625121831893921","2.625121831893921","2.625121831893921"
"18251","91254","91254","91254","2.573918581008911","2.573918581008911","2.573918581008911"
"18256","91279","91279","91279","2.1397876739501953","2.1397876739501953","2.1397876739501953"
"18280","91399","91399","91399","2.629457473754883","2.629457473754883","2.629457473754883"
"18300","91499","91499","91499","2.3067941665649414","2.3067941665649414","2.3067941665649414"
"18322","91609","91609","91609","1.9844629764556885","1.9844629764556885","1.9844629764556885"
"18323","91614","91614","91614","2.880647659301758","2.880647659301758","2.880647659301758"
"18332","91659","91659","91659","2.4181313514709473","2.4181313514709473","2.4181313514709473"
"18335","91674","91674","91674","2.2898404598236084","2.2898404598236084","2.2898404598236084"
"18342","91709","91709","91709","2.6909358501434326","2.6909358501434326","2.6909358501434326"
"18344","91719","91719","91719","2.1222548484802246","2.1222548484802246","2.1222548484802246"
"18349","91744","91744","91744","2.8109285831451416","2.8109285831451416","2.8109285831451416"
"18394","91969","91969","91969","2.4484028816223145","2.4484028816223145","2.4484028816223145"
"18407","92034","92034","92034","2.100926160812378","2.100926160812378","2.100926160812378"
"18410","92049","92049","92049","2.153177261352539","2.153177261352539","2.153177261352539"
"18427","92134","92134","92134","1.7774736881256104","1.7774736881256104","1.7774736881256104"
"18435","92174","92174","92174","2.154326915740967","2.154326915740967","2.154326915740967"
"18445","92224","92224","92224","2.580744504928589","2.580744504928589","2.580744504928589"
"18452","92259","92259","92259","2.246880054473877","2.246880054473877","2.246880054473877"
"18472","92359","92359","92359","1.9790940284729004","1.9790940284729004","1.9790940284729004"
"18473","92364","92364","92364","2.195417642593384","2.195417642593384","2.195417642593384"
"18474","92369","92369","92369","2.4945151805877686","2.4945151805877686","2.4945151805877686"
"18480","92399","92399","92399","2.6056807041168213","2.6056807041168213","2.6056807041168213"
"18484","92419","92419","92419","2.3761465549468994","2.3761465549468994","2.3761465549468994"
"18485","92424","92424","92424","2.4812300205230713","2.4812300205230713","2.4812300205230713"
"18499","92494","92494","92494","2.4845612049102783","2.4845612049102783","2.4845612049102783"
"18513","92564","92564","92564","2.3996081352233887","2.3996081352233887","2.3996081352233887"
"18551","92754","92754","92754","2.210867404937744","2.210867404937744","2.210867404937744"
"18560","92799","92799","92799","2.0321943759918213","2.0321943759918213","2.0321943759918213"
"18574","92869","92869","92869","1.9723567962646484","1.9723567962646484","1.9723567962646484"
"18610","93049","93049","93049","2.5948326587677","2.5948326587677","2.5948326587677"
"18612","93059","93059","93059","2.988809823989868","2.988809823989868","2.988809823989868"
"18621","93104","93104","93104","2.113287925720215","2.113287925720215","2.113287925720215"
"18631","93154","93154","93154","2.3652305603027344","2.3652305603027344","2.3652305603027344"
"18650","93249","93249","93249","2.341977596282959","2.341977596282959","2.341977596282959"
"18667","93334","93334","93334","2.691843032836914","2.691843032836914","2.691843032836914"
"18668","93339","93339","93339","1.968999981880188","1.968999981880188","1.968999981880188"
"18694","93469","93469","93469","2.3241918087005615","2.3241918087005615","2.3241918087005615"
"18695","93474","93474","93474","2.0759623050689697","2.0759623050689697","2.0759623050689697"
"18696","93479","93479","93479","2.5811221599578857","2.5811221599578857","2.5811221599578857"
"18703","93514","93514","93514","2.6320390701293945","2.6320390701293945","2.6320390701293945"
"18710","93549","93549","93549","2.05686092376709","2.05686092376709","2.05686092376709"
"18722","93609","93609","93609","2.320640802383423","2.320640802383423","2.320640802383423"
"18733","93664","93664","93664","2.2461485862731934","2.2461485862731934","2.2461485862731934"
"18735","93674","93674","93674","2.281324625015259","2.281324625015259","2.281324625015259"
"18761","93804","93804","93804","1.816717267036438","1.816717267036438","1.816717267036438"
"18765","93824","93824","93824","2.6332881450653076","2.6332881450653076","2.6332881450653076"
"18774","93869","93869","93869","2.5400583744049072","2.5400583744049072","2.5400583744049072"
"18799","93994","93994","93994","2.9123239517211914","2.9123239517211914","2.9123239517211914"
"18802","94009","94009","94009","1.980232834815979","1.980232834815979","1.980232834815979"
"18811","94054","94054","94054","2.665414333343506","2.665414333343506","2.665414333343506"
"18818","94089","94089","94089","2.83781099319458","2.83781099319458","2.83781099319458"
"18839","94194","94194","94194","1.8305281400680542","1.8305281400680542","1.8305281400680542"
"18863","94314","94314","94314","2.4630188941955566","2.4630188941955566","2.4630188941955566"
"18865","94324","94324","94324","2.0897817611694336","2.0897817611694336","2.0897817611694336"
"18872","94359","94359","94359","2.534546136856079","2.534546136856079","2.534546136856079"
"18888","94439","94439","94439","2.252007246017456","2.252007246017456","2.252007246017456"
"18892","94459","94459","94459","2.247537612915039","2.247537612915039","2.247537612915039"
"18898","94489","94489","94489","2.643911361694336","2.643911361694336","2.643911361694336"
"18906","94529","94529","94529","1.9659096002578735","1.9659096002578735","1.9659096002578735"
"18907","94534","94534","94534","2.044074535369873","2.044074535369873","2.044074535369873"
"18919","94594","94594","94594","1.5641779899597168","1.5641779899597168","1.5641779899597168"
"18928","94639","94639","94639","2.1052403450012207","2.1052403450012207","2.1052403450012207"
"18963","94814","94814","94814","2.2013354301452637","2.2013354301452637","2.2013354301452637"
"18986","94929","94929","94929","1.6636470556259155","1.6636470556259155","1.6636470556259155"
"18997","94984","94984","94984","2.2099905014038086","2.2099905014038086","2.2099905014038086"
"19028","95139","95139","95139","2.28078293800354","2.28078293800354","2.28078293800354"
"19051","95254","95254","95254","1.8438879251480103","1.8438879251480103","1.8438879251480103"
"19057","95284","95284","95284","2.3874030113220215","2.3874030113220215","2.3874030113220215"
"19058","95289","95289","95289","2.2275969982147217","2.2275969982147217","2.2275969982147217"
"19067","95334","95334","95334","2.4691662788391113","2.4691662788391113","2.4691662788391113"
"19071","95354","95354","95354","2.5286710262298584","2.5286710262298584","2.5286710262298584"
"19080","95399","95399","95399","2.7185325622558594","2.7185325622558594","2.7185325622558594"
"19088","95439","95439","95439","2.3782894611358643","2.3782894611358643","2.3782894611358643"
"19095","95474","95474","95474","2.5869462490081787","2.5869462490081787","2.5869462490081787"
"19097","95484","95484","95484","1.9362117052078247","1.9362117052078247","1.9362117052078247"
"19101","95504","95504","95504","2.0977046489715576","2.0977046489715576","2.0977046489715576"
"19109","95544","95544","95544","2.31199049949646","2.31199049949646","2.31199049949646"
"19114","95569","95569","95569","2.4634151458740234","2.4634151458740234","2.4634151458740234"
"19117","95584","95584","95584","2.3961334228515625","2.3961334228515625","2.3961334228515625"
"19139","95694","95694","95694","2.667506694793701","2.667506694793701","2.667506694793701"
"19147","95734","95734","95734","2.0464351177215576","2.0464351177215576","2.0464351177215576"
"19154","95769","95769","95769","1.9911772012710571","1.9911772012710571","1.9911772012710571"
"19163","95814","95814","95814","2.135415554046631","2.135415554046631","2.135415554046631"
"19204","96019","96019","96019","2.682770252227783","2.682770252227783","2.682770252227783"
"19210","96049","96049","96049","2.770371198654175","2.770371198654175","2.770371198654175"
"19234","96169","96169","96169","2.303157091140747","2.303157091140747","2.303157091140747"
"19244","96219","96219","96219","1.8019623756408691","1.8019623756408691","1.8019623756408691"
"19261","96304","96304","96304","2.626678466796875","2.626678466796875","2.626678466796875"
"19265","96324","96324","96324","2.2907910346984863","2.2907910346984863","2.2907910346984863"
"19269","96344","96344","96344","2.6429383754730225","2.6429383754730225","2.6429383754730225"
"19273","96364","96364","96364","2.0114591121673584","2.0114591121673584","2.0114591121673584"
"19279","96394","96394","96394","2.319674015045166","2.319674015045166","2.319674015045166"
"19290","96449","96449","96449","2.3203237056732178","2.3203237056732178","2.3203237056732178"
"19297","96484","96484","96484","2.1587889194488525","2.1587889194488525","2.1587889194488525"
"19308","96539","96539","96539","2.325681209564209","2.325681209564209","2.325681209564209"
"19324","96619","96619","96619","2.1380929946899414","2.1380929946899414","2.1380929946899414"
"19332","96659","96659","96659","2.4736478328704834","2.4736478328704834","2.4736478328704834"
"19338","96689","96689","96689","2.4289140701293945","2.4289140701293945","2.4289140701293945"
"19339","96694","96694","96694","1.9449362754821777","1.9449362754821777","1.9449362754821777"
"19365","96824","96824","96824","2.0204477310180664","2.0204477310180664","2.0204477310180664"
"19369","96844","96844","96844","2.785996913909912","2.785996913909912","2.785996913909912"
"19371","96854","96854","96854","2.097280740737915","2.097280740737915","2.097280740737915"
"19373","96864","96864","96864","2.22847843170166","2.22847843170166","2.22847843170166"
"19376","96879","96879","96879","2.31158185005188","2.31158185005188","2.31158185005188"
"19377","96884","96884","96884","2.4889273643493652","2.4889273643493652","2.4889273643493652"
"19401","97004","97004","97004","2.4469311237335205","2.4469311237335205","2.4469311237335205"
"19402","97009","97009","97009","2.3816940784454346","2.3816940784454346","2.3816940784454346"
"19410","97049","97049","97049","2.3808391094207764","2.3808391094207764","2.3808391094207764"
"19413","97064","97064","97064","2.494767189025879","2.494767189025879","2.494767189025879"
"19415","97074","97074","97074","2.69490122795105","2.69490122795105","2.69490122795105"
"19426","97129","97129","97129","2.157540798187256","2.157540798187256","2.157540798187256"
"19430","97149","97149","97149","1.9581925868988037","1.9581925868988037","1.9581925868988037"
"19431","97154","97154","97154","2.253986120223999","2.253986120223999","2.253986120223999"
"19439","97194","97194","97194","2.1460959911346436","2.1460959911346436","2.1460959911346436"
"19448","97239","97239","97239","2.4326813220977783","2.4326813220977783","2.4326813220977783"
"19465","97324","97324","97324","2.214461326599121","2.214461326599121","2.214461326599121"
"19490","97449","97449","97449","2.314985990524292","2.314985990524292","2.314985990524292"
"19506","97529","97529","97529","2.3320913314819336","2.3320913314819336","2.3320913314819336"
"19567","97834","97834","97834","1.9239861965179443","1.9239861965179443","1.9239861965179443"
"19568","97839","97839","97839","1.86745023727417","1.86745023727417","1.86745023727417"
"19593","97964","97964","97964","2.050316333770752","2.050316333770752","2.050316333770752"
"19602","98009","98009","98009","2.5063796043395996","2.5063796043395996","2.5063796043395996"
"19617","98084","98084","98084","2.4413559436798096","2.4413559436798096","2.4413559436798096"
"19624","98119","98119","98119","3.0599308013916016","3.0599308013916016","3.0599308013916016"
"19644","98219","98219","98219","2.8752713203430176","2.8752713203430176","2.8752713203430176"
"19647","98234","98234","98234","1.791893720626831","1.791893720626831","1.791893720626831"
"19657","98284","98284","98284","2.0136897563934326","2.0136897563934326","2.0136897563934326"
"19661","98304","98304","98304","1.9217429161071777","1.9217429161071777","1.9217429161071777"
"19679","98394","98394","98394","2.5633482933044434","2.5633482933044434","2.5633482933044434"
"19683","98414","98414","98414","2.331894874572754","2.331894874572754","2.331894874572754"
"19687","98434","98434","98434","2.1995794773101807","2.1995794773101807","2.1995794773101807"
"19705","98524","98524","98524","1.9804799556732178","1.9804799556732178","1.9804799556732178"
"19724","98619","98619","98619","1.8939783573150635","1.8939783573150635","1.8939783573150635"
"19738","98689","98689","98689","2.4723005294799805","2.4723005294799805","2.4723005294799805"
"19744","98719","98719","98719","2.7480556964874268","2.7480556964874268","2.7480556964874268"
"19750","98749","98749","98749","2.339733839035034","2.339733839035034","2.339733839035034"
"19770","98849","98849","98849","2.705432653427124","2.705432653427124","2.705432653427124"
"19772","98859","98859","98859","2.2145228385925293","2.2145228385925293","2.2145228385925293"
"19778","98889","98889","98889","2.859980344772339","2.859980344772339","2.859980344772339"
"19813","99064","99064","99064","2.308497428894043","2.308497428894043","2.308497428894043"
"19814","99069","99069","99069","3.556821584701538","3.556821584701538","3.556821584701538"
"19817","99084","99084","99084","1.7670737504959106","1.7670737504959106","1.7670737504959106"
"19835","99174","99174","99174","2.4156999588012695","2.4156999588012695","2.4156999588012695"
"19867","99334","99334","99334","2.5898869037628174","2.5898869037628174","2.5898869037628174"
"19892","99459","99459","99459","2.3549625873565674","2.3549625873565674","2.3549625873565674"
"19895","99474","99474","99474","2.403667688369751","2.403667688369751","2.403667688369751"
"19901","99504","99504","99504","2.85658597946167","2.85658597946167","2.85658597946167"
"19909","99544","99544","99544","1.937918782234192","1.937918782234192","1.937918782234192"
"19945","99724","99724","99724","2.9048330783843994","2.9048330783843994","2.9048330783843994"
"19954","99769","99769","99769","2.573791265487671","2.573791265487671","2.573791265487671"
"19969","99844","99844","99844","2.0741727352142334","2.0741727352142334","2.0741727352142334"
"19975","99874","99874","99874","2.2396438121795654","2.2396438121795654","2.2396438121795654"
"20011","100054","100054","100054","2.3626163005828857","2.3626163005828857","2.3626163005828857"
"20025","100124","100124","100124","2.4390604496002197","2.4390604496002197","2.4390604496002197"
"20030","100149","100149","100149","2.7137157917022705","2.7137157917022705","2.7137157917022705"
"20042","100209","100209","100209","2.047001838684082","2.047001838684082","2.047001838684082"
"20051","100254","100254","100254","2.456677198410034","2.456677198410034","2.456677198410034"
"20053","100264","100264","100264","2.4377694129943848","2.4377694129943848","2.4377694129943848"
"20063","100314","100314","100314","2.2627522945404053","2.2627522945404053","2.2627522945404053"
"20069","100344","100344","100344","2.2324509620666504","2.2324509620666504","2.2324509620666504"
"20071","100354","100354","100354","1.9131971597671509","1.9131971597671509","1.9131971597671509"
"20079","100394","100394","100394","2.158604145050049","2.158604145050049","2.158604145050049"
"20084","100419","100419","100419","2.1993229389190674","2.1993229389190674","2.1993229389190674"
"20092","100459","100459","100459","2.5531814098358154","2.5531814098358154","2.5531814098358154"
"20100","100499","100499","100499","2.3571701049804688","2.3571701049804688","2.3571701049804688"
"20123","100614","100614","100614","1.9846373796463013","1.9846373796463013","1.9846373796463013"
"20126","100629","100629","100629","2.8674957752227783","2.8674957752227783","2.8674957752227783"
"20142","100709","100709","100709","2.273948907852173","2.273948907852173","2.273948907852173"
"20150","100749","100749","100749","1.8545092344284058","1.8545092344284058","1.8545092344284058"
"20166","100829","100829","100829","2.5732405185699463","2.5732405185699463","2.5732405185699463"
"20168","100839","100839","100839","1.9142261743545532","1.9142261743545532","1.9142261743545532"
"20211","101054","101054","101054","2.641540765762329","2.641540765762329","2.641540765762329"
"20222","101109","101109","101109","2.975945472717285","2.975945472717285","2.975945472717285"
"20244","101219","101219","101219","2.403278112411499","2.403278112411499","2.403278112411499"
"20264","101319","101319","101319","1.9548249244689941","1.9548249244689941","1.9548249244689941"
"20267","101334","101334","101334","1.7129671573638916","1.7129671573638916","1.7129671573638916"
"20284","101419","101419","101419","1.7194230556488037","1.7194230556488037","1.7194230556488037"
"20286","101429","101429","101429","3.083022117614746","3.083022117614746","3.083022117614746"
"20293","101464","101464","101464","2.1586310863494873","2.1586310863494873","2.1586310863494873"
"20388","101939","101939","101939","2.4952681064605713","2.4952681064605713","2.4952681064605713"
"20402","102009","102009","102009","2.135331630706787","2.135331630706787","2.135331630706787"
"20403","102014","102014","102014","2.1692161560058594","2.1692161560058594","2.1692161560058594"
"20408","102039","102039","102039","2.349778652191162","2.349778652191162","2.349778652191162"
"20412","102059","102059","102059","2.13962984085083","2.13962984085083","2.13962984085083"
"20422","102109","102109","102109","2.3512697219848633","2.3512697219848633","2.3512697219848633"
"20425","102124","102124","102124","1.7661200761795044","1.7661200761795044","1.7661200761795044"
"20436","102179","102179","102179","2.0968353748321533","2.0968353748321533","2.0968353748321533"
"20439","102194","102194","102194","2.310822010040283","2.310822010040283","2.310822010040283"
"20440","102199","102199","102199","2.7070751190185547","2.7070751190185547","2.7070751190185547"
"20454","102269","102269","102269","2.731391429901123","2.731391429901123","2.731391429901123"
"20479","102394","102394","102394","2.0999257564544678","2.0999257564544678","2.0999257564544678"
"20484","102419","102419","102419","2.6915156841278076","2.6915156841278076","2.6915156841278076"
"20500","102499","102499","102499","2.3820667266845703","2.3820667266845703","2.3820667266845703"
"20508","102539","102539","102539","2.4082112312316895","2.4082112312316895","2.4082112312316895"
"20510","102549","102549","102549","2.5888545513153076","2.5888545513153076","2.5888545513153076"
"20542","102709","102709","102709","1.8301448822021484","1.8301448822021484","1.8301448822021484"
"20546","102729","102729","102729","1.8827680349349976","1.8827680349349976","1.8827680349349976"
"20561","102804","102804","102804","2.539820909500122","2.539820909500122","2.539820909500122"
"20563","102814","102814","102814","2.483271360397339","2.483271360397339","2.483271360397339"
"20577","102884","102884","102884","1.5248620510101318","1.5248620510101318","1.5248620510101318"
"20587","102934","102934","102934","2.112701892852783","2.112701892852783","2.112701892852783"
"20588","102939","102939","102939","2.717902660369873","2.717902660369873","2.717902660369873"
"20602","103009","103009","103009","2.501436948776245","2.501436948776245","2.501436948776245"
"20615","103074","103074","103074","2.444197654724121","2.444197654724121","2.444197654724121"
"20622","103109","103109","103109","2.510148286819458","2.510148286819458","2.510148286819458"
"20628","103139","103139","103139","2.085390090942383","2.085390090942383","2.085390090942383"
"20642","103209","103209","103209","2.199876546859741","2.199876546859741","2.199876546859741"
"20646","103229","103229","103229","3.0689737796783447","3.0689737796783447","3.0689737796783447"
"20655","103274","103274","103274","2.7306108474731445","2.7306108474731445","2.7306108474731445"
"20656","103279","103279","103279","2.3065295219421387","2.3065295219421387","2.3065295219421387"
"20684","103419","103419","103419","2.0608022212982178","2.0608022212982178","2.0608022212982178"
"20687","103434","103434","103434","1.731865406036377","1.731865406036377","1.731865406036377"
"20689","103444","103444","103444","1.9145958423614502","1.9145958423614502","1.9145958423614502"
"20698","103489","103489","103489","2.0156562328338623","2.0156562328338623","2.0156562328338623"
"20707","103534","103534","103534","2.2737417221069336","2.2737417221069336","2.2737417221069336"
"20712","103559","103559","103559","2.2214291095733643","2.2214291095733643","2.2214291095733643"
"20718","103589","103589","103589","2.267273426055908","2.267273426055908","2.267273426055908"
"20756","103779","103779","103779","2.343778133392334","2.343778133392334","2.343778133392334"
"20778","103889","103889","103889","2.4148120880126953","2.4148120880126953","2.4148120880126953"
"20785","103924","103924","103924","2.404569625854492","2.404569625854492","2.404569625854492"
"20786","103929","103929","103929","2.008917808532715","2.008917808532715","2.008917808532715"
"20796","103979","103979","103979","2.5979669094085693","2.5979669094085693","2.5979669094085693"
"20798","103989","103989","103989","1.9518131017684937","1.9518131017684937","1.9518131017684937"
"20802","104009","104009","104009","2.562838077545166","2.562838077545166","2.562838077545166"
"20825","104124","104124","104124","2.7344810962677","2.7344810962677","2.7344810962677"
"20843","104214","104214","104214","1.8427350521087646","1.8427350521087646","1.8427350521087646"
"20862","104309","104309","104309","2.4783129692077637","2.4783129692077637","2.4783129692077637"
"20863","104314","104314","104314","1.9941381216049194","1.9941381216049194","1.9941381216049194"
"20864","104319","104319","104319","3.150343179702759","3.150343179702759","3.150343179702759"
"20870","104349","104349","104349","1.8982914686203003","1.8982914686203003","1.8982914686203003"
"20890","104449","104449","104449","1.834267020225525","1.834267020225525","1.834267020225525"
"20915","104574","104574","104574","2.685502767562866","2.685502767562866","2.685502767562866"
"20925","104624","104624","104624","2.464203357696533","2.464203357696533","2.464203357696533"
"20930","104649","104649","104649","2.151777744293213","2.151777744293213","2.151777744293213"
"20940","104699","104699","104699","2.392300605773926","2.392300605773926","2.392300605773926"
"20942","104709","104709","104709","1.9922282695770264","1.9922282695770264","1.9922282695770264"
"20964","104819","104819","104819","2.057741641998291","2.057741641998291","2.057741641998291"
"20968","104839","104839","104839","2.3646152019500732","2.3646152019500732","2.3646152019500732"
"20977","104884","104884","104884","2.323915481567383","2.323915481567383","2.323915481567383"
"20988","104939","104939","104939","1.838826060295105","1.838826060295105","1.838826060295105"
"21035","105174","105174","105174","3.0325469970703125","3.0325469970703125","3.0325469970703125"
"21052","105259","105259","105259","2.479140043258667","2.479140043258667","2.479140043258667"
"21059","105294","105294","105294","2.681790828704834","2.681790828704834","2.681790828704834"
"21072","105359","105359","105359","1.8130890130996704","1.8130890130996704","1.8130890130996704"
"21084","105419","105419","105419","2.896714210510254","2.896714210510254","2.896714210510254"
"21088","105439","105439","105439","2.1250243186950684","2.1250243186950684","2.1250243186950684"
"21103","105514","105514","105514","2.4099366664886475","2.4099366664886475","2.4099366664886475"
"21104","105519","105519","105519","2.498528242111206","2.498528242111206","2.498528242111206"
"21112","105559","105559","105559","2.3681905269622803","2.3681905269622803","2.3681905269622803"
"21143","105714","105714","105714","1.9005385637283325","1.9005385637283325","1.9005385637283325"
"21145","105724","105724","105724","2.3389275074005127","2.3389275074005127","2.3389275074005127"
"21171","105854","105854","105854","2.2615599632263184","2.2615599632263184","2.2615599632263184"
"21176","105879","105879","105879","2.160360097885132","2.160360097885132","2.160360097885132"
"21182","105909","105909","105909","1.8592967987060547","1.8592967987060547","1.8592967987060547"
"21183","105914","105914","105914","2.4353723526000977","2.4353723526000977","2.4353723526000977"
"21212","106059","106059","106059","2.4712259769439697","2.4712259769439697","2.4712259769439697"
"21219","106094","106094","106094","1.4562205076217651","1.4562205076217651","1.4562205076217651"
"21227","106134","106134","106134","2.394109010696411","2.394109010696411","2.394109010696411"
"21242","106209","106209","106209","2.510636806488037","2.510636806488037","2.510636806488037"
"21246","106229","106229","106229","2.1278140544891357","2.1278140544891357","2.1278140544891357"
"21248","106239","106239","106239","2.5923571586608887","2.5923571586608887","2.5923571586608887"
"21253","106264","106264","106264","2.1106014251708984","2.1106014251708984","2.1106014251708984"
"21256","106279","106279","106279","1.882767915725708","1.882767915725708","1.882767915725708"
"21283","106414","106414","106414","2.586953639984131","2.586953639984131","2.586953639984131"
"21289","106444","106444","106444","2.186142683029175","2.186142683029175","2.186142683029175"
"21293","106464","106464","106464","2.427886486053467","2.427886486053467","2.427886486053467"
"21296","106479","106479","106479","2.100606679916382","2.100606679916382","2.100606679916382"
"21302","106509","106509","106509","2.0623555183410645","2.0623555183410645","2.0623555183410645"
"21332","106659","106659","106659","2.4343340396881104","2.4343340396881104","2.4343340396881104"
"21341","106704","106704","106704","2.1822166442871094","2.1822166442871094","2.1822166442871094"
"21345","106724","106724","106724","2.8192272186279297","2.8192272186279297","2.8192272186279297"
"21349","106744","106744","106744","2.431124210357666","2.431124210357666","2.431124210357666"
"21350","106749","106749","106749","2.166738748550415","2.166738748550415","2.166738748550415"
"21360","106799","106799","106799","2.2236409187316895","2.2236409187316895","2.2236409187316895"
"21375","106874","106874","106874","2.0876054763793945","2.0876054763793945","2.0876054763793945"
"21376","106879","106879","106879","2.1713428497314453","2.1713428497314453","2.1713428497314453"
"21380","106899","106899","106899","1.998184323310852","1.998184323310852","1.998184323310852"
"21386","106929","106929","106929","2.835996627807617","2.835996627807617","2.835996627807617"
"21409","107044","107044","107044","2.9865360260009766","2.9865360260009766","2.9865360260009766"
"21412","107059","107059","107059","2.277894973754883","2.277894973754883","2.277894973754883"
"21480","107399","107399","107399","2.413635730743408","2.413635730743408","2.413635730743408"
"21483","107414","107414","107414","2.031817674636841","2.031817674636841","2.031817674636841"
"21487","107434","107434","107434","1.944393515586853","1.944393515586853","1.944393515586853"
"21497","107484","107484","107484","2.9488604068756104","2.9488604068756104","2.9488604068756104"
"21517","107584","107584","107584","2.0573692321777344","2.0573692321777344","2.0573692321777344"
"21535","107674","107674","107674","1.9733281135559082","1.9733281135559082","1.9733281135559082"
"21572","107859","107859","107859","1.7156596183776855","1.7156596183776855","1.7156596183776855"
"21577","107884","107884","107884","2.2840986251831055","2.2840986251831055","2.2840986251831055"
"21583","107914","107914","107914","2.1134719848632812","2.1134719848632812","2.1134719848632812"
"21591","107954","107954","107954","2.368853807449341","2.368853807449341","2.368853807449341"
"21594","107969","107969","107969","2.5537166595458984","2.5537166595458984","2.5537166595458984"
"21596","107979","107979","107979","1.9830827713012695","1.9830827713012695","1.9830827713012695"
"21600","107999","107999","107999","2.425051689147949","2.425051689147949","2.425051689147949"
"21605","108024","108024","108024","2.504366636276245","2.504366636276245","2.504366636276245"
"21606","108029","108029","108029","2.120802640914917","2.120802640914917","2.120802640914917"
"21609","108044","108044","108044","2.2480225563049316","2.2480225563049316","2.2480225563049316"
"21620","108099","108099","108099","2.403660774230957","2.403660774230957","2.403660774230957"
"21621","108104","108104","108104","2.0981125831604004","2.0981125831604004","2.0981125831604004"
"21625","108124","108124","108124","2.4320499897003174","2.4320499897003174","2.4320499897003174"
"21626","108129","108129","108129","1.367887258529663","1.367887258529663","1.367887258529663"
"21627","108134","108134","108134","2.045335292816162","2.045335292816162","2.045335292816162"
"21650","108249","108249","108249","1.5384745597839355","1.5384745597839355","1.5384745597839355"
"21662","108309","108309","108309","2.2802445888519287","2.2802445888519287","2.2802445888519287"
"21664","108319","108319","108319","1.8789787292480469","1.8789787292480469","1.8789787292480469"
"21665","108324","108324","108324","2.236377716064453","2.236377716064453","2.236377716064453"
"21676","108379","108379","108379","2.3188986778259277","2.3188986778259277","2.3188986778259277"
"21684","108419","108419","108419","3.152311086654663","3.152311086654663","3.152311086654663"
"21692","108459","108459","108459","2.4439406394958496","2.4439406394958496","2.4439406394958496"
"21699","108494","108494","108494","2.3971176147460938","2.3971176147460938","2.3971176147460938"
"21709","108544","108544","108544","2.5832371711730957","2.5832371711730957","2.5832371711730957"
"21726","108629","108629","108629","2.1570067405700684","2.1570067405700684","2.1570067405700684"
"21741","108704","108704","108704","2.262843370437622","2.262843370437622","2.262843370437622"
"21753","108764","108764","108764","2.1570959091186523","2.1570959091186523","2.1570959091186523"
"21763","108814","108814","108814","1.8933217525482178","1.8933217525482178","1.8933217525482178"
"21805","109024","109024","109024","2.196321487426758","2.196321487426758","2.196321487426758"
"21809","109044","109044","109044","1.8660809993743896","1.8660809993743896","1.8660809993743896"
"21816","109079","109079","109079","1.668892502784729","1.668892502784729","1.668892502784729"
"21843","109214","109214","109214","1.7550263404846191","1.7550263404846191","1.7550263404846191"
"21880","109399","109399","109399","1.9519797563552856","1.9519797563552856","1.9519797563552856"
"21900","109499","109499","109499","2.330317497253418","2.330317497253418","2.330317497253418"
"21913","109564","109564","109564","2.116614580154419","2.116614580154419","2.116614580154419"
"21916","109579","109579","109579","2.380872964859009","2.380872964859009","2.380872964859009"
"21926","109629","109629","109629","2.3429670333862305","2.3429670333862305","2.3429670333862305"
"21943","109714","109714","109714","2.0087523460388184","2.0087523460388184","2.0087523460388184"
"21954","109769","109769","109769","2.5751922130584717","2.5751922130584717","2.5751922130584717"
"21981","109904","109904","109904","2.7721951007843018","2.7721951007843018","2.7721951007843018"
"21984","109919","109919","109919","2.6701061725616455","2.6701061725616455","2.6701061725616455"
