"Name","_wandb","ranking_metrics.DCG@1","ranking_metrics.DCG@10","ranking_metrics.DCG@3","ranking_metrics.DCG@5","ranking_metrics.MRR@10","ranking_metrics.nDCG@10"
"ranking metrics multi-task-without-debiasing","","1.8794123648235057","8.159457318972901","3.9247624099986056","5.390021926529266","0.639709583078285","0.3936756965756868"
