"Name","_wandb","ranking_metrics.DCG@1","ranking_metrics.DCG@10","ranking_metrics.DCG@3","ranking_metrics.DCG@5","ranking_metrics.MRR@10","ranking_metrics.nDCG@10"
"ranking metrics click-only","","1.6241583350336666","7.031159665321058","3.357894798638718","4.600756430257028","0.5701058740846547","0.3327545206795736"
