"Name","_wandb","ranking_metrics.DCG@1","ranking_metrics.DCG@10","ranking_metrics.DCG@3","ranking_metrics.DCG@5","ranking_metrics.MRR@10","ranking_metrics.nDCG@10"
"ranking metrics multi-task-with-per-task-debiasing","","1.7894307284227708","7.897055197179718","3.799888581681501","5.22879306129413","0.6296996401770937","0.3800343253158029"
