"Name","_wandb","ranking_metrics.DCG@1","ranking_metrics.DCG@10","ranking_metrics.DCG@3","ranking_metrics.DCG@5","ranking_metrics.MRR@10","ranking_metrics.nDCG@10"
"ranking metrics multi-task","","1.967965721281371","8.479398971126514","4.1100973139161505","5.613482627579555","0.649924456622071","0.410676993825744"
