"Metric","Std"
"DCG@1","0.06357098269863261"
"DCG@3","0.11114723642359202"
"DCG@5","0.12463513943269593"
"DCG@10","0.17552761621382368"
"MRR@10","0.004398021643645101"
"nDCG@10","0.005369307745057011"
