"Metric","Std"
"DCG@1","0.04432921570566487"
"DCG@3","0.07453778174454855"
"DCG@5","0.0983785410621552"
"DCG@10","0.13139063293076805"
"MRR@10","0.009756622467011393"
"nDCG@10","0.007973749811801928"
