"Metric","Std"
"DCG@1","0.08782584292113141"
"DCG@3","0.06152452250076424"
"DCG@5","0.09122857890703598"
"DCG@10","0.1890331763412101"
"MRR@10","0.009538657744261408"
"nDCG@10","0.0053722407460196474"
