"Metric","Std"
"DCG@1","0.046831584202454195"
"DCG@3","0.07082495637932154"
"DCG@5","0.12406400714522724"
"DCG@10","0.19712981041640018"
"MRR@10","0.007209729770568723"
"nDCG@10","0.0027795918548526896"
