"step","run-multi-task-debiasing-separate-logits - _step","run-multi-task-debiasing-separate-logits - _step__MIN","run-multi-task-debiasing-separate-logits - _step__MAX","run-multi-task-debiasing-separate-logits - MLM loss","run-multi-task-debiasing-separate-logits - MLM loss__MIN","run-multi-task-debiasing-separate-logits - MLM loss__MAX"
"16509","82544","82544","82544","2.364980459213257","2.364980459213257","2.364980459213257"
"16519","82594","82594","82594","2.333951950073242","2.333951950073242","2.333951950073242"
"16525","82624","82624","82624","2.415914297103882","2.415914297103882","2.415914297103882"
"16532","82659","82659","82659","2.8928821086883545","2.8928821086883545","2.8928821086883545"
"16537","82684","82684","82684","2.591557741165161","2.591557741165161","2.591557741165161"
"16568","82839","82839","82839","2.1682424545288086","2.1682424545288086","2.1682424545288086"
"16579","82894","82894","82894","2.8373775482177734","2.8373775482177734","2.8373775482177734"
"16581","82904","82904","82904","2.448045015335083","2.448045015335083","2.448045015335083"
"16584","82919","82919","82919","2.7181782722473145","2.7181782722473145","2.7181782722473145"
"16588","82939","82939","82939","2.263648748397827","2.263648748397827","2.263648748397827"
"16594","82969","82969","82969","2.3436641693115234","2.3436641693115234","2.3436641693115234"
"16600","82999","82999","82999","2.3494982719421387","2.3494982719421387","2.3494982719421387"
"16601","83004","83004","83004","2.1590778827667236","2.1590778827667236","2.1590778827667236"
"16602","83009","83009","83009","2.6718969345092773","2.6718969345092773","2.6718969345092773"
"16603","83014","83014","83014","1.6769112348556519","1.6769112348556519","1.6769112348556519"
"16608","83039","83039","83039","2.843113422393799","2.843113422393799","2.843113422393799"
"16621","83104","83104","83104","2.7460780143737793","2.7460780143737793","2.7460780143737793"
"16624","83119","83119","83119","2.2699267864227295","2.2699267864227295","2.2699267864227295"
"16630","83149","83149","83149","2.338453769683838","2.338453769683838","2.338453769683838"
"16632","83159","83159","83159","2.800415515899658","2.800415515899658","2.800415515899658"
"16647","83234","83234","83234","2.614532470703125","2.614532470703125","2.614532470703125"
"16648","83239","83239","83239","2.6135597229003906","2.6135597229003906","2.6135597229003906"
"16651","83254","83254","83254","2.8695566654205322","2.8695566654205322","2.8695566654205322"
"16652","83259","83259","83259","2.312746047973633","2.312746047973633","2.312746047973633"
"16663","83314","83314","83314","2.4273247718811035","2.4273247718811035","2.4273247718811035"
"16682","83409","83409","83409","2.4446027278900146","2.4446027278900146","2.4446027278900146"
"16703","83514","83514","83514","2.7188973426818848","2.7188973426818848","2.7188973426818848"
"16705","83524","83524","83524","3.06497859954834","3.06497859954834","3.06497859954834"
"16747","83734","83734","83734","2.069695234298706","2.069695234298706","2.069695234298706"
"16755","83774","83774","83774","2.7884702682495117","2.7884702682495117","2.7884702682495117"
"16771","83854","83854","83854","2.0700061321258545","2.0700061321258545","2.0700061321258545"
"16781","83904","83904","83904","1.8066099882125854","1.8066099882125854","1.8066099882125854"
"16791","83954","83954","83954","2.424909830093384","2.424909830093384","2.424909830093384"
"16796","83979","83979","83979","2.859853506088257","2.859853506088257","2.859853506088257"
"16797","83984","83984","83984","2.3257923126220703","2.3257923126220703","2.3257923126220703"
"16799","83994","83994","83994","2.1452720165252686","2.1452720165252686","2.1452720165252686"
"16803","84014","84014","84014","2.492267608642578","2.492267608642578","2.492267608642578"
"16813","84064","84064","84064","2.612800121307373","2.612800121307373","2.612800121307373"
"16815","84074","84074","84074","2.362483263015747","2.362483263015747","2.362483263015747"
"16831","84154","84154","84154","2.9382236003875732","2.9382236003875732","2.9382236003875732"
"16864","84319","84319","84319","2.141244649887085","2.141244649887085","2.141244649887085"
"16866","84329","84329","84329","2.134307384490967","2.134307384490967","2.134307384490967"
"16869","84344","84344","84344","2.7660810947418213","2.7660810947418213","2.7660810947418213"
"16877","84384","84384","84384","1.7022978067398071","1.7022978067398071","1.7022978067398071"
"16879","84394","84394","84394","2.3427205085754395","2.3427205085754395","2.3427205085754395"
"16891","84454","84454","84454","2.796354293823242","2.796354293823242","2.796354293823242"
"16895","84474","84474","84474","2.724278211593628","2.724278211593628","2.724278211593628"
"16901","84504","84504","84504","2.4118614196777344","2.4118614196777344","2.4118614196777344"
"16908","84539","84539","84539","2.119197368621826","2.119197368621826","2.119197368621826"
"16918","84589","84589","84589","2.338259220123291","2.338259220123291","2.338259220123291"
"16921","84604","84604","84604","2.1341147422790527","2.1341147422790527","2.1341147422790527"
"16922","84609","84609","84609","2.297682762145996","2.297682762145996","2.297682762145996"
"16935","84674","84674","84674","2.1637115478515625","2.1637115478515625","2.1637115478515625"
"16944","84719","84719","84719","1.6614155769348145","1.6614155769348145","1.6614155769348145"
"16947","84734","84734","84734","2.6463372707366943","2.6463372707366943","2.6463372707366943"
"16951","84754","84754","84754","2.1893608570098877","2.1893608570098877","2.1893608570098877"
"16955","84774","84774","84774","2.4890658855438232","2.4890658855438232","2.4890658855438232"
"16962","84809","84809","84809","1.772687554359436","1.772687554359436","1.772687554359436"
"16976","84879","84879","84879","2.7552649974823","2.7552649974823","2.7552649974823"
"16988","84939","84939","84939","2.3951637744903564","2.3951637744903564","2.3951637744903564"
"17019","85094","85094","85094","2.191061019897461","2.191061019897461","2.191061019897461"
"17022","85109","85109","85109","2.3653759956359863","2.3653759956359863","2.3653759956359863"
"17030","85149","85149","85149","2.465313673019409","2.465313673019409","2.465313673019409"
"17036","85179","85179","85179","1.9571290016174316","1.9571290016174316","1.9571290016174316"
"17088","85439","85439","85439","2.296722888946533","2.296722888946533","2.296722888946533"
"17102","85509","85509","85509","2.468813419342041","2.468813419342041","2.468813419342041"
"17113","85564","85564","85564","2.4542336463928223","2.4542336463928223","2.4542336463928223"
"17116","85579","85579","85579","2.1467034816741943","2.1467034816741943","2.1467034816741943"
"17152","85759","85759","85759","1.9849480390548706","1.9849480390548706","1.9849480390548706"
"17157","85784","85784","85784","2.314718008041382","2.314718008041382","2.314718008041382"
"17161","85804","85804","85804","2.572664737701416","2.572664737701416","2.572664737701416"
"17162","85809","85809","85809","2.591012477874756","2.591012477874756","2.591012477874756"
"17201","86004","86004","86004","2.2972893714904785","2.2972893714904785","2.2972893714904785"
"17229","86144","86144","86144","2.222588300704956","2.222588300704956","2.222588300704956"
"17242","86209","86209","86209","2.833531379699707","2.833531379699707","2.833531379699707"
"17245","86224","86224","86224","2.1083602905273438","2.1083602905273438","2.1083602905273438"
"17265","86324","86324","86324","3.0339791774749756","3.0339791774749756","3.0339791774749756"
"17267","86334","86334","86334","2.9640209674835205","2.9640209674835205","2.9640209674835205"
"17291","86454","86454","86454","2.314781665802002","2.314781665802002","2.314781665802002"
"17302","86509","86509","86509","2.8079750537872314","2.8079750537872314","2.8079750537872314"
"17310","86549","86549","86549","2.431056499481201","2.431056499481201","2.431056499481201"
"17345","86724","86724","86724","2.1580753326416016","2.1580753326416016","2.1580753326416016"
"17357","86784","86784","86784","2.9897003173828125","2.9897003173828125","2.9897003173828125"
"17358","86789","86789","86789","2.889618396759033","2.889618396759033","2.889618396759033"
"17365","86824","86824","86824","2.137924909591675","2.137924909591675","2.137924909591675"
"17366","86829","86829","86829","2.154144763946533","2.154144763946533","2.154144763946533"
"17369","86844","86844","86844","2.390626907348633","2.390626907348633","2.390626907348633"
"17370","86849","86849","86849","2.453911066055298","2.453911066055298","2.453911066055298"
"17371","86854","86854","86854","2.190382480621338","2.190382480621338","2.190382480621338"
"17377","86884","86884","86884","2.2772960662841797","2.2772960662841797","2.2772960662841797"
"17382","86909","86909","86909","2.7421371936798096","2.7421371936798096","2.7421371936798096"
"17383","86914","86914","86914","2.9748375415802","2.9748375415802","2.9748375415802"
"17387","86934","86934","86934","2.717677116394043","2.717677116394043","2.717677116394043"
"17390","86949","86949","86949","2.5658376216888428","2.5658376216888428","2.5658376216888428"
"17397","86984","86984","86984","2.148768663406372","2.148768663406372","2.148768663406372"
"17398","86989","86989","86989","2.74342942237854","2.74342942237854","2.74342942237854"
"17414","87069","87069","87069","2.5576419830322266","2.5576419830322266","2.5576419830322266"
"17430","87149","87149","87149","2.2803797721862793","2.2803797721862793","2.2803797721862793"
"17431","87154","87154","87154","2.761399745941162","2.761399745941162","2.761399745941162"
"17439","87194","87194","87194","2.0969669818878174","2.0969669818878174","2.0969669818878174"
"17444","87219","87219","87219","2.5867199897766113","2.5867199897766113","2.5867199897766113"
"17455","87274","87274","87274","2.3666796684265137","2.3666796684265137","2.3666796684265137"
"17460","87299","87299","87299","2.8484411239624023","2.8484411239624023","2.8484411239624023"
"17472","87359","87359","87359","2.474277973175049","2.474277973175049","2.474277973175049"
"17474","87369","87369","87369","2.3389861583709717","2.3389861583709717","2.3389861583709717"
"17475","87374","87374","87374","2.3383572101593018","2.3383572101593018","2.3383572101593018"
"17477","87384","87384","87384","2.6752803325653076","2.6752803325653076","2.6752803325653076"
"17478","87389","87389","87389","2.3431975841522217","2.3431975841522217","2.3431975841522217"
"17499","87494","87494","87494","2.1959803104400635","2.1959803104400635","2.1959803104400635"
"17535","87674","87674","87674","2.522902488708496","2.522902488708496","2.522902488708496"
"17536","87679","87679","87679","2.697467803955078","2.697467803955078","2.697467803955078"
"17541","87704","87704","87704","2.4434549808502197","2.4434549808502197","2.4434549808502197"
"17563","87814","87814","87814","2.697357654571533","2.697357654571533","2.697357654571533"
"17565","87824","87824","87824","2.213615894317627","2.213615894317627","2.213615894317627"
"17576","87879","87879","87879","2.629354476928711","2.629354476928711","2.629354476928711"
"17586","87929","87929","87929","3.1656951904296875","3.1656951904296875","3.1656951904296875"
"17591","87954","87954","87954","2.0393741130828857","2.0393741130828857","2.0393741130828857"
"17628","88139","88139","88139","2.2374162673950195","2.2374162673950195","2.2374162673950195"
"17635","88174","88174","88174","2.0714304447174072","2.0714304447174072","2.0714304447174072"
"17643","88214","88214","88214","2.6889593601226807","2.6889593601226807","2.6889593601226807"
"17649","88244","88244","88244","2.591766834259033","2.591766834259033","2.591766834259033"
"17661","88304","88304","88304","1.9520070552825928","1.9520070552825928","1.9520070552825928"
"17667","88334","88334","88334","2.7842190265655518","2.7842190265655518","2.7842190265655518"
"17681","88404","88404","88404","2.206817865371704","2.206817865371704","2.206817865371704"
"17692","88459","88459","88459","2.1697709560394287","2.1697709560394287","2.1697709560394287"
"17701","88504","88504","88504","2.404984712600708","2.404984712600708","2.404984712600708"
"17703","88514","88514","88514","2.327153444290161","2.327153444290161","2.327153444290161"
"17709","88544","88544","88544","1.963987112045288","1.963987112045288","1.963987112045288"
"17712","88559","88559","88559","2.1984686851501465","2.1984686851501465","2.1984686851501465"
"17728","88639","88639","88639","2.4524238109588623","2.4524238109588623","2.4524238109588623"
"17737","88684","88684","88684","2.7786853313446045","2.7786853313446045","2.7786853313446045"
"17750","88749","88749","88749","2.7583513259887695","2.7583513259887695","2.7583513259887695"
"17787","88934","88934","88934","2.514416217803955","2.514416217803955","2.514416217803955"
"17789","88944","88944","88944","2.54386830329895","2.54386830329895","2.54386830329895"
"17802","89009","89009","89009","2.6165666580200195","2.6165666580200195","2.6165666580200195"
"17805","89024","89024","89024","2.77816104888916","2.77816104888916","2.77816104888916"
"17824","89119","89119","89119","2.024447202682495","2.024447202682495","2.024447202682495"
"17864","89319","89319","89319","2.748164653778076","2.748164653778076","2.748164653778076"
"17875","89374","89374","89374","2.406471014022827","2.406471014022827","2.406471014022827"
"17876","89379","89379","89379","2.0465803146362305","2.0465803146362305","2.0465803146362305"
"17878","89389","89389","89389","2.6006460189819336","2.6006460189819336","2.6006460189819336"
"17899","89494","89494","89494","2.537147283554077","2.537147283554077","2.537147283554077"
"17913","89564","89564","89564","2.0710580348968506","2.0710580348968506","2.0710580348968506"
"17927","89634","89634","89634","2.488403797149658","2.488403797149658","2.488403797149658"
"17996","89979","89979","89979","2.6544735431671143","2.6544735431671143","2.6544735431671143"
"18008","90039","90039","90039","2.2865118980407715","2.2865118980407715","2.2865118980407715"
"18013","90064","90064","90064","2.4290213584899902","2.4290213584899902","2.4290213584899902"
"18023","90114","90114","90114","2.530625820159912","2.530625820159912","2.530625820159912"
"18024","90119","90119","90119","2.471130132675171","2.471130132675171","2.471130132675171"
"18026","90129","90129","90129","2.211662530899048","2.211662530899048","2.211662530899048"
"18027","90134","90134","90134","2.338379383087158","2.338379383087158","2.338379383087158"
"18048","90239","90239","90239","2.867051839828491","2.867051839828491","2.867051839828491"
"18054","90269","90269","90269","2.336766004562378","2.336766004562378","2.336766004562378"
"18085","90424","90424","90424","1.8670365810394287","1.8670365810394287","1.8670365810394287"
"18091","90454","90454","90454","1.953223705291748","1.953223705291748","1.953223705291748"
"18095","90474","90474","90474","2.7458605766296387","2.7458605766296387","2.7458605766296387"
"18111","90554","90554","90554","2.476199150085449","2.476199150085449","2.476199150085449"
"18115","90574","90574","90574","2.2830939292907715","2.2830939292907715","2.2830939292907715"
"18118","90589","90589","90589","1.7774896621704102","1.7774896621704102","1.7774896621704102"
"18161","90804","90804","90804","2.3808517456054688","2.3808517456054688","2.3808517456054688"
"18165","90824","90824","90824","2.2466206550598145","2.2466206550598145","2.2466206550598145"
"18191","90954","90954","90954","2.2484130859375","2.2484130859375","2.2484130859375"
"18192","90959","90959","90959","2.006220579147339","2.006220579147339","2.006220579147339"
"18193","90964","90964","90964","2.4842844009399414","2.4842844009399414","2.4842844009399414"
"18197","90984","90984","90984","2.270688056945801","2.270688056945801","2.270688056945801"
"18209","91044","91044","91044","2.187962532043457","2.187962532043457","2.187962532043457"
"18245","91224","91224","91224","2.7387099266052246","2.7387099266052246","2.7387099266052246"
"18251","91254","91254","91254","2.868711471557617","2.868711471557617","2.868711471557617"
"18256","91279","91279","91279","2.1597979068756104","2.1597979068756104","2.1597979068756104"
"18280","91399","91399","91399","2.720020294189453","2.720020294189453","2.720020294189453"
"18300","91499","91499","91499","2.4566237926483154","2.4566237926483154","2.4566237926483154"
"18322","91609","91609","91609","2.120187997817993","2.120187997817993","2.120187997817993"
"18323","91614","91614","91614","2.9493465423583984","2.9493465423583984","2.9493465423583984"
"18332","91659","91659","91659","2.473583936691284","2.473583936691284","2.473583936691284"
"18335","91674","91674","91674","2.30631160736084","2.30631160736084","2.30631160736084"
"18342","91709","91709","91709","2.7071533203125","2.7071533203125","2.7071533203125"
"18344","91719","91719","91719","2.487710952758789","2.487710952758789","2.487710952758789"
"18349","91744","91744","91744","3.0246493816375732","3.0246493816375732","3.0246493816375732"
"18394","91969","91969","91969","2.4948651790618896","2.4948651790618896","2.4948651790618896"
"18410","92049","92049","92049","1.9389379024505615","1.9389379024505615","1.9389379024505615"
"18427","92134","92134","92134","1.781426191329956","1.781426191329956","1.781426191329956"
"18435","92174","92174","92174","2.2693440914154053","2.2693440914154053","2.2693440914154053"
"18445","92224","92224","92224","2.609100580215454","2.609100580215454","2.609100580215454"
"18452","92259","92259","92259","2.336259603500366","2.336259603500366","2.336259603500366"
"18472","92359","92359","92359","2.00223970413208","2.00223970413208","2.00223970413208"
"18473","92364","92364","92364","2.2198193073272705","2.2198193073272705","2.2198193073272705"
"18474","92369","92369","92369","2.5709550380706787","2.5709550380706787","2.5709550380706787"
"18480","92399","92399","92399","2.6439080238342285","2.6439080238342285","2.6439080238342285"
"18485","92424","92424","92424","2.2744193077087402","2.2744193077087402","2.2744193077087402"
"18499","92494","92494","92494","2.441457748413086","2.441457748413086","2.441457748413086"
"18513","92564","92564","92564","2.4015228748321533","2.4015228748321533","2.4015228748321533"
"18551","92754","92754","92754","2.139110565185547","2.139110565185547","2.139110565185547"
"18560","92799","92799","92799","1.934897780418396","1.934897780418396","1.934897780418396"
"18610","93049","93049","93049","2.5322883129119873","2.5322883129119873","2.5322883129119873"
"18612","93059","93059","93059","2.9125773906707764","2.9125773906707764","2.9125773906707764"
"18621","93104","93104","93104","2.3207998275756836","2.3207998275756836","2.3207998275756836"
"18631","93154","93154","93154","2.290828227996826","2.290828227996826","2.290828227996826"
"18667","93334","93334","93334","2.795034170150757","2.795034170150757","2.795034170150757"
"18668","93339","93339","93339","2.127624273300171","2.127624273300171","2.127624273300171"
"18695","93474","93474","93474","1.9262374639511108","1.9262374639511108","1.9262374639511108"
"18696","93479","93479","93479","2.8532471656799316","2.8532471656799316","2.8532471656799316"
"18703","93514","93514","93514","2.483308792114258","2.483308792114258","2.483308792114258"
"18710","93549","93549","93549","2.191499710083008","2.191499710083008","2.191499710083008"
"18722","93609","93609","93609","2.3316309452056885","2.3316309452056885","2.3316309452056885"
"18733","93664","93664","93664","2.414222002029419","2.414222002029419","2.414222002029419"
"18735","93674","93674","93674","2.2249643802642822","2.2249643802642822","2.2249643802642822"
"18761","93804","93804","93804","2.0019733905792236","2.0019733905792236","2.0019733905792236"
"18765","93824","93824","93824","2.7661726474761963","2.7661726474761963","2.7661726474761963"
"18774","93869","93869","93869","2.5367848873138428","2.5367848873138428","2.5367848873138428"
"18799","93994","93994","93994","2.8878495693206787","2.8878495693206787","2.8878495693206787"
"18802","94009","94009","94009","2.059964656829834","2.059964656829834","2.059964656829834"
"18811","94054","94054","94054","2.6623756885528564","2.6623756885528564","2.6623756885528564"
"18818","94089","94089","94089","2.7787909507751465","2.7787909507751465","2.7787909507751465"
"18839","94194","94194","94194","1.8709381818771362","1.8709381818771362","1.8709381818771362"
"18863","94314","94314","94314","2.4291162490844727","2.4291162490844727","2.4291162490844727"
"18865","94324","94324","94324","2.1099910736083984","2.1099910736083984","2.1099910736083984"
"18872","94359","94359","94359","2.519165515899658","2.519165515899658","2.519165515899658"
"18888","94439","94439","94439","2.273008346557617","2.273008346557617","2.273008346557617"
"18892","94459","94459","94459","2.231232166290283","2.231232166290283","2.231232166290283"
"18898","94489","94489","94489","2.8275363445281982","2.8275363445281982","2.8275363445281982"
"18906","94529","94529","94529","2.014071226119995","2.014071226119995","2.014071226119995"
"18907","94534","94534","94534","2.0912060737609863","2.0912060737609863","2.0912060737609863"
"18919","94594","94594","94594","1.731404423713684","1.731404423713684","1.731404423713684"
"18928","94639","94639","94639","2.256042718887329","2.256042718887329","2.256042718887329"
"18963","94814","94814","94814","2.4121387004852295","2.4121387004852295","2.4121387004852295"
"18986","94929","94929","94929","1.6441218852996826","1.6441218852996826","1.6441218852996826"
"18997","94984","94984","94984","2.2819836139678955","2.2819836139678955","2.2819836139678955"
"19028","95139","95139","95139","2.4378957748413086","2.4378957748413086","2.4378957748413086"
"19051","95254","95254","95254","2.0852065086364746","2.0852065086364746","2.0852065086364746"
"19057","95284","95284","95284","2.645543336868286","2.645543336868286","2.645543336868286"
"19058","95289","95289","95289","2.2721712589263916","2.2721712589263916","2.2721712589263916"
"19067","95334","95334","95334","2.624271869659424","2.624271869659424","2.624271869659424"
"19071","95354","95354","95354","2.905709981918335","2.905709981918335","2.905709981918335"
"19080","95399","95399","95399","2.716008186340332","2.716008186340332","2.716008186340332"
"19088","95439","95439","95439","2.667471408843994","2.667471408843994","2.667471408843994"
"19095","95474","95474","95474","2.4817934036254883","2.4817934036254883","2.4817934036254883"
"19097","95484","95484","95484","2.0578150749206543","2.0578150749206543","2.0578150749206543"
"19101","95504","95504","95504","2.0417063236236572","2.0417063236236572","2.0417063236236572"
"19109","95544","95544","95544","2.766685724258423","2.766685724258423","2.766685724258423"
"19114","95569","95569","95569","2.294261932373047","2.294261932373047","2.294261932373047"
"19117","95584","95584","95584","2.4297144412994385","2.4297144412994385","2.4297144412994385"
"19139","95694","95694","95694","2.8030948638916016","2.8030948638916016","2.8030948638916016"
"19147","95734","95734","95734","2.0148770809173584","2.0148770809173584","2.0148770809173584"
"19154","95769","95769","95769","1.9591896533966064","1.9591896533966064","1.9591896533966064"
"19163","95814","95814","95814","2.1786844730377197","2.1786844730377197","2.1786844730377197"
"19204","96019","96019","96019","2.7141804695129395","2.7141804695129395","2.7141804695129395"
"19210","96049","96049","96049","3.020998239517212","3.020998239517212","3.020998239517212"
"19244","96219","96219","96219","1.6113070249557495","1.6113070249557495","1.6113070249557495"
"19261","96304","96304","96304","2.4850451946258545","2.4850451946258545","2.4850451946258545"
"19265","96324","96324","96324","2.5227396488189697","2.5227396488189697","2.5227396488189697"
"19269","96344","96344","96344","2.630573272705078","2.630573272705078","2.630573272705078"
"19273","96364","96364","96364","2.0902352333068848","2.0902352333068848","2.0902352333068848"
"19279","96394","96394","96394","2.4249675273895264","2.4249675273895264","2.4249675273895264"
"19290","96449","96449","96449","2.452010154724121","2.452010154724121","2.452010154724121"
"19297","96484","96484","96484","2.353139877319336","2.353139877319336","2.353139877319336"
"19308","96539","96539","96539","2.185115098953247","2.185115098953247","2.185115098953247"
"19324","96619","96619","96619","2.256246566772461","2.256246566772461","2.256246566772461"
"19332","96659","96659","96659","2.4829840660095215","2.4829840660095215","2.4829840660095215"
"19339","96694","96694","96694","1.9123836755752563","1.9123836755752563","1.9123836755752563"
"19365","96824","96824","96824","2.1409637928009033","2.1409637928009033","2.1409637928009033"
"19369","96844","96844","96844","2.938847780227661","2.938847780227661","2.938847780227661"
"19371","96854","96854","96854","1.9841614961624146","1.9841614961624146","1.9841614961624146"
"19376","96879","96879","96879","2.252901792526245","2.252901792526245","2.252901792526245"
"19377","96884","96884","96884","2.6134510040283203","2.6134510040283203","2.6134510040283203"
"19401","97004","97004","97004","2.5065174102783203","2.5065174102783203","2.5065174102783203"
"19402","97009","97009","97009","2.3538503646850586","2.3538503646850586","2.3538503646850586"
"19410","97049","97049","97049","2.3703694343566895","2.3703694343566895","2.3703694343566895"
"19413","97064","97064","97064","2.323808193206787","2.323808193206787","2.323808193206787"
"19415","97074","97074","97074","2.756193161010742","2.756193161010742","2.756193161010742"
"19426","97129","97129","97129","2.2371606826782227","2.2371606826782227","2.2371606826782227"
"19430","97149","97149","97149","1.996549367904663","1.996549367904663","1.996549367904663"
"19431","97154","97154","97154","2.483675718307495","2.483675718307495","2.483675718307495"
"19439","97194","97194","97194","2.150620698928833","2.150620698928833","2.150620698928833"
"19448","97239","97239","97239","2.624295473098755","2.624295473098755","2.624295473098755"
"19465","97324","97324","97324","2.0721240043640137","2.0721240043640137","2.0721240043640137"
"19490","97449","97449","97449","2.2605533599853516","2.2605533599853516","2.2605533599853516"
"19506","97529","97529","97529","2.5962533950805664","2.5962533950805664","2.5962533950805664"
"19567","97834","97834","97834","1.9168055057525635","1.9168055057525635","1.9168055057525635"
"19593","97964","97964","97964","1.8348294496536255","1.8348294496536255","1.8348294496536255"
"19617","98084","98084","98084","2.6222779750823975","2.6222779750823975","2.6222779750823975"
"19624","98119","98119","98119","2.9550909996032715","2.9550909996032715","2.9550909996032715"
"19644","98219","98219","98219","2.8021888732910156","2.8021888732910156","2.8021888732910156"
"19647","98234","98234","98234","2.0215585231781006","2.0215585231781006","2.0215585231781006"
"19657","98284","98284","98284","1.9423354864120483","1.9423354864120483","1.9423354864120483"
"19661","98304","98304","98304","1.8581119775772095","1.8581119775772095","1.8581119775772095"
"19679","98394","98394","98394","2.6698570251464844","2.6698570251464844","2.6698570251464844"
"19683","98414","98414","98414","2.6256263256073","2.6256263256073","2.6256263256073"
"19687","98434","98434","98434","2.247993230819702","2.247993230819702","2.247993230819702"
"19705","98524","98524","98524","2.0551869869232178","2.0551869869232178","2.0551869869232178"
"19724","98619","98619","98619","2.041167736053467","2.041167736053467","2.041167736053467"
"19738","98689","98689","98689","2.5429091453552246","2.5429091453552246","2.5429091453552246"
"19744","98719","98719","98719","2.783277750015259","2.783277750015259","2.783277750015259"
"19750","98749","98749","98749","2.333491802215576","2.333491802215576","2.333491802215576"
"19770","98849","98849","98849","2.59023380279541","2.59023380279541","2.59023380279541"
"19772","98859","98859","98859","2.3536765575408936","2.3536765575408936","2.3536765575408936"
"19778","98889","98889","98889","2.8084847927093506","2.8084847927093506","2.8084847927093506"
"19813","99064","99064","99064","2.603050470352173","2.603050470352173","2.603050470352173"
"19814","99069","99069","99069","3.767550230026245","3.767550230026245","3.767550230026245"
"19817","99084","99084","99084","1.7714335918426514","1.7714335918426514","1.7714335918426514"
"19835","99174","99174","99174","2.3347485065460205","2.3347485065460205","2.3347485065460205"
"19867","99334","99334","99334","2.680628776550293","2.680628776550293","2.680628776550293"
"19892","99459","99459","99459","2.21234130859375","2.21234130859375","2.21234130859375"
"19895","99474","99474","99474","2.331940174102783","2.331940174102783","2.331940174102783"
"19901","99504","99504","99504","2.9547030925750732","2.9547030925750732","2.9547030925750732"
"19909","99544","99544","99544","1.9746840000152588","1.9746840000152588","1.9746840000152588"
"19945","99724","99724","99724","2.865893602371216","2.865893602371216","2.865893602371216"
"19954","99769","99769","99769","2.4485361576080322","2.4485361576080322","2.4485361576080322"
"19975","99874","99874","99874","2.202112913131714","2.202112913131714","2.202112913131714"
"20011","100054","100054","100054","2.316682815551758","2.316682815551758","2.316682815551758"
"20025","100124","100124","100124","2.5977282524108887","2.5977282524108887","2.5977282524108887"
"20030","100149","100149","100149","2.854950189590454","2.854950189590454","2.854950189590454"
"20042","100209","100209","100209","2.3056983947753906","2.3056983947753906","2.3056983947753906"
"20053","100264","100264","100264","2.6405601501464844","2.6405601501464844","2.6405601501464844"
"20063","100314","100314","100314","2.5744516849517822","2.5744516849517822","2.5744516849517822"
"20069","100344","100344","100344","2.0018248558044434","2.0018248558044434","2.0018248558044434"
"20079","100394","100394","100394","2.313936948776245","2.313936948776245","2.313936948776245"
"20084","100419","100419","100419","2.585110902786255","2.585110902786255","2.585110902786255"
"20092","100459","100459","100459","2.753375291824341","2.753375291824341","2.753375291824341"
"20100","100499","100499","100499","2.289482593536377","2.289482593536377","2.289482593536377"
"20123","100614","100614","100614","2.0968427658081055","2.0968427658081055","2.0968427658081055"
"20126","100629","100629","100629","2.8643152713775635","2.8643152713775635","2.8643152713775635"
"20142","100709","100709","100709","2.5749053955078125","2.5749053955078125","2.5749053955078125"
"20150","100749","100749","100749","1.9911611080169678","1.9911611080169678","1.9911611080169678"
"20166","100829","100829","100829","2.873781442642212","2.873781442642212","2.873781442642212"
"20168","100839","100839","100839","2.1489129066467285","2.1489129066467285","2.1489129066467285"
"20222","101109","101109","101109","2.7331836223602295","2.7331836223602295","2.7331836223602295"
"20264","101319","101319","101319","1.9893733263015747","1.9893733263015747","1.9893733263015747"
"20267","101334","101334","101334","1.9773128032684326","1.9773128032684326","1.9773128032684326"
"20284","101419","101419","101419","1.974833369255066","1.974833369255066","1.974833369255066"
"20286","101429","101429","101429","2.991682291030884","2.991682291030884","2.991682291030884"
"20293","101464","101464","101464","2.6837525367736816","2.6837525367736816","2.6837525367736816"
"20388","101939","101939","101939","2.55224347114563","2.55224347114563","2.55224347114563"
"20402","102009","102009","102009","2.5893728733062744","2.5893728733062744","2.5893728733062744"
"20403","102014","102014","102014","2.419616937637329","2.419616937637329","2.419616937637329"
"20408","102039","102039","102039","2.3197226524353027","2.3197226524353027","2.3197226524353027"
"20412","102059","102059","102059","1.9725933074951172","1.9725933074951172","1.9725933074951172"
"20422","102109","102109","102109","2.182222843170166","2.182222843170166","2.182222843170166"
"20425","102124","102124","102124","2.044259548187256","2.044259548187256","2.044259548187256"
"20440","102199","102199","102199","2.597200632095337","2.597200632095337","2.597200632095337"
"20454","102269","102269","102269","2.854973793029785","2.854973793029785","2.854973793029785"
"20479","102394","102394","102394","2.0775399208068848","2.0775399208068848","2.0775399208068848"
"20484","102419","102419","102419","2.6497104167938232","2.6497104167938232","2.6497104167938232"
"20500","102499","102499","102499","2.4249813556671143","2.4249813556671143","2.4249813556671143"
"20508","102539","102539","102539","2.470510721206665","2.470510721206665","2.470510721206665"
"20510","102549","102549","102549","2.778113603591919","2.778113603591919","2.778113603591919"
"20542","102709","102709","102709","2.0055766105651855","2.0055766105651855","2.0055766105651855"
"20546","102729","102729","102729","2.1716806888580322","2.1716806888580322","2.1716806888580322"
"20561","102804","102804","102804","2.4780430793762207","2.4780430793762207","2.4780430793762207"
"20563","102814","102814","102814","2.645616292953491","2.645616292953491","2.645616292953491"
