"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Total loss","run-multi-task-without-debiasing - Total loss__MIN","run-multi-task-without-debiasing - Total loss__MAX"
"31534","157665","157665","157665","2.9593493938446045","2.9593493938446045","2.9593493938446045"
"31553","157760","157760","157760","3.856253147125244","3.856253147125244","3.856253147125244"
"31568","157835","157835","157835","7.058440208435059","7.058440208435059","7.058440208435059"
"31575","157870","157870","157870","3.5034072399139404","3.5034072399139404","3.5034072399139404"
"31576","157875","157875","157875","4.960482120513916","4.960482120513916","4.960482120513916"
"31597","157980","157980","157980","3.9259326457977295","3.9259326457977295","3.9259326457977295"
"31621","158100","158100","158100","3.5938405990600586","3.5938405990600586","3.5938405990600586"
"31635","158170","158170","158170","4.215814113616943","4.215814113616943","4.215814113616943"
"31652","158255","158255","158255","3.4323744773864746","3.4323744773864746","3.4323744773864746"
"31660","158295","158295","158295","3.3600192070007324","3.3600192070007324","3.3600192070007324"
"31664","158315","158315","158315","4.873509407043457","4.873509407043457","4.873509407043457"
"31672","158355","158355","158355","3.293372392654419","3.293372392654419","3.293372392654419"
"31706","158525","158525","158525","2.917865753173828","2.917865753173828","2.917865753173828"
"31712","158555","158555","158555","3.602795362472534","3.602795362472534","3.602795362472534"
"31756","158775","158775","158775","2.722165107727051","2.722165107727051","2.722165107727051"
"31763","158810","158810","158810","4.464781761169434","4.464781761169434","4.464781761169434"
"31766","158825","158825","158825","4.014024257659912","4.014024257659912","4.014024257659912"
"31821","159100","159100","159100","3.0278172492980957","3.0278172492980957","3.0278172492980957"
"31831","159150","159150","159150","2.4681429862976074","2.4681429862976074","2.4681429862976074"
"31854","159265","159265","159265","2.9367361068725586","2.9367361068725586","2.9367361068725586"
"31862","159305","159305","159305","3.3810172080993652","3.3810172080993652","3.3810172080993652"
"31878","159385","159385","159385","4.6428422927856445","4.6428422927856445","4.6428422927856445"
"31882","159405","159405","159405","3.1469242572784424","3.1469242572784424","3.1469242572784424"
"31909","159540","159540","159540","3.4208712577819824","3.4208712577819824","3.4208712577819824"
"31912","159555","159555","159555","2.810502767562866","2.810502767562866","2.810502767562866"
"31917","159580","159580","159580","3.850581645965576","3.850581645965576","3.850581645965576"
"31951","159750","159750","159750","4.654084205627441","4.654084205627441","4.654084205627441"
"31953","159760","159760","159760","3.6190409660339355","3.6190409660339355","3.6190409660339355"
"31979","159890","159890","159890","3.3338613510131836","3.3338613510131836","3.3338613510131836"
"31981","159900","159900","159900","3.360163688659668","3.360163688659668","3.360163688659668"
"31990","159945","159945","159945","3.1127498149871826","3.1127498149871826","3.1127498149871826"
"31997","159980","159980","159980","4.042295932769775","4.042295932769775","4.042295932769775"
"32004","160015","160015","160015","2.818190574645996","2.818190574645996","2.818190574645996"
"32007","160030","160030","160030","3.3475518226623535","3.3475518226623535","3.3475518226623535"
"32018","160085","160085","160085","3.008023738861084","3.008023738861084","3.008023738861084"
"32037","160180","160180","160180","3.04376482963562","3.04376482963562","3.04376482963562"
"32041","160200","160200","160200","3.4606237411499023","3.4606237411499023","3.4606237411499023"
"32048","160235","160235","160235","2.9640376567840576","2.9640376567840576","2.9640376567840576"
"32055","160270","160270","160270","3.095014810562134","3.095014810562134","3.095014810562134"
"32065","160320","160320","160320","2.7090516090393066","2.7090516090393066","2.7090516090393066"
"32067","160330","160330","160330","5.628019332885742","5.628019332885742","5.628019332885742"
"32074","160365","160365","160365","4.590422630310059","4.590422630310059","4.590422630310059"
"32098","160485","160485","160485","2.4763479232788086","2.4763479232788086","2.4763479232788086"
"32109","160540","160540","160540","4.030195713043213","4.030195713043213","4.030195713043213"
"32110","160545","160545","160545","3.877532482147217","3.877532482147217","3.877532482147217"
"32113","160560","160560","160560","3.1380977630615234","3.1380977630615234","3.1380977630615234"
"32117","160580","160580","160580","3.53684663772583","3.53684663772583","3.53684663772583"
"32123","160610","160610","160610","3.9755759239196777","3.9755759239196777","3.9755759239196777"
"32127","160630","160630","160630","3.2122080326080322","3.2122080326080322","3.2122080326080322"
"32133","160660","160660","160660","4.374761581420898","4.374761581420898","4.374761581420898"
"32144","160715","160715","160715","3.3177218437194824","3.3177218437194824","3.3177218437194824"
"32153","160760","160760","160760","2.71488618850708","2.71488618850708","2.71488618850708"
"32210","161045","161045","161045","2.582034111022949","2.582034111022949","2.582034111022949"
"32266","161325","161325","161325","4.268487930297852","4.268487930297852","4.268487930297852"
"32273","161360","161360","161360","3.6772451400756836","3.6772451400756836","3.6772451400756836"
"32275","161370","161370","161370","3.1823792457580566","3.1823792457580566","3.1823792457580566"
"32277","161380","161380","161380","4.583985328674316","4.583985328674316","4.583985328674316"
"32279","161390","161390","161390","3.8595619201660156","3.8595619201660156","3.8595619201660156"
"32298","161485","161485","161485","5.5019989013671875","5.5019989013671875","5.5019989013671875"
"32302","161505","161505","161505","3.9655139446258545","3.9655139446258545","3.9655139446258545"
"32318","161585","161585","161585","3.6908793449401855","3.6908793449401855","3.6908793449401855"
"32321","161600","161600","161600","4.986323356628418","4.986323356628418","4.986323356628418"
"32322","161605","161605","161605","4.680009841918945","4.680009841918945","4.680009841918945"
"32331","161650","161650","161650","3.380321502685547","3.380321502685547","3.380321502685547"
"32400","161995","161995","161995","3.6277999877929688","3.6277999877929688","3.6277999877929688"
"32410","162045","162045","162045","4.2675299644470215","4.2675299644470215","4.2675299644470215"
"32413","162060","162060","162060","3.5740551948547363","3.5740551948547363","3.5740551948547363"
"32418","162085","162085","162085","2.4655873775482178","2.4655873775482178","2.4655873775482178"
"32419","162090","162090","162090","5.498942852020264","5.498942852020264","5.498942852020264"
"32430","162145","162145","162145","2.9023547172546387","2.9023547172546387","2.9023547172546387"
"32434","162165","162165","162165","2.8302693367004395","2.8302693367004395","2.8302693367004395"
"32436","162175","162175","162175","2.609745740890503","2.609745740890503","2.609745740890503"
"32451","162250","162250","162250","4.446584224700928","4.446584224700928","4.446584224700928"
"32455","162270","162270","162270","2.957249641418457","2.957249641418457","2.957249641418457"
"32462","162305","162305","162305","3.18026065826416","3.18026065826416","3.18026065826416"
"32480","162395","162395","162395","3.7849857807159424","3.7849857807159424","3.7849857807159424"
"32481","162400","162400","162400","2.476229190826416","2.476229190826416","2.476229190826416"
"32484","162415","162415","162415","2.853806972503662","2.853806972503662","2.853806972503662"
"32494","162465","162465","162465","3.318655252456665","3.318655252456665","3.318655252456665"
"32505","162520","162520","162520","3.9377379417419434","3.9377379417419434","3.9377379417419434"
"32527","162630","162630","162630","3.5921976566314697","3.5921976566314697","3.5921976566314697"
"32531","162650","162650","162650","3.0080959796905518","3.0080959796905518","3.0080959796905518"
"32535","162670","162670","162670","3.940131664276123","3.940131664276123","3.940131664276123"
"32541","162700","162700","162700","4.060479164123535","4.060479164123535","4.060479164123535"
"32554","162765","162765","162765","2.930070638656616","2.930070638656616","2.930070638656616"
"32565","162820","162820","162820","3.8110897541046143","3.8110897541046143","3.8110897541046143"
"32594","162965","162965","162965","3.015956401824951","3.015956401824951","3.015956401824951"
"32595","162970","162970","162970","3.2384328842163086","3.2384328842163086","3.2384328842163086"
"32613","163060","163060","163060","2.773164749145508","2.773164749145508","2.773164749145508"
"32623","163110","163110","163110","2.3199989795684814","2.3199989795684814","2.3199989795684814"
"32625","163120","163120","163120","4.526859283447266","4.526859283447266","4.526859283447266"
"32636","163175","163175","163175","3.654756546020508","3.654756546020508","3.654756546020508"
"32642","163205","163205","163205","3.607560634613037","3.607560634613037","3.607560634613037"
"32643","163210","163210","163210","3.0655014514923096","3.0655014514923096","3.0655014514923096"
"32674","163365","163365","163365","2.717517852783203","2.717517852783203","2.717517852783203"
"32731","163650","163650","163650","3.5893945693969727","3.5893945693969727","3.5893945693969727"
"32738","163685","163685","163685","4.357290267944336","4.357290267944336","4.357290267944336"
"32751","163750","163750","163750","4.352251052856445","4.352251052856445","4.352251052856445"
"32756","163775","163775","163775","4.105175495147705","4.105175495147705","4.105175495147705"
"32757","163780","163780","163780","3.700608968734741","3.700608968734741","3.700608968734741"
"32758","163785","163785","163785","4.086586952209473","4.086586952209473","4.086586952209473"
"32762","163805","163805","163805","3.6406939029693604","3.6406939029693604","3.6406939029693604"
"32782","163905","163905","163905","3.6494271755218506","3.6494271755218506","3.6494271755218506"
"32788","163935","163935","163935","3.3981800079345703","3.3981800079345703","3.3981800079345703"
"32810","164045","164045","164045","3.323199987411499","3.323199987411499","3.323199987411499"
"32817","164080","164080","164080","5.022000789642334","5.022000789642334","5.022000789642334"
"32825","164120","164120","164120","3.2266640663146973","3.2266640663146973","3.2266640663146973"
"32828","164135","164135","164135","5.101524353027344","5.101524353027344","5.101524353027344"
"32868","164335","164335","164335","3.8601009845733643","3.8601009845733643","3.8601009845733643"
"32892","164455","164455","164455","3.814633846282959","3.814633846282959","3.814633846282959"
"32913","164560","164560","164560","3.9199297428131104","3.9199297428131104","3.9199297428131104"
"32929","164640","164640","164640","3.9844436645507812","3.9844436645507812","3.9844436645507812"
"32936","164675","164675","164675","3.0640134811401367","3.0640134811401367","3.0640134811401367"
"32938","164685","164685","164685","2.5802998542785645","2.5802998542785645","2.5802998542785645"
"32949","164740","164740","164740","4.985500812530518","4.985500812530518","4.985500812530518"
"32957","164780","164780","164780","3.50459361076355","3.50459361076355","3.50459361076355"
"33017","165080","165080","165080","3.83889102935791","3.83889102935791","3.83889102935791"
"33026","165125","165125","165125","2.950361967086792","2.950361967086792","2.950361967086792"
"33053","165260","165260","165260","3.844916820526123","3.844916820526123","3.844916820526123"
"33069","165340","165340","165340","3.11790132522583","3.11790132522583","3.11790132522583"
"33070","165345","165345","165345","3.1988959312438965","3.1988959312438965","3.1988959312438965"
"33096","165475","165475","165475","3.6816787719726562","3.6816787719726562","3.6816787719726562"
"33107","165530","165530","165530","2.9698328971862793","2.9698328971862793","2.9698328971862793"
"33120","165595","165595","165595","3.3777782917022705","3.3777782917022705","3.3777782917022705"
"33124","165615","165615","165615","4.3502326011657715","4.3502326011657715","4.3502326011657715"
"33136","165675","165675","165675","4.3566789627075195","4.3566789627075195","4.3566789627075195"
"33158","165785","165785","165785","2.860708713531494","2.860708713531494","2.860708713531494"
"33164","165815","165815","165815","4.994929313659668","4.994929313659668","4.994929313659668"
"33174","165865","165865","165865","2.3901100158691406","2.3901100158691406","2.3901100158691406"
"33185","165920","165920","165920","4.535215377807617","4.535215377807617","4.535215377807617"
"33193","165960","165960","165960","2.857243537902832","2.857243537902832","2.857243537902832"
"33224","166115","166115","166115","3.2938477993011475","3.2938477993011475","3.2938477993011475"
"33227","166130","166130","166130","4.6408820152282715","4.6408820152282715","4.6408820152282715"
"33262","166305","166305","166305","2.8589699268341064","2.8589699268341064","2.8589699268341064"
"33307","166530","166530","166530","3.3484506607055664","3.3484506607055664","3.3484506607055664"
"33310","166545","166545","166545","2.976139545440674","2.976139545440674","2.976139545440674"
"33319","166590","166590","166590","3.539275646209717","3.539275646209717","3.539275646209717"
"33325","166620","166620","166620","3.590277671813965","3.590277671813965","3.590277671813965"
"33335","166670","166670","166670","3.805600166320801","3.805600166320801","3.805600166320801"
"33341","166700","166700","166700","3.784116506576538","3.784116506576538","3.784116506576538"
"33352","166755","166755","166755","3.880582332611084","3.880582332611084","3.880582332611084"
"33427","167130","167130","167130","5.1861252784729","5.1861252784729","5.1861252784729"
"33438","167185","167185","167185","2.8401708602905273","2.8401708602905273","2.8401708602905273"
"33458","167285","167285","167285","2.913552761077881","2.913552761077881","2.913552761077881"
"33463","167310","167310","167310","3.3363938331604004","3.3363938331604004","3.3363938331604004"
"33501","167500","167500","167500","2.8743605613708496","2.8743605613708496","2.8743605613708496"
"33512","167555","167555","167555","3.383678436279297","3.383678436279297","3.383678436279297"
"33518","167585","167585","167585","5.085899353027344","5.085899353027344","5.085899353027344"
"33557","167780","167780","167780","5.0741963386535645","5.0741963386535645","5.0741963386535645"
"33563","167810","167810","167810","3.3325252532958984","3.3325252532958984","3.3325252532958984"
"33571","167850","167850","167850","3.103457450866699","3.103457450866699","3.103457450866699"
"33574","167865","167865","167865","3.5785610675811768","3.5785610675811768","3.5785610675811768"
"33580","167895","167895","167895","3.6396281719207764","3.6396281719207764","3.6396281719207764"
"33582","167905","167905","167905","2.917755126953125","2.917755126953125","2.917755126953125"
"33611","168050","168050","168050","3.9904775619506836","3.9904775619506836","3.9904775619506836"
"33626","168125","168125","168125","2.284693479537964","2.284693479537964","2.284693479537964"
"33666","168325","168325","168325","2.7676029205322266","2.7676029205322266","2.7676029205322266"
"33686","168425","168425","168425","3.1703078746795654","3.1703078746795654","3.1703078746795654"
"33713","168560","168560","168560","2.9869353771209717","2.9869353771209717","2.9869353771209717"
"33714","168565","168565","168565","3.3518571853637695","3.3518571853637695","3.3518571853637695"
"33715","168570","168570","168570","4.427811622619629","4.427811622619629","4.427811622619629"
"33726","168625","168625","168625","4.091773986816406","4.091773986816406","4.091773986816406"
"33741","168700","168700","168700","4.355614185333252","4.355614185333252","4.355614185333252"
"33746","168725","168725","168725","3.7040512561798096","3.7040512561798096","3.7040512561798096"
"33751","168750","168750","168750","2.0762808322906494","2.0762808322906494","2.0762808322906494"
"33765","168820","168820","168820","3.174469470977783","3.174469470977783","3.174469470977783"
"33771","168850","168850","168850","3.2601845264434814","3.2601845264434814","3.2601845264434814"
"33782","168905","168905","168905","2.863569498062134","2.863569498062134","2.863569498062134"
"33789","168940","168940","168940","2.69307279586792","2.69307279586792","2.69307279586792"
"33802","169005","169005","169005","3.2991952896118164","3.2991952896118164","3.2991952896118164"
"33808","169035","169035","169035","3.4883480072021484","3.4883480072021484","3.4883480072021484"
"33810","169045","169045","169045","4.445106029510498","4.445106029510498","4.445106029510498"
"33824","169115","169115","169115","2.9386119842529297","2.9386119842529297","2.9386119842529297"
"33843","169210","169210","169210","2.4865856170654297","2.4865856170654297","2.4865856170654297"
"33853","169260","169260","169260","3.196671485900879","3.196671485900879","3.196671485900879"
"33858","169285","169285","169285","3.874913215637207","3.874913215637207","3.874913215637207"
"33874","169365","169365","169365","3.2012991905212402","3.2012991905212402","3.2012991905212402"
"33875","169370","169370","169370","3.41787052154541","3.41787052154541","3.41787052154541"
"33895","169470","169470","169470","3.2531380653381348","3.2531380653381348","3.2531380653381348"
"33902","169505","169505","169505","4.7206830978393555","4.7206830978393555","4.7206830978393555"
"33905","169520","169520","169520","1.9272005558013916","1.9272005558013916","1.9272005558013916"
"33916","169575","169575","169575","3.8228323459625244","3.8228323459625244","3.8228323459625244"
"33931","169650","169650","169650","3.0621185302734375","3.0621185302734375","3.0621185302734375"
"33940","169695","169695","169695","2.6898088455200195","2.6898088455200195","2.6898088455200195"
"33963","169810","169810","169810","3.1871304512023926","3.1871304512023926","3.1871304512023926"
"33977","169880","169880","169880","2.535449266433716","2.535449266433716","2.535449266433716"
"34008","170035","170035","170035","2.93662691116333","2.93662691116333","2.93662691116333"
"34013","170060","170060","170060","2.206023931503296","2.206023931503296","2.206023931503296"
"34036","170175","170175","170175","3.699643611907959","3.699643611907959","3.699643611907959"
"34040","170195","170195","170195","3.660069227218628","3.660069227218628","3.660069227218628"
"34043","170210","170210","170210","3.442563533782959","3.442563533782959","3.442563533782959"
"34051","170250","170250","170250","3.097517490386963","3.097517490386963","3.097517490386963"
"34063","170310","170310","170310","4.439472198486328","4.439472198486328","4.439472198486328"
"34083","170410","170410","170410","2.3848142623901367","2.3848142623901367","2.3848142623901367"
"34094","170465","170465","170465","3.312814235687256","3.312814235687256","3.312814235687256"
"34097","170480","170480","170480","3.100773811340332","3.100773811340332","3.100773811340332"
"34098","170485","170485","170485","4.158713340759277","4.158713340759277","4.158713340759277"
"34101","170500","170500","170500","2.8483986854553223","2.8483986854553223","2.8483986854553223"
"34123","170610","170610","170610","4.6035661697387695","4.6035661697387695","4.6035661697387695"
"34127","170630","170630","170630","2.790794849395752","2.790794849395752","2.790794849395752"
"34130","170645","170645","170645","5.131330490112305","5.131330490112305","5.131330490112305"
"34143","170710","170710","170710","3.329468250274658","3.329468250274658","3.329468250274658"
"34165","170820","170820","170820","3.729980230331421","3.729980230331421","3.729980230331421"
"34166","170825","170825","170825","3.614199638366699","3.614199638366699","3.614199638366699"
"34178","170885","170885","170885","2.862440586090088","2.862440586090088","2.862440586090088"
"34215","171070","171070","171070","3.228642463684082","3.228642463684082","3.228642463684082"
"34240","171195","171195","171195","3.3007516860961914","3.3007516860961914","3.3007516860961914"
"34247","171230","171230","171230","3.0826914310455322","3.0826914310455322","3.0826914310455322"
"34248","171235","171235","171235","2.5192739963531494","2.5192739963531494","2.5192739963531494"
"34269","171340","171340","171340","2.71915340423584","2.71915340423584","2.71915340423584"
"34271","171350","171350","171350","4.35483980178833","4.35483980178833","4.35483980178833"
"34304","171515","171515","171515","3.323281764984131","3.323281764984131","3.323281764984131"
"34310","171545","171545","171545","3.495271921157837","3.495271921157837","3.495271921157837"
"34335","171670","171670","171670","4.092713832855225","4.092713832855225","4.092713832855225"
"34347","171730","171730","171730","3.7019896507263184","3.7019896507263184","3.7019896507263184"
"34394","171965","171965","171965","3.8675425052642822","3.8675425052642822","3.8675425052642822"
"34401","172000","172000","172000","3.3241748809814453","3.3241748809814453","3.3241748809814453"
"34417","172080","172080","172080","3.33644437789917","3.33644437789917","3.33644437789917"
"34426","172125","172125","172125","3.2271933555603027","3.2271933555603027","3.2271933555603027"
"34457","172280","172280","172280","3.5335500240325928","3.5335500240325928","3.5335500240325928"
"34485","172420","172420","172420","3.097867012023926","3.097867012023926","3.097867012023926"
"34496","172475","172475","172475","3.8157763481140137","3.8157763481140137","3.8157763481140137"
"34502","172505","172505","172505","4.213836669921875","4.213836669921875","4.213836669921875"
"34523","172610","172610","172610","4.070796966552734","4.070796966552734","4.070796966552734"
"34536","172675","172675","172675","2.3272268772125244","2.3272268772125244","2.3272268772125244"
"34545","172720","172720","172720","3.5274736881256104","3.5274736881256104","3.5274736881256104"
"34555","172770","172770","172770","2.898447036743164","2.898447036743164","2.898447036743164"
"34595","172970","172970","172970","2.758521795272827","2.758521795272827","2.758521795272827"
"34619","173090","173090","173090","2.9483389854431152","2.9483389854431152","2.9483389854431152"
"34628","173135","173135","173135","3.0865142345428467","3.0865142345428467","3.0865142345428467"
"34632","173155","173155","173155","3.6785969734191895","3.6785969734191895","3.6785969734191895"
"34642","173205","173205","173205","2.912545680999756","2.912545680999756","2.912545680999756"
"34661","173300","173300","173300","5.07334566116333","5.07334566116333","5.07334566116333"
"34663","173310","173310","173310","3.328185796737671","3.328185796737671","3.328185796737671"
"34694","173465","173465","173465","3.128689765930176","3.128689765930176","3.128689765930176"
"34700","173495","173495","173495","3.206162452697754","3.206162452697754","3.206162452697754"
"34722","173605","173605","173605","3.402310371398926","3.402310371398926","3.402310371398926"
"34750","173745","173745","173745","3.1729812622070312","3.1729812622070312","3.1729812622070312"
"34764","173815","173815","173815","3.2472622394561768","3.2472622394561768","3.2472622394561768"
"34783","173910","173910","173910","2.669365882873535","2.669365882873535","2.669365882873535"
"34812","174055","174055","174055","4.112672328948975","4.112672328948975","4.112672328948975"
"34819","174090","174090","174090","2.588068962097168","2.588068962097168","2.588068962097168"
"34836","174175","174175","174175","3.5201926231384277","3.5201926231384277","3.5201926231384277"
"34840","174195","174195","174195","3.4631690979003906","3.4631690979003906","3.4631690979003906"
"34846","174225","174225","174225","1.9810137748718262","1.9810137748718262","1.9810137748718262"
"34861","174300","174300","174300","3.201047420501709","3.201047420501709","3.201047420501709"
"34865","174320","174320","174320","3.0734171867370605","3.0734171867370605","3.0734171867370605"
"34869","174340","174340","174340","3.2106285095214844","3.2106285095214844","3.2106285095214844"
"34876","174375","174375","174375","2.844660758972168","2.844660758972168","2.844660758972168"
"34882","174405","174405","174405","3.717888832092285","3.717888832092285","3.717888832092285"
"34883","174410","174410","174410","3.162365198135376","3.162365198135376","3.162365198135376"
"34897","174480","174480","174480","3.005277156829834","3.005277156829834","3.005277156829834"
"34921","174600","174600","174600","2.8722705841064453","2.8722705841064453","2.8722705841064453"
"34946","174725","174725","174725","2.5948195457458496","2.5948195457458496","2.5948195457458496"
"34961","174800","174800","174800","3.281329393386841","3.281329393386841","3.281329393386841"
"34989","174940","174940","174940","3.451946973800659","3.451946973800659","3.451946973800659"
"34993","174960","174960","174960","4.816559791564941","4.816559791564941","4.816559791564941"
"35006","175025","175025","175025","2.9592342376708984","2.9592342376708984","2.9592342376708984"
"35020","175095","175095","175095","3.016195774078369","3.016195774078369","3.016195774078369"
"35029","175140","175140","175140","5.997753143310547","5.997753143310547","5.997753143310547"
"35070","175345","175345","175345","3.730518341064453","3.730518341064453","3.730518341064453"
"35071","175350","175350","175350","2.3418805599212646","2.3418805599212646","2.3418805599212646"
"35078","175385","175385","175385","2.8593688011169434","2.8593688011169434","2.8593688011169434"
"35087","175430","175430","175430","3.3497965335845947","3.3497965335845947","3.3497965335845947"
"35100","175495","175495","175495","2.431549549102783","2.431549549102783","2.431549549102783"
"35125","175620","175620","175620","3.9799227714538574","3.9799227714538574","3.9799227714538574"
"35133","175660","175660","175660","4.5640153884887695","4.5640153884887695","4.5640153884887695"
"35146","175725","175725","175725","3.0811514854431152","3.0811514854431152","3.0811514854431152"
"35147","175730","175730","175730","4.983831882476807","4.983831882476807","4.983831882476807"
"35160","175795","175795","175795","3.3282229900360107","3.3282229900360107","3.3282229900360107"
"35180","175895","175895","175895","2.848489761352539","2.848489761352539","2.848489761352539"
"35190","175945","175945","175945","2.0096588134765625","2.0096588134765625","2.0096588134765625"
"35200","175995","175995","175995","3.42179012298584","3.42179012298584","3.42179012298584"
"35223","176110","176110","176110","2.8208510875701904","2.8208510875701904","2.8208510875701904"
"35244","176215","176215","176215","4.212620735168457","4.212620735168457","4.212620735168457"
"35252","176255","176255","176255","2.6915764808654785","2.6915764808654785","2.6915764808654785"
"35289","176440","176440","176440","4.228986740112305","4.228986740112305","4.228986740112305"
"35292","176455","176455","176455","3.148529529571533","3.148529529571533","3.148529529571533"
"35305","176520","176520","176520","3.147383689880371","3.147383689880371","3.147383689880371"
"35314","176565","176565","176565","2.3347041606903076","2.3347041606903076","2.3347041606903076"
"35327","176630","176630","176630","2.2045373916625977","2.2045373916625977","2.2045373916625977"
"35330","176645","176645","176645","4.356701850891113","4.356701850891113","4.356701850891113"
"35336","176675","176675","176675","3.5775465965270996","3.5775465965270996","3.5775465965270996"
"35340","176695","176695","176695","3.9718475341796875","3.9718475341796875","3.9718475341796875"
"35355","176770","176770","176770","3.146435022354126","3.146435022354126","3.146435022354126"
"35357","176780","176780","176780","2.514378547668457","2.514378547668457","2.514378547668457"
"35387","176930","176930","176930","5.126670837402344","5.126670837402344","5.126670837402344"
"35395","176970","176970","176970","2.6675829887390137","2.6675829887390137","2.6675829887390137"
"35407","177030","177030","177030","3.2643160820007324","3.2643160820007324","3.2643160820007324"
"35409","177040","177040","177040","3.323554277420044","3.323554277420044","3.323554277420044"
"35445","177220","177220","177220","4.469670295715332","4.469670295715332","4.469670295715332"
"35472","177355","177355","177355","4.446956634521484","4.446956634521484","4.446956634521484"
"35475","177370","177370","177370","3.08341908454895","3.08341908454895","3.08341908454895"
"35487","177430","177430","177430","3.5491998195648193","3.5491998195648193","3.5491998195648193"
"35494","177465","177465","177465","3.0591354370117188","3.0591354370117188","3.0591354370117188"
"35496","177475","177475","177475","3.197465419769287","3.197465419769287","3.197465419769287"
"35506","177525","177525","177525","3.4816529750823975","3.4816529750823975","3.4816529750823975"
"35536","177675","177675","177675","2.841531276702881","2.841531276702881","2.841531276702881"
"35549","177740","177740","177740","2.19020938873291","2.19020938873291","2.19020938873291"
"35560","177795","177795","177795","2.9576969146728516","2.9576969146728516","2.9576969146728516"
"35569","177840","177840","177840","3.551081657409668","3.551081657409668","3.551081657409668"
"35574","177865","177865","177865","2.796173095703125","2.796173095703125","2.796173095703125"
"35576","177875","177875","177875","3.614612340927124","3.614612340927124","3.614612340927124"
"35594","177965","177965","177965","3.759854793548584","3.759854793548584","3.759854793548584"
"35626","178125","178125","178125","3.2923641204833984","3.2923641204833984","3.2923641204833984"
"35634","178165","178165","178165","2.740447998046875","2.740447998046875","2.740447998046875"
"35640","178195","178195","178195","2.600221872329712","2.600221872329712","2.600221872329712"
"35656","178275","178275","178275","3.4771335124969482","3.4771335124969482","3.4771335124969482"
"35683","178410","178410","178410","3.032521963119507","3.032521963119507","3.032521963119507"
"35705","178520","178520","178520","1.939066767692566","1.939066767692566","1.939066767692566"
"35752","178755","178755","178755","3.6318411827087402","3.6318411827087402","3.6318411827087402"
"35756","178775","178775","178775","3.5987391471862793","3.5987391471862793","3.5987391471862793"
"35771","178850","178850","178850","4.082972049713135","4.082972049713135","4.082972049713135"
"35780","178895","178895","178895","2.865124464035034","2.865124464035034","2.865124464035034"
"35796","178975","178975","178975","4.0049662590026855","4.0049662590026855","4.0049662590026855"
"35833","179160","179160","179160","4.603050231933594","4.603050231933594","4.603050231933594"
"35834","179165","179165","179165","2.3953452110290527","2.3953452110290527","2.3953452110290527"
"35835","179170","179170","179170","3.8605542182922363","3.8605542182922363","3.8605542182922363"
"35839","179190","179190","179190","2.9322497844696045","2.9322497844696045","2.9322497844696045"
"35847","179230","179230","179230","4.310863018035889","4.310863018035889","4.310863018035889"
"35851","179250","179250","179250","4.64888858795166","4.64888858795166","4.64888858795166"
"35855","179270","179270","179270","2.510608434677124","2.510608434677124","2.510608434677124"
"35863","179310","179310","179310","2.545720100402832","2.545720100402832","2.545720100402832"
"35910","179545","179545","179545","2.8522095680236816","2.8522095680236816","2.8522095680236816"
"35916","179575","179575","179575","3.115421772003174","3.115421772003174","3.115421772003174"
"35924","179615","179615","179615","2.8426308631896973","2.8426308631896973","2.8426308631896973"
"35925","179620","179620","179620","3.5304791927337646","3.5304791927337646","3.5304791927337646"
"35942","179705","179705","179705","3.5559091567993164","3.5559091567993164","3.5559091567993164"
"35949","179740","179740","179740","2.965816020965576","2.965816020965576","2.965816020965576"
"35960","179795","179795","179795","3.5659937858581543","3.5659937858581543","3.5659937858581543"
"35963","179810","179810","179810","3.2329418659210205","3.2329418659210205","3.2329418659210205"
"35973","179860","179860","179860","2.4139816761016846","2.4139816761016846","2.4139816761016846"
"35988","179935","179935","179935","3.858513593673706","3.858513593673706","3.858513593673706"
"35990","179945","179945","179945","3.7848095893859863","3.7848095893859863","3.7848095893859863"
"35991","179950","179950","179950","2.2348849773406982","2.2348849773406982","2.2348849773406982"
"35996","179975","179975","179975","2.6548566818237305","2.6548566818237305","2.6548566818237305"
"36001","180000","180000","180000","3.6520438194274902","3.6520438194274902","3.6520438194274902"
"36052","180255","180255","180255","3.47160005569458","3.47160005569458","3.47160005569458"
"36088","180435","180435","180435","2.643392562866211","2.643392562866211","2.643392562866211"
"36090","180445","180445","180445","4.65717077255249","4.65717077255249","4.65717077255249"
"36091","180450","180450","180450","3.0960371494293213","3.0960371494293213","3.0960371494293213"
"36100","180495","180495","180495","2.2141261100769043","2.2141261100769043","2.2141261100769043"
"36106","180525","180525","180525","3.7393503189086914","3.7393503189086914","3.7393503189086914"
"36108","180535","180535","180535","2.503906488418579","2.503906488418579","2.503906488418579"
"36119","180590","180590","180590","2.4762649536132812","2.4762649536132812","2.4762649536132812"
"36162","180805","180805","180805","4.6908063888549805","4.6908063888549805","4.6908063888549805"
"36172","180855","180855","180855","4.108240604400635","4.108240604400635","4.108240604400635"
"36204","181015","181015","181015","2.09799861907959","2.09799861907959","2.09799861907959"
"36208","181035","181035","181035","3.089587926864624","3.089587926864624","3.089587926864624"
"36220","181095","181095","181095","3.7507777214050293","3.7507777214050293","3.7507777214050293"
"36240","181195","181195","181195","3.6167428493499756","3.6167428493499756","3.6167428493499756"
