"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Total loss","run-multi-task-without-debiasing - Total loss__MIN","run-multi-task-without-debiasing - Total loss__MAX"
"97909","489540","489540","489540","2.4023711681365967","2.4023711681365967","2.4023711681365967"
"97910","489545","489545","489545","2.892300605773926","2.892300605773926","2.892300605773926"
"97939","489690","489690","489690","2.4454236030578613","2.4454236030578613","2.4454236030578613"
"97964","489815","489815","489815","3.514873743057251","3.514873743057251","3.514873743057251"
"97965","489820","489820","489820","2.6193058490753174","2.6193058490753174","2.6193058490753174"
"97970","489845","489845","489845","2.9655423164367676","2.9655423164367676","2.9655423164367676"
"97975","489870","489870","489870","3.2964296340942383","3.2964296340942383","3.2964296340942383"
"97977","489880","489880","489880","2.967207908630371","2.967207908630371","2.967207908630371"
"97979","489890","489890","489890","3.270495891571045","3.270495891571045","3.270495891571045"
"97981","489900","489900","489900","2.7138772010803223","2.7138772010803223","2.7138772010803223"
"97982","489905","489905","489905","3.3991854190826416","3.3991854190826416","3.3991854190826416"
"97983","489910","489910","489910","3.16610050201416","3.16610050201416","3.16610050201416"
"97999","489990","489990","489990","4.757331371307373","4.757331371307373","4.757331371307373"
"98001","490000","490000","490000","3.865723133087158","3.865723133087158","3.865723133087158"
"98007","490030","490030","490030","2.601581573486328","2.601581573486328","2.601581573486328"
"98032","490155","490155","490155","2.7431600093841553","2.7431600093841553","2.7431600093841553"
"98046","490225","490225","490225","3.6278162002563477","3.6278162002563477","3.6278162002563477"
"98057","490280","490280","490280","2.3086342811584473","2.3086342811584473","2.3086342811584473"
"98066","490325","490325","490325","3.2712342739105225","3.2712342739105225","3.2712342739105225"
"98118","490585","490585","490585","2.0175557136535645","2.0175557136535645","2.0175557136535645"
"98158","490785","490785","490785","3.5367050170898438","3.5367050170898438","3.5367050170898438"
"98165","490820","490820","490820","2.875706195831299","2.875706195831299","2.875706195831299"
"98166","490825","490825","490825","2.5312697887420654","2.5312697887420654","2.5312697887420654"
"98169","490840","490840","490840","5.043497085571289","5.043497085571289","5.043497085571289"
"98170","490845","490845","490845","2.958444595336914","2.958444595336914","2.958444595336914"
"98198","490985","490985","490985","2.526151657104492","2.526151657104492","2.526151657104492"
"98205","491020","491020","491020","1.8788130283355713","1.8788130283355713","1.8788130283355713"
"98224","491115","491115","491115","2.2885560989379883","2.2885560989379883","2.2885560989379883"
"98243","491210","491210","491210","2.2826132774353027","2.2826132774353027","2.2826132774353027"
"98253","491260","491260","491260","2.9209468364715576","2.9209468364715576","2.9209468364715576"
"98258","491285","491285","491285","3.555100440979004","3.555100440979004","3.555100440979004"
"98267","491330","491330","491330","2.517761707305908","2.517761707305908","2.517761707305908"
"98270","491345","491345","491345","2.1184325218200684","2.1184325218200684","2.1184325218200684"
"98299","491490","491490","491490","3.948967456817627","3.948967456817627","3.948967456817627"
"98316","491575","491575","491575","3.6087892055511475","3.6087892055511475","3.6087892055511475"
"98320","491595","491595","491595","2.252938747406006","2.252938747406006","2.252938747406006"
"98334","491665","491665","491665","3.2030692100524902","3.2030692100524902","3.2030692100524902"
"98360","491795","491795","491795","2.9715590476989746","2.9715590476989746","2.9715590476989746"
"98363","491810","491810","491810","3.1400952339172363","3.1400952339172363","3.1400952339172363"
"98377","491880","491880","491880","4.852773666381836","4.852773666381836","4.852773666381836"
"98383","491910","491910","491910","4.381284236907959","4.381284236907959","4.381284236907959"
"98396","491975","491975","491975","2.3231449127197266","2.3231449127197266","2.3231449127197266"
"98397","491980","491980","491980","1.884765386581421","1.884765386581421","1.884765386581421"
"98410","492045","492045","492045","3.9707319736480713","3.9707319736480713","3.9707319736480713"
"98419","492090","492090","492090","3.9615964889526367","3.9615964889526367","3.9615964889526367"
"98488","492435","492435","492435","2.7833383083343506","2.7833383083343506","2.7833383083343506"
"98497","492480","492480","492480","2.491319417953491","2.491319417953491","2.491319417953491"
"98500","492495","492495","492495","2.8051280975341797","2.8051280975341797","2.8051280975341797"
"98506","492525","492525","492525","3.2495970726013184","3.2495970726013184","3.2495970726013184"
"98520","492595","492595","492595","2.027204990386963","2.027204990386963","2.027204990386963"
"98551","492750","492750","492750","3.1718192100524902","3.1718192100524902","3.1718192100524902"
"98566","492825","492825","492825","3.085639476776123","3.085639476776123","3.085639476776123"
"98589","492940","492940","492940","3.232870578765869","3.232870578765869","3.232870578765869"
"98621","493100","493100","493100","4.758768081665039","4.758768081665039","4.758768081665039"
"98630","493145","493145","493145","3.4011199474334717","3.4011199474334717","3.4011199474334717"
"98631","493150","493150","493150","3.5259644985198975","3.5259644985198975","3.5259644985198975"
"98641","493200","493200","493200","2.8986730575561523","2.8986730575561523","2.8986730575561523"
"98675","493370","493370","493370","3.3687942028045654","3.3687942028045654","3.3687942028045654"
"98679","493390","493390","493390","3.4125022888183594","3.4125022888183594","3.4125022888183594"
"98697","493480","493480","493480","2.4366486072540283","2.4366486072540283","2.4366486072540283"
"98700","493495","493495","493495","3.436452865600586","3.436452865600586","3.436452865600586"
"98731","493650","493650","493650","2.4404797554016113","2.4404797554016113","2.4404797554016113"
"98735","493670","493670","493670","2.6313977241516113","2.6313977241516113","2.6313977241516113"
"98752","493755","493755","493755","3.0752477645874023","3.0752477645874023","3.0752477645874023"
"98765","493820","493820","493820","3.6018385887145996","3.6018385887145996","3.6018385887145996"
"98768","493835","493835","493835","2.2121880054473877","2.2121880054473877","2.2121880054473877"
"98777","493880","493880","493880","3.449799060821533","3.449799060821533","3.449799060821533"
"98791","493950","493950","493950","3.064232587814331","3.064232587814331","3.064232587814331"
"98800","493995","493995","493995","2.823913097381592","2.823913097381592","2.823913097381592"
"98825","494120","494120","494120","3.5061371326446533","3.5061371326446533","3.5061371326446533"
"98839","494190","494190","494190","2.2199008464813232","2.2199008464813232","2.2199008464813232"
"98844","494215","494215","494215","1.6898115873336792","1.6898115873336792","1.6898115873336792"
"98857","494280","494280","494280","2.7088851928710938","2.7088851928710938","2.7088851928710938"
"98886","494425","494425","494425","3.274405002593994","3.274405002593994","3.274405002593994"
"98891","494450","494450","494450","3.579267978668213","3.579267978668213","3.579267978668213"
"98908","494535","494535","494535","2.237694263458252","2.237694263458252","2.237694263458252"
"98912","494555","494555","494555","1.5560604333877563","1.5560604333877563","1.5560604333877563"
"98914","494565","494565","494565","4.481601238250732","4.481601238250732","4.481601238250732"
"98941","494700","494700","494700","2.8006038665771484","2.8006038665771484","2.8006038665771484"
"98947","494730","494730","494730","2.270118236541748","2.270118236541748","2.270118236541748"
"98963","494810","494810","494810","2.677962303161621","2.677962303161621","2.677962303161621"
"98985","494920","494920","494920","2.9569509029388428","2.9569509029388428","2.9569509029388428"
"98989","494940","494940","494940","4.340807914733887","4.340807914733887","4.340807914733887"
"98990","494945","494945","494945","2.7360363006591797","2.7360363006591797","2.7360363006591797"
"98992","494955","494955","494955","3.5214664936065674","3.5214664936065674","3.5214664936065674"
"99006","495025","495025","495025","2.7004342079162598","2.7004342079162598","2.7004342079162598"
"99010","495045","495045","495045","2.2720227241516113","2.2720227241516113","2.2720227241516113"
"99011","495050","495050","495050","3.6480631828308105","3.6480631828308105","3.6480631828308105"
"99034","495165","495165","495165","2.31504487991333","2.31504487991333","2.31504487991333"
"99039","495190","495190","495190","2.245295524597168","2.245295524597168","2.245295524597168"
"99043","495210","495210","495210","3.9182889461517334","3.9182889461517334","3.9182889461517334"
"99080","495395","495395","495395","2.593540668487549","2.593540668487549","2.593540668487549"
"99085","495420","495420","495420","3.7134952545166016","3.7134952545166016","3.7134952545166016"
"99092","495455","495455","495455","2.3959836959838867","2.3959836959838867","2.3959836959838867"
"99110","495545","495545","495545","3.146256685256958","3.146256685256958","3.146256685256958"
"99121","495600","495600","495600","2.0914535522460938","2.0914535522460938","2.0914535522460938"
"99125","495620","495620","495620","3.571645736694336","3.571645736694336","3.571645736694336"
"99127","495630","495630","495630","3.7543835639953613","3.7543835639953613","3.7543835639953613"
"99129","495640","495640","495640","3.3302202224731445","3.3302202224731445","3.3302202224731445"
"99133","495660","495660","495660","3.185063362121582","3.185063362121582","3.185063362121582"
"99149","495740","495740","495740","2.507225513458252","2.507225513458252","2.507225513458252"
"99150","495745","495745","495745","2.8117549419403076","2.8117549419403076","2.8117549419403076"
"99157","495780","495780","495780","2.287543296813965","2.287543296813965","2.287543296813965"
"99172","495855","495855","495855","1.9644900560379028","1.9644900560379028","1.9644900560379028"
"99177","495880","495880","495880","2.7984228134155273","2.7984228134155273","2.7984228134155273"
"99184","495915","495915","495915","2.5155725479125977","2.5155725479125977","2.5155725479125977"
"99207","496030","496030","496030","2.7686963081359863","2.7686963081359863","2.7686963081359863"
"99244","496215","496215","496215","2.715439796447754","2.715439796447754","2.715439796447754"
"99245","496220","496220","496220","2.6292622089385986","2.6292622089385986","2.6292622089385986"
"99280","496395","496395","496395","3.471120834350586","3.471120834350586","3.471120834350586"
"99316","496575","496575","496575","2.127596378326416","2.127596378326416","2.127596378326416"
"99335","496670","496670","496670","3.409796714782715","3.409796714782715","3.409796714782715"
"99352","496755","496755","496755","3.575747489929199","3.575747489929199","3.575747489929199"
"99364","496815","496815","496815","2.7630863189697266","2.7630863189697266","2.7630863189697266"
"99386","496925","496925","496925","2.0595245361328125","2.0595245361328125","2.0595245361328125"
"99404","497015","497015","497015","2.324126958847046","2.324126958847046","2.324126958847046"
"99423","497110","497110","497110","2.5965514183044434","2.5965514183044434","2.5965514183044434"
"99454","497265","497265","497265","3.1850621700286865","3.1850621700286865","3.1850621700286865"
"99488","497435","497435","497435","2.9605817794799805","2.9605817794799805","2.9605817794799805"
"99561","497800","497800","497800","4.823944091796875","4.823944091796875","4.823944091796875"
"99572","497855","497855","497855","3.0258030891418457","3.0258030891418457","3.0258030891418457"
"99593","497960","497960","497960","3.310861110687256","3.310861110687256","3.310861110687256"
"99598","497985","497985","497985","2.5316860675811768","2.5316860675811768","2.5316860675811768"
"99615","498070","498070","498070","2.791386365890503","2.791386365890503","2.791386365890503"
"99631","498150","498150","498150","2.2188074588775635","2.2188074588775635","2.2188074588775635"
"99636","498175","498175","498175","2.641242265701294","2.641242265701294","2.641242265701294"
"99652","498255","498255","498255","1.9417699575424194","1.9417699575424194","1.9417699575424194"
"99653","498260","498260","498260","2.0004982948303223","2.0004982948303223","2.0004982948303223"
"99680","498395","498395","498395","2.0363688468933105","2.0363688468933105","2.0363688468933105"
"99688","498435","498435","498435","2.978908061981201","2.978908061981201","2.978908061981201"
"99693","498460","498460","498460","2.7767791748046875","2.7767791748046875","2.7767791748046875"
"99699","498490","498490","498490","3.071518659591675","3.071518659591675","3.071518659591675"
"99702","498505","498505","498505","3.1946983337402344","3.1946983337402344","3.1946983337402344"
"99728","498635","498635","498635","2.878621816635132","2.878621816635132","2.878621816635132"
"99757","498780","498780","498780","3.634471893310547","3.634471893310547","3.634471893310547"
"99765","498820","498820","498820","3.4467201232910156","3.4467201232910156","3.4467201232910156"
"99801","499000","499000","499000","3.0004539489746094","3.0004539489746094","3.0004539489746094"
"99817","499080","499080","499080","3.355093002319336","3.355093002319336","3.355093002319336"
"99840","499195","499195","499195","3.2720627784729004","3.2720627784729004","3.2720627784729004"
"99846","499225","499225","499225","4.687506675720215","4.687506675720215","4.687506675720215"
"99847","499230","499230","499230","4.129531383514404","4.129531383514404","4.129531383514404"
"99852","499255","499255","499255","2.8867380619049072","2.8867380619049072","2.8867380619049072"
"99858","499285","499285","499285","4.016624927520752","4.016624927520752","4.016624927520752"
"99881","499400","499400","499400","2.5338900089263916","2.5338900089263916","2.5338900089263916"
"99889","499440","499440","499440","4.635866641998291","4.635866641998291","4.635866641998291"
"99895","499470","499470","499470","1.5265663862228394","1.5265663862228394","1.5265663862228394"
"99910","499545","499545","499545","3.227217674255371","3.227217674255371","3.227217674255371"
"99913","499560","499560","499560","1.8901320695877075","1.8901320695877075","1.8901320695877075"
"99953","499760","499760","499760","2.787846088409424","2.787846088409424","2.787846088409424"
"99971","499850","499850","499850","3.333550453186035","3.333550453186035","3.333550453186035"
"99993","499960","499960","499960","2.402691125869751","2.402691125869751","2.402691125869751"
"100008","500035","500035","500035","3.138883113861084","3.138883113861084","3.138883113861084"
"100051","500250","500250","500250","2.5384740829467773","2.5384740829467773","2.5384740829467773"
"100054","500265","500265","500265","2.266627550125122","2.266627550125122","2.266627550125122"
"100068","500335","500335","500335","2.732001781463623","2.732001781463623","2.732001781463623"
"100100","500495","500495","500495","2.3318862915039062","2.3318862915039062","2.3318862915039062"
"100152","500755","500755","500755","2.773076057434082","2.773076057434082","2.773076057434082"
"100197","500980","500980","500980","3.6814160346984863","3.6814160346984863","3.6814160346984863"
"100201","501000","501000","501000","2.889683723449707","2.889683723449707","2.889683723449707"
"100207","501030","501030","501030","2.134610652923584","2.134610652923584","2.134610652923584"
"100225","501120","501120","501120","5.252772331237793","5.252772331237793","5.252772331237793"
"100231","501150","501150","501150","3.208219051361084","3.208219051361084","3.208219051361084"
"100259","501290","501290","501290","2.229300022125244","2.229300022125244","2.229300022125244"
"100269","501340","501340","501340","3.0775692462921143","3.0775692462921143","3.0775692462921143"
"100274","501365","501365","501365","1.954743504524231","1.954743504524231","1.954743504524231"
"100288","501435","501435","501435","3.1726274490356445","3.1726274490356445","3.1726274490356445"
"100297","501480","501480","501480","4.236963272094727","4.236963272094727","4.236963272094727"
"100299","501490","501490","501490","3.115762233734131","3.115762233734131","3.115762233734131"
"100305","501520","501520","501520","3.938016653060913","3.938016653060913","3.938016653060913"
"100324","501615","501615","501615","1.6712597608566284","1.6712597608566284","1.6712597608566284"
"100334","501665","501665","501665","2.801853656768799","2.801853656768799","2.801853656768799"
"100337","501680","501680","501680","2.4354236125946045","2.4354236125946045","2.4354236125946045"
"100364","501815","501815","501815","1.8939170837402344","1.8939170837402344","1.8939170837402344"
"100375","501870","501870","501870","2.272049903869629","2.272049903869629","2.272049903869629"
"100391","501950","501950","501950","3.001649856567383","3.001649856567383","3.001649856567383"
"100407","502030","502030","502030","2.611262321472168","2.611262321472168","2.611262321472168"
"100408","502035","502035","502035","2.2762694358825684","2.2762694358825684","2.2762694358825684"
"100420","502095","502095","502095","2.485067367553711","2.485067367553711","2.485067367553711"
"100432","502155","502155","502155","3.16705322265625","3.16705322265625","3.16705322265625"
"100437","502180","502180","502180","2.2249555587768555","2.2249555587768555","2.2249555587768555"
"100457","502280","502280","502280","2.543308973312378","2.543308973312378","2.543308973312378"
"100484","502415","502415","502415","3.623905658721924","3.623905658721924","3.623905658721924"
"100526","502625","502625","502625","2.9249958992004395","2.9249958992004395","2.9249958992004395"
"100532","502655","502655","502655","2.7906603813171387","2.7906603813171387","2.7906603813171387"
"100569","502840","502840","502840","3.7779903411865234","3.7779903411865234","3.7779903411865234"
"100581","502900","502900","502900","2.704658031463623","2.704658031463623","2.704658031463623"
"100585","502920","502920","502920","3.4529848098754883","3.4529848098754883","3.4529848098754883"
"100590","502945","502945","502945","3.025916814804077","3.025916814804077","3.025916814804077"
"100604","503015","503015","503015","2.776885986328125","2.776885986328125","2.776885986328125"
"100608","503035","503035","503035","1.8999731540679932","1.8999731540679932","1.8999731540679932"
"100627","503130","503130","503130","2.4076051712036133","2.4076051712036133","2.4076051712036133"
"100638","503185","503185","503185","3.1600091457366943","3.1600091457366943","3.1600091457366943"
"100647","503230","503230","503230","2.7180943489074707","2.7180943489074707","2.7180943489074707"
"100649","503240","503240","503240","2.8370771408081055","2.8370771408081055","2.8370771408081055"
"100667","503330","503330","503330","3.5698373317718506","3.5698373317718506","3.5698373317718506"
"100671","503350","503350","503350","2.129155397415161","2.129155397415161","2.129155397415161"
"100673","503360","503360","503360","2.5493507385253906","2.5493507385253906","2.5493507385253906"
"100676","503375","503375","503375","2.472278594970703","2.472278594970703","2.472278594970703"
"100685","503420","503420","503420","3.9178545475006104","3.9178545475006104","3.9178545475006104"
"100689","503440","503440","503440","3.6814422607421875","3.6814422607421875","3.6814422607421875"
"100705","503520","503520","503520","3.1503453254699707","3.1503453254699707","3.1503453254699707"
"100707","503530","503530","503530","2.6644415855407715","2.6644415855407715","2.6644415855407715"
"100713","503560","503560","503560","2.7127251625061035","2.7127251625061035","2.7127251625061035"
"100719","503590","503590","503590","3.3351051807403564","3.3351051807403564","3.3351051807403564"
"100743","503710","503710","503710","3.8259778022766113","3.8259778022766113","3.8259778022766113"
"100774","503865","503865","503865","3.426699161529541","3.426699161529541","3.426699161529541"
"100788","503935","503935","503935","3.2788033485412598","3.2788033485412598","3.2788033485412598"
"100790","503945","503945","503945","5.483426094055176","5.483426094055176","5.483426094055176"
"100808","504035","504035","504035","3.828622817993164","3.828622817993164","3.828622817993164"
"100814","504065","504065","504065","3.6333322525024414","3.6333322525024414","3.6333322525024414"
"100816","504075","504075","504075","3.4243521690368652","3.4243521690368652","3.4243521690368652"
"100829","504140","504140","504140","2.197479009628296","2.197479009628296","2.197479009628296"
"100837","504180","504180","504180","2.365107536315918","2.365107536315918","2.365107536315918"
"100839","504190","504190","504190","3.1935184001922607","3.1935184001922607","3.1935184001922607"
"100846","504225","504225","504225","2.64692759513855","2.64692759513855","2.64692759513855"
"100854","504265","504265","504265","3.530755043029785","3.530755043029785","3.530755043029785"
"100891","504450","504450","504450","2.4224650859832764","2.4224650859832764","2.4224650859832764"
"100897","504480","504480","504480","2.126102924346924","2.126102924346924","2.126102924346924"
"100904","504515","504515","504515","2.840749740600586","2.840749740600586","2.840749740600586"
"100914","504565","504565","504565","3.4032349586486816","3.4032349586486816","3.4032349586486816"
"100949","504740","504740","504740","2.980319023132324","2.980319023132324","2.980319023132324"
"100959","504790","504790","504790","2.555520534515381","2.555520534515381","2.555520534515381"
"100980","504895","504895","504895","3.253014087677002","3.253014087677002","3.253014087677002"
"100984","504915","504915","504915","4.434337139129639","4.434337139129639","4.434337139129639"
"101003","505010","505010","505010","3.7451534271240234","3.7451534271240234","3.7451534271240234"
"101017","505080","505080","505080","1.7253527641296387","1.7253527641296387","1.7253527641296387"
"101022","505105","505105","505105","2.961658239364624","2.961658239364624","2.961658239364624"
"101025","505120","505120","505120","3.8013839721679688","3.8013839721679688","3.8013839721679688"
"101030","505145","505145","505145","3.5032904148101807","3.5032904148101807","3.5032904148101807"
"101048","505235","505235","505235","2.0483996868133545","2.0483996868133545","2.0483996868133545"
"101050","505245","505245","505245","2.3071250915527344","2.3071250915527344","2.3071250915527344"
"101053","505260","505260","505260","2.637209415435791","2.637209415435791","2.637209415435791"
"101055","505270","505270","505270","2.801408290863037","2.801408290863037","2.801408290863037"
"101084","505415","505415","505415","3.9906463623046875","3.9906463623046875","3.9906463623046875"
"101110","505545","505545","505545","2.365523338317871","2.365523338317871","2.365523338317871"
"101136","505675","505675","505675","3.277676820755005","3.277676820755005","3.277676820755005"
"101153","505760","505760","505760","2.756255626678467","2.756255626678467","2.756255626678467"
"101155","505770","505770","505770","2.781381368637085","2.781381368637085","2.781381368637085"
"101181","505900","505900","505900","3.8103413581848145","3.8103413581848145","3.8103413581848145"
"101202","506005","506005","506005","2.0669431686401367","2.0669431686401367","2.0669431686401367"
"101206","506025","506025","506025","3.9835774898529053","3.9835774898529053","3.9835774898529053"
"101218","506085","506085","506085","3.2914581298828125","3.2914581298828125","3.2914581298828125"
"101242","506205","506205","506205","4.761691570281982","4.761691570281982","4.761691570281982"
"101248","506235","506235","506235","2.7159581184387207","2.7159581184387207","2.7159581184387207"
"101259","506290","506290","506290","2.282787322998047","2.282787322998047","2.282787322998047"
"101265","506320","506320","506320","4.385276794433594","4.385276794433594","4.385276794433594"
"101267","506330","506330","506330","2.21052885055542","2.21052885055542","2.21052885055542"
"101277","506380","506380","506380","2.448457956314087","2.448457956314087","2.448457956314087"
"101283","506410","506410","506410","2.6152536869049072","2.6152536869049072","2.6152536869049072"
"101287","506430","506430","506430","3.5319337844848633","3.5319337844848633","3.5319337844848633"
"101288","506435","506435","506435","4.121335506439209","4.121335506439209","4.121335506439209"
"101319","506590","506590","506590","2.5904641151428223","2.5904641151428223","2.5904641151428223"
"101327","506630","506630","506630","2.606032609939575","2.606032609939575","2.606032609939575"
"101332","506655","506655","506655","2.1887218952178955","2.1887218952178955","2.1887218952178955"
"101334","506665","506665","506665","2.295592784881592","2.295592784881592","2.295592784881592"
"101370","506845","506845","506845","3.370143413543701","3.370143413543701","3.370143413543701"
"101388","506935","506935","506935","2.214003801345825","2.214003801345825","2.214003801345825"
"101400","506995","506995","506995","3.0478157997131348","3.0478157997131348","3.0478157997131348"
"101422","507105","507105","507105","2.951632022857666","2.951632022857666","2.951632022857666"
"101424","507115","507115","507115","3.162832736968994","3.162832736968994","3.162832736968994"
"101425","507120","507120","507120","2.7542757987976074","2.7542757987976074","2.7542757987976074"
"101428","507135","507135","507135","2.1866214275360107","2.1866214275360107","2.1866214275360107"
"101435","507170","507170","507170","2.924208641052246","2.924208641052246","2.924208641052246"
"101436","507175","507175","507175","2.372931957244873","2.372931957244873","2.372931957244873"
"101437","507180","507180","507180","2.61732816696167","2.61732816696167","2.61732816696167"
"101446","507225","507225","507225","1.9005322456359863","1.9005322456359863","1.9005322456359863"
"101452","507255","507255","507255","2.7174477577209473","2.7174477577209473","2.7174477577209473"
"101457","507280","507280","507280","2.1453936100006104","2.1453936100006104","2.1453936100006104"
"101463","507310","507310","507310","3.0277724266052246","3.0277724266052246","3.0277724266052246"
"101479","507390","507390","507390","2.7971885204315186","2.7971885204315186","2.7971885204315186"
"101480","507395","507395","507395","2.4082894325256348","2.4082894325256348","2.4082894325256348"
"101485","507420","507420","507420","2.532989025115967","2.532989025115967","2.532989025115967"
"101535","507670","507670","507670","2.7147016525268555","2.7147016525268555","2.7147016525268555"
"101551","507750","507750","507750","2.627706527709961","2.627706527709961","2.627706527709961"
"101557","507780","507780","507780","3.9431519508361816","3.9431519508361816","3.9431519508361816"
"101563","507810","507810","507810","3.117244243621826","3.117244243621826","3.117244243621826"
"101599","507990","507990","507990","2.626070976257324","2.626070976257324","2.626070976257324"
"101605","508020","508020","508020","3.0985560417175293","3.0985560417175293","3.0985560417175293"
"101614","508065","508065","508065","3.399622917175293","3.399622917175293","3.399622917175293"
"101624","508115","508115","508115","2.3574655055999756","2.3574655055999756","2.3574655055999756"
"101632","508155","508155","508155","2.726623773574829","2.726623773574829","2.726623773574829"
"101657","508280","508280","508280","2.715635061264038","2.715635061264038","2.715635061264038"
"101670","508345","508345","508345","2.261934518814087","2.261934518814087","2.261934518814087"
"101682","508405","508405","508405","3.0635647773742676","3.0635647773742676","3.0635647773742676"
"101686","508425","508425","508425","3.2425074577331543","3.2425074577331543","3.2425074577331543"
"101688","508435","508435","508435","2.6578264236450195","2.6578264236450195","2.6578264236450195"
"101694","508465","508465","508465","2.8925254344940186","2.8925254344940186","2.8925254344940186"
"101695","508470","508470","508470","2.965116500854492","2.965116500854492","2.965116500854492"
"101707","508530","508530","508530","3.559530735015869","3.559530735015869","3.559530735015869"
"101713","508560","508560","508560","3.0790483951568604","3.0790483951568604","3.0790483951568604"
"101722","508605","508605","508605","2.872662305831909","2.872662305831909","2.872662305831909"
"101728","508635","508635","508635","3.7527565956115723","3.7527565956115723","3.7527565956115723"
"101751","508750","508750","508750","3.0047755241394043","3.0047755241394043","3.0047755241394043"
"101753","508760","508760","508760","2.592888355255127","2.592888355255127","2.592888355255127"
"101759","508790","508790","508790","1.5685352087020874","1.5685352087020874","1.5685352087020874"
"101766","508825","508825","508825","3.9338936805725098","3.9338936805725098","3.9338936805725098"
"101770","508845","508845","508845","3.3984875679016113","3.3984875679016113","3.3984875679016113"
"101773","508860","508860","508860","2.5511727333068848","2.5511727333068848","2.5511727333068848"
"101800","508995","508995","508995","3.2498507499694824","3.2498507499694824","3.2498507499694824"
"101804","509015","509015","509015","2.5604443550109863","2.5604443550109863","2.5604443550109863"
"101825","509120","509120","509120","2.0960896015167236","2.0960896015167236","2.0960896015167236"
"101844","509215","509215","509215","2.4278616905212402","2.4278616905212402","2.4278616905212402"
"101856","509275","509275","509275","1.9420669078826904","1.9420669078826904","1.9420669078826904"
"101865","509320","509320","509320","2.4317054748535156","2.4317054748535156","2.4317054748535156"
"101867","509330","509330","509330","3.5266613960266113","3.5266613960266113","3.5266613960266113"
"101894","509465","509465","509465","3.068742513656616","3.068742513656616","3.068742513656616"
"101897","509480","509480","509480","4.004245758056641","4.004245758056641","4.004245758056641"
"101911","509550","509550","509550","3.160567283630371","3.160567283630371","3.160567283630371"
"101912","509555","509555","509555","1.749218225479126","1.749218225479126","1.749218225479126"
"101916","509575","509575","509575","3.3214640617370605","3.3214640617370605","3.3214640617370605"
"101943","509710","509710","509710","2.6381120681762695","2.6381120681762695","2.6381120681762695"
"101949","509740","509740","509740","2.688112735748291","2.688112735748291","2.688112735748291"
"101965","509820","509820","509820","2.6765851974487305","2.6765851974487305","2.6765851974487305"
"101975","509870","509870","509870","2.7520294189453125","2.7520294189453125","2.7520294189453125"
"101990","509945","509945","509945","2.4845573902130127","2.4845573902130127","2.4845573902130127"
"101992","509955","509955","509955","2.8004937171936035","2.8004937171936035","2.8004937171936035"
"102008","510035","510035","510035","1.819641351699829","1.819641351699829","1.819641351699829"
"102024","510115","510115","510115","3.0286383628845215","3.0286383628845215","3.0286383628845215"
"102027","510130","510130","510130","2.8496193885803223","2.8496193885803223","2.8496193885803223"
"102035","510170","510170","510170","3.3859219551086426","3.3859219551086426","3.3859219551086426"
"102046","510225","510225","510225","2.418308734893799","2.418308734893799","2.418308734893799"
"102055","510270","510270","510270","3.1820998191833496","3.1820998191833496","3.1820998191833496"
"102063","510310","510310","510310","2.853076934814453","2.853076934814453","2.853076934814453"
"102070","510345","510345","510345","3.0327210426330566","3.0327210426330566","3.0327210426330566"
"102077","510380","510380","510380","3.1206912994384766","3.1206912994384766","3.1206912994384766"
"102086","510425","510425","510425","2.637930393218994","2.637930393218994","2.637930393218994"
"102091","510450","510450","510450","2.5634803771972656","2.5634803771972656","2.5634803771972656"
"102099","510490","510490","510490","2.192868709564209","2.192868709564209","2.192868709564209"
"102119","510590","510590","510590","2.73474383354187","2.73474383354187","2.73474383354187"
"102137","510680","510680","510680","2.1482338905334473","2.1482338905334473","2.1482338905334473"
"102146","510725","510725","510725","2.507181167602539","2.507181167602539","2.507181167602539"
"102161","510800","510800","510800","2.8543689250946045","2.8543689250946045","2.8543689250946045"
"102164","510815","510815","510815","2.4788405895233154","2.4788405895233154","2.4788405895233154"
"102184","510915","510915","510915","2.225975275039673","2.225975275039673","2.225975275039673"
"102187","510930","510930","510930","3.109590768814087","3.109590768814087","3.109590768814087"
"102192","510955","510955","510955","3.018825054168701","3.018825054168701","3.018825054168701"
"102195","510970","510970","510970","3.9358201026916504","3.9358201026916504","3.9358201026916504"
"102223","511110","511110","511110","2.5445165634155273","2.5445165634155273","2.5445165634155273"
"102226","511125","511125","511125","3.4016273021698","3.4016273021698","3.4016273021698"
"102272","511355","511355","511355","2.84336519241333","2.84336519241333","2.84336519241333"
"102300","511495","511495","511495","3.325551986694336","3.325551986694336","3.325551986694336"
"102338","511685","511685","511685","3.0767693519592285","3.0767693519592285","3.0767693519592285"
"102350","511745","511745","511745","3.229736089706421","3.229736089706421","3.229736089706421"
"102365","511820","511820","511820","3.577791690826416","3.577791690826416","3.577791690826416"
"102374","511865","511865","511865","2.771725654602051","2.771725654602051","2.771725654602051"
"102386","511925","511925","511925","2.817713499069214","2.817713499069214","2.817713499069214"
"102396","511975","511975","511975","2.661292791366577","2.661292791366577","2.661292791366577"
"102410","512045","512045","512045","3.315272092819214","3.315272092819214","3.315272092819214"
"102419","512090","512090","512090","3.431440830230713","3.431440830230713","3.431440830230713"
"102444","512215","512215","512215","4.452831268310547","4.452831268310547","4.452831268310547"
