"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - MLM loss","run-multi-task-without-debiasing - MLM loss__MIN","run-multi-task-without-debiasing - MLM loss__MAX"
"19052","95259","95259","95259","2.598952531814575","2.598952531814575","2.598952531814575"
"19086","95429","95429","95429","2.8903887271881104","2.8903887271881104","2.8903887271881104"
"19094","95469","95469","95469","2.2108685970306396","2.2108685970306396","2.2108685970306396"
"19107","95534","95534","95534","2.3588600158691406","2.3588600158691406","2.3588600158691406"
"19114","95569","95569","95569","2.333306312561035","2.333306312561035","2.333306312561035"
"19121","95604","95604","95604","2.057788848876953","2.057788848876953","2.057788848876953"
"19122","95609","95609","95609","3.020174503326416","3.020174503326416","3.020174503326416"
"19151","95754","95754","95754","2.2946057319641113","2.2946057319641113","2.2946057319641113"
"19152","95759","95759","95759","2.5969953536987305","2.5969953536987305","2.5969953536987305"
"19155","95774","95774","95774","2.537911891937256","2.537911891937256","2.537911891937256"
"19180","95899","95899","95899","2.795363426208496","2.795363426208496","2.795363426208496"
"19181","95904","95904","95904","2.828542709350586","2.828542709350586","2.828542709350586"
"19195","95974","95974","95974","2.4316444396972656","2.4316444396972656","2.4316444396972656"
"19203","96014","96014","96014","2.1113665103912354","2.1113665103912354","2.1113665103912354"
"19208","96039","96039","96039","2.2245140075683594","2.2245140075683594","2.2245140075683594"
"19236","96179","96179","96179","2.8072237968444824","2.8072237968444824","2.8072237968444824"
"19249","96244","96244","96244","1.7409591674804688","1.7409591674804688","1.7409591674804688"
"19279","96394","96394","96394","2.469097375869751","2.469097375869751","2.469097375869751"
"19283","96414","96414","96414","2.3441078662872314","2.3441078662872314","2.3441078662872314"
"19284","96419","96419","96419","2.4294769763946533","2.4294769763946533","2.4294769763946533"
"19288","96439","96439","96439","2.3779094219207764","2.3779094219207764","2.3779094219207764"
"19304","96519","96519","96519","2.486736297607422","2.486736297607422","2.486736297607422"
"19364","96819","96819","96819","1.9396687746047974","1.9396687746047974","1.9396687746047974"
"19370","96849","96849","96849","2.429887533187866","2.429887533187866","2.429887533187866"
"19392","96959","96959","96959","2.651912212371826","2.651912212371826","2.651912212371826"
"19394","96969","96969","96969","2.402294635772705","2.402294635772705","2.402294635772705"
"19402","97009","97009","97009","2.3338019847869873","2.3338019847869873","2.3338019847869873"
"19410","97049","97049","97049","2.3517565727233887","2.3517565727233887","2.3517565727233887"
"19428","97139","97139","97139","2.2633023262023926","2.2633023262023926","2.2633023262023926"
"19430","97149","97149","97149","2.0179572105407715","2.0179572105407715","2.0179572105407715"
"19440","97199","97199","97199","2.2927863597869873","2.2927863597869873","2.2927863597869873"
"19442","97209","97209","97209","2.433131456375122","2.433131456375122","2.433131456375122"
"19450","97249","97249","97249","2.62673020362854","2.62673020362854","2.62673020362854"
"19453","97264","97264","97264","1.8433195352554321","1.8433195352554321","1.8433195352554321"
"19456","97279","97279","97279","2.5603830814361572","2.5603830814361572","2.5603830814361572"
"19473","97364","97364","97364","2.312650203704834","2.312650203704834","2.312650203704834"
"19479","97394","97394","97394","2.3706307411193848","2.3706307411193848","2.3706307411193848"
"19493","97464","97464","97464","2.3528683185577393","2.3528683185577393","2.3528683185577393"
"19498","97489","97489","97489","2.7806589603424072","2.7806589603424072","2.7806589603424072"
"19504","97519","97519","97519","2.7470669746398926","2.7470669746398926","2.7470669746398926"
"19511","97554","97554","97554","2.341033697128296","2.341033697128296","2.341033697128296"
"19531","97654","97654","97654","2.8625328540802","2.8625328540802","2.8625328540802"
"19533","97664","97664","97664","2.380028009414673","2.380028009414673","2.380028009414673"
"19545","97724","97724","97724","2.1206469535827637","2.1206469535827637","2.1206469535827637"
"19553","97764","97764","97764","2.3660054206848145","2.3660054206848145","2.3660054206848145"
"19579","97894","97894","97894","2.155367851257324","2.155367851257324","2.155367851257324"
"19581","97904","97904","97904","2.2978785037994385","2.2978785037994385","2.2978785037994385"
"19582","97909","97909","97909","2.22227144241333","2.22227144241333","2.22227144241333"
"19605","98024","98024","98024","2.417969226837158","2.417969226837158","2.417969226837158"
"19607","98034","98034","98034","2.268284559249878","2.268284559249878","2.268284559249878"
"19634","98169","98169","98169","2.6148087978363037","2.6148087978363037","2.6148087978363037"
"19637","98184","98184","98184","2.501347303390503","2.501347303390503","2.501347303390503"
"19670","98349","98349","98349","2.7014846801757812","2.7014846801757812","2.7014846801757812"
"19672","98359","98359","98359","2.280122756958008","2.280122756958008","2.280122756958008"
"19678","98389","98389","98389","2.1115562915802","2.1115562915802","2.1115562915802"
"19680","98399","98399","98399","2.658752918243408","2.658752918243408","2.658752918243408"
"19689","98444","98444","98444","2.7627224922180176","2.7627224922180176","2.7627224922180176"
"19702","98509","98509","98509","2.132983684539795","2.132983684539795","2.132983684539795"
"19705","98524","98524","98524","2.1471927165985107","2.1471927165985107","2.1471927165985107"
"19737","98684","98684","98684","2.2029337882995605","2.2029337882995605","2.2029337882995605"
"19761","98804","98804","98804","2.7401556968688965","2.7401556968688965","2.7401556968688965"
"19770","98849","98849","98849","2.621309280395508","2.621309280395508","2.621309280395508"
"19782","98909","98909","98909","2.7560203075408936","2.7560203075408936","2.7560203075408936"
"19795","98974","98974","98974","2.5485305786132812","2.5485305786132812","2.5485305786132812"
"19808","99039","99039","99039","2.060936689376831","2.060936689376831","2.060936689376831"
"19821","99104","99104","99104","2.088353157043457","2.088353157043457","2.088353157043457"
"19826","99129","99129","99129","2.3058900833129883","2.3058900833129883","2.3058900833129883"
"19829","99144","99144","99144","2.7899749279022217","2.7899749279022217","2.7899749279022217"
"19838","99189","99189","99189","1.9122544527053833","1.9122544527053833","1.9122544527053833"
"19842","99209","99209","99209","2.5852880477905273","2.5852880477905273","2.5852880477905273"
"19843","99214","99214","99214","2.4618771076202393","2.4618771076202393","2.4618771076202393"
"19914","99569","99569","99569","2.1515283584594727","2.1515283584594727","2.1515283584594727"
"19917","99584","99584","99584","2.7987782955169678","2.7987782955169678","2.7987782955169678"
"19919","99594","99594","99594","3.1332788467407227","3.1332788467407227","3.1332788467407227"
"19920","99599","99599","99599","2.9157862663269043","2.9157862663269043","2.9157862663269043"
"19973","99864","99864","99864","2.148637533187866","2.148637533187866","2.148637533187866"
"19978","99889","99889","99889","2.21264386177063","2.21264386177063","2.21264386177063"
"19991","99954","99954","99954","2.4746286869049072","2.4746286869049072","2.4746286869049072"
"20001","100004","100004","100004","2.299999237060547","2.299999237060547","2.299999237060547"
"20008","100039","100039","100039","2.185654640197754","2.185654640197754","2.185654640197754"
"20009","100044","100044","100044","2.502028226852417","2.502028226852417","2.502028226852417"
"20023","100114","100114","100114","2.249236822128296","2.249236822128296","2.249236822128296"
"20062","100309","100309","100309","2.3231770992279053","2.3231770992279053","2.3231770992279053"
"20087","100434","100434","100434","2.4129836559295654","2.4129836559295654","2.4129836559295654"
"20094","100469","100469","100469","1.952015995979309","1.952015995979309","1.952015995979309"
"20108","100539","100539","100539","2.558583974838257","2.558583974838257","2.558583974838257"
"20116","100579","100579","100579","2.2083933353424072","2.2083933353424072","2.2083933353424072"
"20124","100619","100619","100619","2.754072427749634","2.754072427749634","2.754072427749634"
"20135","100674","100674","100674","2.5572421550750732","2.5572421550750732","2.5572421550750732"
"20143","100714","100714","100714","2.076176404953003","2.076176404953003","2.076176404953003"
"20150","100749","100749","100749","2.0539145469665527","2.0539145469665527","2.0539145469665527"
"20151","100754","100754","100754","2.918989419937134","2.918989419937134","2.918989419937134"
"20159","100794","100794","100794","2.517486572265625","2.517486572265625","2.517486572265625"
"20167","100834","100834","100834","2.172165632247925","2.172165632247925","2.172165632247925"
"20169","100844","100844","100844","2.5383412837982178","2.5383412837982178","2.5383412837982178"
"20186","100929","100929","100929","2.4447598457336426","2.4447598457336426","2.4447598457336426"
"20189","100944","100944","100944","1.967230200767517","1.967230200767517","1.967230200767517"
"20193","100964","100964","100964","2.096579074859619","2.096579074859619","2.096579074859619"
"20194","100969","100969","100969","1.8911992311477661","1.8911992311477661","1.8911992311477661"
"20199","100994","100994","100994","2.4941961765289307","2.4941961765289307","2.4941961765289307"
"20206","101029","101029","101029","3.0739457607269287","3.0739457607269287","3.0739457607269287"
"20257","101284","101284","101284","2.073023557662964","2.073023557662964","2.073023557662964"
"20264","101319","101319","101319","2.001612663269043","2.001612663269043","2.001612663269043"
"20272","101359","101359","101359","1.973647117614746","1.973647117614746","1.973647117614746"
"20310","101549","101549","101549","1.868137001991272","1.868137001991272","1.868137001991272"
"20313","101564","101564","101564","2.224557638168335","2.224557638168335","2.224557638168335"
"20316","101579","101579","101579","2.15958833694458","2.15958833694458","2.15958833694458"
"20333","101664","101664","101664","2.652587413787842","2.652587413787842","2.652587413787842"
"20334","101669","101669","101669","2.881282329559326","2.881282329559326","2.881282329559326"
"20336","101679","101679","101679","2.6643383502960205","2.6643383502960205","2.6643383502960205"
"20357","101784","101784","101784","1.763425350189209","1.763425350189209","1.763425350189209"
"20366","101829","101829","101829","1.9839184284210205","1.9839184284210205","1.9839184284210205"
"20373","101864","101864","101864","2.638479471206665","2.638479471206665","2.638479471206665"
"20376","101879","101879","101879","1.9223958253860474","1.9223958253860474","1.9223958253860474"
"20377","101884","101884","101884","1.9055973291397095","1.9055973291397095","1.9055973291397095"
"20384","101919","101919","101919","2.3932924270629883","2.3932924270629883","2.3932924270629883"
"20394","101969","101969","101969","2.124998092651367","2.124998092651367","2.124998092651367"
"20414","102069","102069","102069","2.4456331729888916","2.4456331729888916","2.4456331729888916"
"20438","102189","102189","102189","2.243316173553467","2.243316173553467","2.243316173553467"
"20448","102239","102239","102239","2.55560564994812","2.55560564994812","2.55560564994812"
"20458","102289","102289","102289","2.2691047191619873","2.2691047191619873","2.2691047191619873"
"20479","102394","102394","102394","2.1193883419036865","2.1193883419036865","2.1193883419036865"
"20500","102499","102499","102499","2.410374402999878","2.410374402999878","2.410374402999878"
"20503","102514","102514","102514","2.646085500717163","2.646085500717163","2.646085500717163"
"20542","102709","102709","102709","2.019483804702759","2.019483804702759","2.019483804702759"
"20547","102734","102734","102734","1.844576120376587","1.844576120376587","1.844576120376587"
"20556","102779","102779","102779","2.03313946723938","2.03313946723938","2.03313946723938"
"20560","102799","102799","102799","2.4839367866516113","2.4839367866516113","2.4839367866516113"
"20569","102844","102844","102844","2.2452850341796875","2.2452850341796875","2.2452850341796875"
"20571","102854","102854","102854","2.200706720352173","2.200706720352173","2.200706720352173"
"20579","102894","102894","102894","2.0342230796813965","2.0342230796813965","2.0342230796813965"
"20581","102904","102904","102904","1.7091875076293945","1.7091875076293945","1.7091875076293945"
"20583","102914","102914","102914","2.5242931842803955","2.5242931842803955","2.5242931842803955"
"20601","103004","103004","103004","2.0238425731658936","2.0238425731658936","2.0238425731658936"
"20609","103044","103044","103044","1.8600698709487915","1.8600698709487915","1.8600698709487915"
"20616","103079","103079","103079","2.3575055599212646","2.3575055599212646","2.3575055599212646"
"20619","103094","103094","103094","2.543632984161377","2.543632984161377","2.543632984161377"
"20640","103199","103199","103199","1.7227102518081665","1.7227102518081665","1.7227102518081665"
"20671","103354","103354","103354","2.5117039680480957","2.5117039680480957","2.5117039680480957"
"20683","103414","103414","103414","2.7629404067993164","2.7629404067993164","2.7629404067993164"
"20692","103459","103459","103459","2.5983004570007324","2.5983004570007324","2.5983004570007324"
"20696","103479","103479","103479","2.2316296100616455","2.2316296100616455","2.2316296100616455"
"20708","103539","103539","103539","2.327883243560791","2.327883243560791","2.327883243560791"
"20721","103604","103604","103604","2.1493866443634033","2.1493866443634033","2.1493866443634033"
"20728","103639","103639","103639","2.433459520339966","2.433459520339966","2.433459520339966"
"20740","103699","103699","103699","2.8242409229278564","2.8242409229278564","2.8242409229278564"
"20745","103724","103724","103724","1.7344205379486084","1.7344205379486084","1.7344205379486084"
"20759","103794","103794","103794","2.2011122703552246","2.2011122703552246","2.2011122703552246"
"20771","103854","103854","103854","2.1325178146362305","2.1325178146362305","2.1325178146362305"
"20781","103904","103904","103904","2.3500590324401855","2.3500590324401855","2.3500590324401855"
"20797","103984","103984","103984","2.491356372833252","2.491356372833252","2.491356372833252"
"20805","104024","104024","104024","2.3789238929748535","2.3789238929748535","2.3789238929748535"
"20838","104189","104189","104189","2.501328945159912","2.501328945159912","2.501328945159912"
"20843","104214","104214","104214","2.129345178604126","2.129345178604126","2.129345178604126"
"20895","104474","104474","104474","2.2887611389160156","2.2887611389160156","2.2887611389160156"
"20897","104484","104484","104484","1.7400822639465332","1.7400822639465332","1.7400822639465332"
"20898","104489","104489","104489","2.167757511138916","2.167757511138916","2.167757511138916"
"20904","104519","104519","104519","2.688037395477295","2.688037395477295","2.688037395477295"
"20913","104564","104564","104564","2.111572504043579","2.111572504043579","2.111572504043579"
"20932","104659","104659","104659","1.9326454401016235","1.9326454401016235","1.9326454401016235"
"20942","104709","104709","104709","2.1343212127685547","2.1343212127685547","2.1343212127685547"
"20956","104779","104779","104779","2.603045701980591","2.603045701980591","2.603045701980591"
"20972","104859","104859","104859","1.9580665826797485","1.9580665826797485","1.9580665826797485"
"21004","105019","105019","105019","2.816704750061035","2.816704750061035","2.816704750061035"
"21022","105109","105109","105109","2.7224178314208984","2.7224178314208984","2.7224178314208984"
"21041","105204","105204","105204","2.4185984134674072","2.4185984134674072","2.4185984134674072"
"21042","105209","105209","105209","2.613568067550659","2.613568067550659","2.613568067550659"
"21052","105259","105259","105259","2.2760517597198486","2.2760517597198486","2.2760517597198486"
"21074","105369","105369","105369","2.660295248031616","2.660295248031616","2.660295248031616"
"21093","105464","105464","105464","1.717134714126587","1.717134714126587","1.717134714126587"
"21094","105469","105469","105469","2.2742562294006348","2.2742562294006348","2.2742562294006348"
"21096","105479","105479","105479","2.700434923171997","2.700434923171997","2.700434923171997"
"21108","105539","105539","105539","2.6906495094299316","2.6906495094299316","2.6906495094299316"
"21126","105629","105629","105629","2.694018602371216","2.694018602371216","2.694018602371216"
"21138","105689","105689","105689","2.398343086242676","2.398343086242676","2.398343086242676"
"21153","105764","105764","105764","2.3120999336242676","2.3120999336242676","2.3120999336242676"
"21187","105934","105934","105934","2.546274185180664","2.546274185180664","2.546274185180664"
"21192","105959","105959","105959","2.704738140106201","2.704738140106201","2.704738140106201"
"21228","106139","106139","106139","2.6417274475097656","2.6417274475097656","2.6417274475097656"
"21245","106224","106224","106224","2.2434961795806885","2.2434961795806885","2.2434961795806885"
"21260","106299","106299","106299","1.8662900924682617","1.8662900924682617","1.8662900924682617"
"21269","106344","106344","106344","2.2584664821624756","2.2584664821624756","2.2584664821624756"
"21270","106349","106349","106349","2.860398292541504","2.860398292541504","2.860398292541504"
"21278","106389","106389","106389","2.254237413406372","2.254237413406372","2.254237413406372"
"21295","106474","106474","106474","2.2937092781066895","2.2937092781066895","2.2937092781066895"
"21305","106524","106524","106524","2.1838958263397217","2.1838958263397217","2.1838958263397217"
"21341","106704","106704","106704","2.2264809608459473","2.2264809608459473","2.2264809608459473"
"21386","106929","106929","106929","2.830731153488159","2.830731153488159","2.830731153488159"
"21426","107129","107129","107129","2.2410240173339844","2.2410240173339844","2.2410240173339844"
"21434","107169","107169","107169","1.7177730798721313","1.7177730798721313","1.7177730798721313"
"21437","107184","107184","107184","2.324368953704834","2.324368953704834","2.324368953704834"
"21439","107194","107194","107194","2.5351462364196777","2.5351462364196777","2.5351462364196777"
"21440","107199","107199","107199","2.8823423385620117","2.8823423385620117","2.8823423385620117"
"21442","107209","107209","107209","2.0393331050872803","2.0393331050872803","2.0393331050872803"
"21468","107339","107339","107339","2.2502100467681885","2.2502100467681885","2.2502100467681885"
"21483","107414","107414","107414","2.431032419204712","2.431032419204712","2.431032419204712"
"21490","107449","107449","107449","2.3981728553771973","2.3981728553771973","2.3981728553771973"
"21499","107494","107494","107494","2.226745367050171","2.226745367050171","2.226745367050171"
"21530","107649","107649","107649","2.3110191822052","2.3110191822052","2.3110191822052"
"21534","107669","107669","107669","1.5584301948547363","1.5584301948547363","1.5584301948547363"
"21551","107754","107754","107754","2.4221320152282715","2.4221320152282715","2.4221320152282715"
"21561","107804","107804","107804","2.294186592102051","2.294186592102051","2.294186592102051"
"21570","107849","107849","107849","2.315988063812256","2.315988063812256","2.315988063812256"
"21585","107924","107924","107924","2.3887901306152344","2.3887901306152344","2.3887901306152344"
"21588","107939","107939","107939","2.2279417514801025","2.2279417514801025","2.2279417514801025"
"21597","107984","107984","107984","2.693253993988037","2.693253993988037","2.693253993988037"
"21606","108029","108029","108029","2.1369988918304443","2.1369988918304443","2.1369988918304443"
"21609","108044","108044","108044","2.283266305923462","2.283266305923462","2.283266305923462"
"21610","108049","108049","108049","2.23394513130188","2.23394513130188","2.23394513130188"
"21612","108059","108059","108059","2.419877767562866","2.419877767562866","2.419877767562866"
"21617","108084","108084","108084","2.639737129211426","2.639737129211426","2.639737129211426"
"21627","108134","108134","108134","2.002883195877075","2.002883195877075","2.002883195877075"
"21645","108224","108224","108224","1.779890775680542","1.779890775680542","1.779890775680542"
"21660","108299","108299","108299","2.3784587383270264","2.3784587383270264","2.3784587383270264"
"21690","108449","108449","108449","2.0004289150238037","2.0004289150238037","2.0004289150238037"
"21728","108639","108639","108639","2.4101972579956055","2.4101972579956055","2.4101972579956055"
"21741","108704","108704","108704","2.4057319164276123","2.4057319164276123","2.4057319164276123"
"21760","108799","108799","108799","2.2030773162841797","2.2030773162841797","2.2030773162841797"
"21775","108874","108874","108874","2.396737575531006","2.396737575531006","2.396737575531006"
"21830","109149","109149","109149","2.3821074962615967","2.3821074962615967","2.3821074962615967"
"21839","109194","109194","109194","2.4881019592285156","2.4881019592285156","2.4881019592285156"
"21850","109249","109249","109249","2.188063621520996","2.188063621520996","2.188063621520996"
"21878","109389","109389","109389","2.027987480163574","2.027987480163574","2.027987480163574"
"21890","109449","109449","109449","2.2627413272857666","2.2627413272857666","2.2627413272857666"
"21894","109469","109469","109469","2.128826379776001","2.128826379776001","2.128826379776001"
"21903","109514","109514","109514","2.164055824279785","2.164055824279785","2.164055824279785"
"21908","109539","109539","109539","2.004840135574341","2.004840135574341","2.004840135574341"
"21914","109569","109569","109569","1.9940145015716553","1.9940145015716553","1.9940145015716553"
"21919","109594","109594","109594","2.3230865001678467","2.3230865001678467","2.3230865001678467"
"21926","109629","109629","109629","2.1651344299316406","2.1651344299316406","2.1651344299316406"
"21927","109634","109634","109634","2.582744836807251","2.582744836807251","2.582744836807251"
"21934","109669","109669","109669","2.775413751602173","2.775413751602173","2.775413751602173"
"21943","109714","109714","109714","2.0111119747161865","2.0111119747161865","2.0111119747161865"
"21944","109719","109719","109719","2.2557685375213623","2.2557685375213623","2.2557685375213623"
"21946","109729","109729","109729","1.986024260520935","1.986024260520935","1.986024260520935"
"21961","109804","109804","109804","2.462087631225586","2.462087631225586","2.462087631225586"
"21968","109839","109839","109839","1.8845101594924927","1.8845101594924927","1.8845101594924927"
"21977","109884","109884","109884","1.8665741682052612","1.8665741682052612","1.8665741682052612"
"21983","109914","109914","109914","2.2650089263916016","2.2650089263916016","2.2650089263916016"
"22010","110049","110049","110049","1.9588652849197388","1.9588652849197388","1.9588652849197388"
"22054","110269","110269","110269","2.377504348754883","2.377504348754883","2.377504348754883"
"22060","110299","110299","110299","2.574063301086426","2.574063301086426","2.574063301086426"
"22068","110339","110339","110339","2.1949760913848877","2.1949760913848877","2.1949760913848877"
"22077","110384","110384","110384","3.0336709022521973","3.0336709022521973","3.0336709022521973"
"22079","110394","110394","110394","2.402029514312744","2.402029514312744","2.402029514312744"
"22081","110404","110404","110404","2.2739884853363037","2.2739884853363037","2.2739884853363037"
"22109","110544","110544","110544","2.268480062484741","2.268480062484741","2.268480062484741"
"22155","110774","110774","110774","1.9582104682922363","1.9582104682922363","1.9582104682922363"
"22161","110804","110804","110804","2.288349151611328","2.288349151611328","2.288349151611328"
"22173","110864","110864","110864","2.1187639236450195","2.1187639236450195","2.1187639236450195"
"22176","110879","110879","110879","1.8765727281570435","1.8765727281570435","1.8765727281570435"
"22182","110909","110909","110909","2.3679940700531006","2.3679940700531006","2.3679940700531006"
"22221","111104","111104","111104","2.478044271469116","2.478044271469116","2.478044271469116"
"22248","111239","111239","111239","2.451686143875122","2.451686143875122","2.451686143875122"
"22249","111244","111244","111244","2.261395215988159","2.261395215988159","2.261395215988159"
"22258","111289","111289","111289","2.0908141136169434","2.0908141136169434","2.0908141136169434"
"22271","111354","111354","111354","2.1276047229766846","2.1276047229766846","2.1276047229766846"
"22282","111409","111409","111409","1.9807703495025635","1.9807703495025635","1.9807703495025635"
"22286","111429","111429","111429","2.9145543575286865","2.9145543575286865","2.9145543575286865"
"22289","111444","111444","111444","1.0687636137008667","1.0687636137008667","1.0687636137008667"
"22302","111509","111509","111509","2.3205513954162598","2.3205513954162598","2.3205513954162598"
"22308","111539","111539","111539","2.6993632316589355","2.6993632316589355","2.6993632316589355"
"22317","111584","111584","111584","2.3298840522766113","2.3298840522766113","2.3298840522766113"
"22320","111599","111599","111599","1.847044587135315","1.847044587135315","1.847044587135315"
"22335","111674","111674","111674","2.688570976257324","2.688570976257324","2.688570976257324"
"22341","111704","111704","111704","1.7938470840454102","1.7938470840454102","1.7938470840454102"
"22343","111714","111714","111714","2.402146100997925","2.402146100997925","2.402146100997925"
"22350","111749","111749","111749","2.4651434421539307","2.4651434421539307","2.4651434421539307"
"22355","111774","111774","111774","2.542581081390381","2.542581081390381","2.542581081390381"
"22356","111779","111779","111779","1.7076698541641235","1.7076698541641235","1.7076698541641235"
"22360","111799","111799","111799","2.0330872535705566","2.0330872535705566","2.0330872535705566"
"22386","111929","111929","111929","1.9306604862213135","1.9306604862213135","1.9306604862213135"
"22419","112094","112094","112094","2.286595582962036","2.286595582962036","2.286595582962036"
"22420","112099","112099","112099","1.5437211990356445","1.5437211990356445","1.5437211990356445"
"22423","112114","112114","112114","1.8820397853851318","1.8820397853851318","1.8820397853851318"
"22426","112129","112129","112129","2.4764695167541504","2.4764695167541504","2.4764695167541504"
"22429","112144","112144","112144","2.3894879817962646","2.3894879817962646","2.3894879817962646"
"22447","112234","112234","112234","1.9923655986785889","1.9923655986785889","1.9923655986785889"
"22451","112254","112254","112254","2.205296277999878","2.205296277999878","2.205296277999878"
"22454","112269","112269","112269","2.8840510845184326","2.8840510845184326","2.8840510845184326"
"22461","112304","112304","112304","2.4241418838500977","2.4241418838500977","2.4241418838500977"
"22482","112409","112409","112409","2.5085597038269043","2.5085597038269043","2.5085597038269043"
"22492","112459","112459","112459","2.1569137573242188","2.1569137573242188","2.1569137573242188"
"22502","112509","112509","112509","2.002429485321045","2.002429485321045","2.002429485321045"
"22530","112649","112649","112649","2.156571865081787","2.156571865081787","2.156571865081787"
"22534","112669","112669","112669","2.580432891845703","2.580432891845703","2.580432891845703"
"22546","112729","112729","112729","2.1036064624786377","2.1036064624786377","2.1036064624786377"
"22553","112764","112764","112764","2.188938617706299","2.188938617706299","2.188938617706299"
"22555","112774","112774","112774","2.4464111328125","2.4464111328125","2.4464111328125"
"22565","112824","112824","112824","1.9835439920425415","1.9835439920425415","1.9835439920425415"
"22575","112874","112874","112874","2.04946231842041","2.04946231842041","2.04946231842041"
"22578","112889","112889","112889","1.8842651844024658","1.8842651844024658","1.8842651844024658"
"22579","112894","112894","112894","2.1664302349090576","2.1664302349090576","2.1664302349090576"
"22612","113059","113059","113059","1.4150960445404053","1.4150960445404053","1.4150960445404053"
"22615","113074","113074","113074","2.141335964202881","2.141335964202881","2.141335964202881"
"22616","113079","113079","113079","2.082387685775757","2.082387685775757","2.082387685775757"
"22624","113119","113119","113119","2.181553602218628","2.181553602218628","2.181553602218628"
"22632","113159","113159","113159","2.278083562850952","2.278083562850952","2.278083562850952"
"22636","113179","113179","113179","2.2566440105438232","2.2566440105438232","2.2566440105438232"
"22643","113214","113214","113214","2.285306453704834","2.285306453704834","2.285306453704834"
"22647","113234","113234","113234","2.4480772018432617","2.4480772018432617","2.4480772018432617"
"22648","113239","113239","113239","1.7574431896209717","1.7574431896209717","1.7574431896209717"
"22659","113294","113294","113294","2.4640119075775146","2.4640119075775146","2.4640119075775146"
"22677","113384","113384","113384","2.6453194618225098","2.6453194618225098","2.6453194618225098"
"22717","113584","113584","113584","2.845268487930298","2.845268487930298","2.845268487930298"
"22722","113609","113609","113609","2.0392985343933105","2.0392985343933105","2.0392985343933105"
"22727","113634","113634","113634","2.142578125","2.142578125","2.142578125"
"22731","113654","113654","113654","2.390087604522705","2.390087604522705","2.390087604522705"
"22776","113879","113879","113879","2.505354642868042","2.505354642868042","2.505354642868042"
"22797","113984","113984","113984","1.8487460613250732","1.8487460613250732","1.8487460613250732"
"22804","114019","114019","114019","2.3064844608306885","2.3064844608306885","2.3064844608306885"
"22840","114199","114199","114199","2.419980049133301","2.419980049133301","2.419980049133301"
"22841","114204","114204","114204","2.5764458179473877","2.5764458179473877","2.5764458179473877"
"22846","114229","114229","114229","2.1219606399536133","2.1219606399536133","2.1219606399536133"
"22852","114259","114259","114259","2.5856435298919678","2.5856435298919678","2.5856435298919678"
"22855","114274","114274","114274","2.174295663833618","2.174295663833618","2.174295663833618"
"22862","114309","114309","114309","2.5439839363098145","2.5439839363098145","2.5439839363098145"
"22863","114314","114314","114314","2.2197015285491943","2.2197015285491943","2.2197015285491943"
"22864","114319","114319","114319","2.7996976375579834","2.7996976375579834","2.7996976375579834"
"22884","114419","114419","114419","1.8434358835220337","1.8434358835220337","1.8434358835220337"
"22888","114439","114439","114439","2.533395767211914","2.533395767211914","2.533395767211914"
"22920","114599","114599","114599","2.3315863609313965","2.3315863609313965","2.3315863609313965"
"22926","114629","114629","114629","2.314573287963867","2.314573287963867","2.314573287963867"
"22938","114689","114689","114689","2.300147533416748","2.300147533416748","2.300147533416748"
"22941","114704","114704","114704","1.579460859298706","1.579460859298706","1.579460859298706"
"22953","114764","114764","114764","2.586658239364624","2.586658239364624","2.586658239364624"
"22960","114799","114799","114799","2.6189684867858887","2.6189684867858887","2.6189684867858887"
"22974","114869","114869","114869","2.3651347160339355","2.3651347160339355","2.3651347160339355"
"22986","114929","114929","114929","1.7477188110351562","1.7477188110351562","1.7477188110351562"
"22998","114989","114989","114989","2.4710566997528076","2.4710566997528076","2.4710566997528076"
"23003","115014","115014","115014","2.158931255340576","2.158931255340576","2.158931255340576"
"23004","115019","115019","115019","2.3278753757476807","2.3278753757476807","2.3278753757476807"
"23005","115024","115024","115024","2.6561570167541504","2.6561570167541504","2.6561570167541504"
"23010","115049","115049","115049","2.045952320098877","2.045952320098877","2.045952320098877"
"23016","115079","115079","115079","2.2872633934020996","2.2872633934020996","2.2872633934020996"
"23019","115094","115094","115094","2.3665621280670166","2.3665621280670166","2.3665621280670166"
"23021","115104","115104","115104","2.3358876705169678","2.3358876705169678","2.3358876705169678"
"23037","115184","115184","115184","2.5604360103607178","2.5604360103607178","2.5604360103607178"
"23065","115324","115324","115324","2.302725076675415","2.302725076675415","2.302725076675415"
"23094","115469","115469","115469","1.9797008037567139","1.9797008037567139","1.9797008037567139"
"23098","115489","115489","115489","3.062061309814453","3.062061309814453","3.062061309814453"
"23137","115684","115684","115684","2.8442254066467285","2.8442254066467285","2.8442254066467285"
"23138","115689","115689","115689","2.2800726890563965","2.2800726890563965","2.2800726890563965"
"23149","115744","115744","115744","2.3331241607666016","2.3331241607666016","2.3331241607666016"
"23157","115784","115784","115784","2.127286195755005","2.127286195755005","2.127286195755005"
"23163","115814","115814","115814","2.8074612617492676","2.8074612617492676","2.8074612617492676"
"23171","115854","115854","115854","2.6781082153320312","2.6781082153320312","2.6781082153320312"
"23181","115904","115904","115904","2.5055196285247803","2.5055196285247803","2.5055196285247803"
"23191","115954","115954","115954","1.593679428100586","1.593679428100586","1.593679428100586"
